Date,HSCL
2017-01-02,33.7
2017-01-03,35.9
2017-01-04,36.7
2017-01-05,38.6
2017-01-06,39.85
2017-01-09,41.55
2017-01-10,42.4
2017-01-11,43.6
2017-01-12,42.7
2017-01-13,41.45
2017-01-16,42.15
2017-01-17,43.1
2017-01-18,42.65
2017-01-19,42.1
2017-01-20,41.4
2017-01-23,42.15
2017-01-24,42.15
2017-01-25,43.15
2017-01-27,43.3
2017-01-30,43.1
2017-01-31,42.05
2017-02-01,42.8
2017-02-02,45.25
2017-02-03,47.25
2017-02-06,49.2
2017-02-07,47.45
2017-02-08,47.7
2017-02-09,47.3
2017-02-10,46.85
2017-02-13,44.65
2017-02-14,45.65
2017-02-15,43.65
2017-02-16,45.75
2017-02-17,45.85
2017-02-20,45.7
2017-02-21,44.8
2017-02-22,44.2
2017-02-23,43.65
2017-02-27,43.95
2017-02-28,43.4
2017-03-01,44.1
2017-03-02,44.7
2017-03-03,44.8
2017-03-06,44.05
2017-03-07,43.55
2017-03-08,42.8
2017-03-09,43.5
2017-03-10,42.6
2017-03-14,44.55
2017-03-15,43.95
2017-03-16,43.9
2017-03-17,43.8
2017-03-20,44.0
2017-03-21,43.3
2017-03-22,43.65
2017-03-23,43.55
2017-03-24,43.0
2017-03-27,43.7
2017-03-28,43.0
2017-03-29,42.85
2017-03-30,42.75
2017-03-31,43.75
2017-04-03,47.35
2017-04-05,49.9
2017-04-06,49.0
2017-04-07,50.5
2017-04-10,50.05
2017-04-11,50.15
2017-04-12,48.65
2017-04-13,48.25
2017-04-17,49.65
2017-04-18,49.1
2017-04-19,49.85
2017-04-20,50.3
2017-04-21,50.25
2017-04-24,53.25
2017-04-25,55.6
2017-04-26,54.15
2017-04-27,57.05
2017-04-28,56.05
2017-05-02,55.3
2017-05-03,58.4
2017-05-04,58.9
2017-05-05,60.5
2017-05-08,61.85
2017-05-09,60.9
2017-05-10,62.4
2017-05-11,60.95
2017-05-12,62.05
2017-05-15,63.8
2017-05-16,66.7
2017-05-17,63.55
2017-05-18,64.05
2017-05-19,65.0
2017-05-22,63.0
2017-05-23,61.25
2017-05-24,58.5
2017-05-25,60.4
2017-05-26,61.3
2017-05-29,60.25
2017-05-30,61.65
2017-05-31,60.1
2017-06-01,60.35
2017-06-02,60.75
2017-06-05,60.85
2017-06-06,59.5
2017-06-07,60.75
2017-06-08,61.05
2017-06-09,61.9
2017-06-12,62.85
2017-06-13,66.5
2017-06-14,66.4
2017-06-15,65.65
2017-06-16,67.95
2017-06-19,67.95
2017-06-20,67.95
2017-06-21,69.75
2017-06-22,70.25
2017-06-23,71.8
2017-06-27,73.85
2017-06-28,74.6
2017-06-29,75.75
2017-06-30,78.6
2017-07-03,76.75
2017-07-04,74.3
2017-07-05,75.1
2017-07-06,74.25
2017-07-07,74.25
2017-07-10,74.6
2017-07-11,74.35
2017-07-12,75.55
2017-07-13,75.65
2017-07-14,74.55
2017-07-17,74.35
2017-07-18,74.55
2017-07-19,77.25
2017-07-20,83.15
2017-07-21,83.55
2017-07-24,84.95
2017-07-25,86.15
2017-07-26,85.5
2017-07-27,84.7
2017-07-28,84.85
2017-07-31,86.5
2017-08-01,86.85
2017-08-02,85.5
2017-08-03,84.25
2017-08-04,84.65
2017-08-07,86.2
2017-08-08,84.0
2017-08-09,82.5
2017-08-10,75.35
2017-08-11,79.15
2017-08-14,80.65
2017-08-16,80.85
2017-08-17,81.0
2017-08-18,81.3
2017-08-21,87.0
2017-08-22,89.1
2017-08-23,90.45
2017-08-24,92.95
2017-08-28,96.5
2017-08-29,96.15
2017-08-30,98.75
2017-08-31,105.1
2017-09-01,111.85
2017-09-04,115.2
2017-09-05,117.0
2017-09-06,113.55
2017-09-07,108.4
2017-09-08,104.65
2017-09-11,105.95
2017-09-12,106.75
2017-09-13,106.1
2017-09-14,105.9
2017-09-15,116.0
2017-09-18,126.85
2017-09-19,133.0
2017-09-20,129.3
2017-09-21,139.85
2017-09-22,133.5
2017-09-25,127.6
2017-09-26,136.95
2017-09-27,136.65
2017-09-28,140.6
2017-09-29,139.75
2017-10-03,139.3
2017-10-04,146.45
2017-10-05,161.9
2017-10-06,157.35
2017-10-09,165.55
2017-10-10,163.55
2017-10-11,168.85
2017-10-12,172.65
2017-10-13,169.55
2017-10-16,164.65
2017-10-17,165.8
2017-10-18,163.55
2017-10-19,159.85
2017-10-23,160.15
2017-10-24,158.3
2017-10-25,151.3
2017-10-26,168.95
2017-10-27,169.9
2017-10-30,175.8
2017-10-31,173.45
2017-11-01,170.7
2017-11-02,168.1
2017-11-03,169.7
2017-11-06,166.1
2017-11-07,159.3
2017-11-08,154.35
2017-11-09,170.4
2017-11-10,164.7
2017-11-13,168.15
2017-11-14,168.3
2017-11-15,162.25
2017-11-16,163.1
2017-11-17,163.8
2017-11-20,163.65
2017-11-21,161.3
2017-11-22,172.0
2017-11-23,171.1
2017-11-24,166.65
2017-11-27,168.85
2017-11-28,164.1
2017-11-29,162.95
2017-11-30,164.4
2017-12-01,161.6
2017-12-04,159.15
2017-12-05,157.0
2017-12-06,156.1
2017-12-07,158.55
2017-12-08,157.65
2017-12-11,158.7
2017-12-12,157.05
2017-12-13,153.3
2017-12-14,151.75
2017-12-15,155.25
2017-12-18,153.0
2017-12-19,155.9
2017-12-20,156.9
2017-12-21,160.5
2017-12-22,162.45
2017-12-26,158.9
2017-12-27,156.15
2017-12-28,154.35
2017-12-29,153.75
