Date,HGS
2017-01-02,529.9
2017-01-03,528.6
2017-01-04,524.15
2017-01-05,527.6
2017-01-06,520.95
2017-01-09,522.15
2017-01-10,530.85
2017-01-11,531.35
2017-01-12,525.8
2017-01-13,524.6
2017-01-16,525.9
2017-01-17,521.2
2017-01-18,527.65
2017-01-19,541.25
2017-01-20,537.2
2017-01-23,531.5
2017-01-24,536.65
2017-01-25,532.3
2017-01-27,533.35
2017-01-30,548.65
2017-01-31,539.35
2017-02-01,542.15
2017-02-02,563.7
2017-02-03,557.9
2017-02-06,577.95
2017-02-07,591.15
2017-02-08,599.4
2017-02-09,605.95
2017-02-10,607.35
2017-02-13,610.9
2017-02-14,595.65
2017-02-15,586.15
2017-02-16,581.75
2017-02-17,613.55
2017-02-20,618.65
2017-02-21,616.4
2017-02-22,605.3
2017-02-23,615.25
2017-02-27,619.1
2017-02-28,610.85
2017-03-01,617.75
2017-03-02,592.65
2017-03-03,613.7
2017-03-06,615.75
2017-03-07,612.05
2017-03-08,604.2
2017-03-09,608.55
2017-03-10,611.15
2017-03-14,602.45
2017-03-15,597.85
2017-03-16,604.95
2017-03-17,600.7
2017-03-20,598.75
2017-03-21,594.05
2017-03-22,591.35
2017-03-23,602.25
2017-03-24,599.2
2017-03-27,586.6
2017-03-28,582.6
2017-03-29,574.25
2017-03-30,584.25
2017-03-31,582.8
2017-04-03,591.4
2017-04-05,593.85
2017-04-06,585.0
2017-04-07,585.95
2017-04-10,579.8
2017-04-11,579.2
2017-04-12,578.95
2017-04-13,574.85
2017-04-17,561.45
2017-04-18,560.45
2017-04-19,557.85
2017-04-20,565.05
2017-04-21,560.75
2017-04-24,550.05
2017-04-25,550.35
2017-04-26,545.7
2017-04-27,551.65
2017-04-28,554.1
2017-05-02,553.4
2017-05-03,554.8
2017-05-04,557.45
2017-05-05,548.65
2017-05-08,539.7
2017-05-09,548.1
2017-05-10,548.4
2017-05-11,535.75
2017-05-12,529.75
2017-05-15,518.85
2017-05-16,516.0
2017-05-17,513.25
2017-05-18,528.2
2017-05-19,525.3
2017-05-22,531.15
2017-05-23,530.5
2017-05-24,521.85
2017-05-25,530.5
2017-05-26,534.5
2017-05-29,525.45
2017-05-30,510.35
2017-05-31,525.05
2017-06-01,562.2
2017-06-02,567.6
2017-06-05,564.2
2017-06-06,563.45
2017-06-07,560.9
2017-06-08,565.0
2017-06-09,568.25
2017-06-12,561.15
2017-06-13,565.0
2017-06-14,568.45
2017-06-15,568.1
2017-06-16,571.35
2017-06-19,569.05
2017-06-20,562.25
2017-06-21,548.85
2017-06-22,544.15
2017-06-23,537.8
2017-06-27,525.15
2017-06-28,519.55
2017-06-29,519.7
2017-06-30,516.75
2017-07-03,530.2
2017-07-04,528.65
2017-07-05,527.95
2017-07-06,529.0
2017-07-07,527.0
2017-07-10,533.35
2017-07-11,539.55
2017-07-12,535.95
2017-07-13,536.55
2017-07-14,535.25
2017-07-17,532.5
2017-07-18,528.0
2017-07-19,523.1
2017-07-20,530.2
2017-07-21,523.5
2017-07-24,521.6
2017-07-25,522.55
2017-07-26,520.2
2017-07-27,523.75
2017-07-28,523.2
2017-07-31,523.15
2017-08-01,542.05
2017-08-02,534.5
2017-08-03,526.85
2017-08-04,525.6
2017-08-07,530.5
2017-08-08,524.3
2017-08-09,521.0
2017-08-10,508.85
2017-08-11,519.3
2017-08-14,506.55
2017-08-16,506.1
2017-08-17,506.7
2017-08-18,506.4
2017-08-21,499.9
2017-08-22,499.85
2017-08-23,494.95
2017-08-24,504.95
2017-08-28,498.2
2017-08-29,498.8
2017-08-30,498.15
2017-08-31,503.75
2017-09-01,500.1
2017-09-04,502.45
2017-09-05,501.6
2017-09-06,500.35
2017-09-07,501.1
2017-09-08,499.1
2017-09-11,496.75
2017-09-12,504.75
2017-09-13,501.8
2017-09-14,500.05
2017-09-15,508.6
2017-09-18,515.15
2017-09-19,512.05
2017-09-20,574.5
2017-09-21,562.05
2017-09-22,536.2
2017-09-25,534.35
2017-09-26,544.55
2017-09-27,554.4
2017-09-28,565.45
2017-09-29,572.55
2017-10-03,573.75
2017-10-04,573.45
2017-10-05,558.6
2017-10-06,568.35
2017-10-09,562.75
2017-10-10,563.9
2017-10-11,556.85
2017-10-12,568.05
2017-10-13,575.05
2017-10-16,567.5
2017-10-17,575.75
2017-10-18,580.65
2017-10-19,578.95
2017-10-23,587.95
2017-10-24,587.8
2017-10-25,589.05
2017-10-26,591.1
2017-10-27,589.45
2017-10-30,581.6
2017-10-31,577.3
2017-11-01,592.05
2017-11-02,593.3
2017-11-03,587.35
2017-11-06,582.7
2017-11-07,576.05
2017-11-08,575.5
2017-11-09,664.45
2017-11-10,662.15
2017-11-13,649.45
2017-11-14,640.05
2017-11-15,636.35
2017-11-16,640.45
2017-11-17,639.45
2017-11-20,648.95
2017-11-21,657.75
2017-11-22,656.45
2017-11-23,656.4
2017-11-24,656.85
2017-11-27,661.2
2017-11-28,722.1
2017-11-29,713.75
2017-11-30,697.7
2017-12-01,710.3
2017-12-04,747.6
2017-12-05,759.15
2017-12-06,744.85
2017-12-07,760.8
2017-12-08,851.8
2017-12-11,881.3
2017-12-12,860.05
2017-12-13,899.35
2017-12-14,899.05
2017-12-15,901.65
2017-12-18,901.05
2017-12-19,918.1
2017-12-20,910.55
2017-12-21,904.2
2017-12-22,908.05
2017-12-26,899.6
2017-12-27,894.85
2017-12-28,901.65
2017-12-29,899.55
