Date,SYNDIBANK
2017-01-02,61.85
2017-01-03,62.05
2017-01-04,61.35
2017-01-05,62.25
2017-01-06,62.65
2017-01-09,63.45
2017-01-10,64.0
2017-01-11,65.45
2017-01-12,64.75
2017-01-13,64.55
2017-01-16,65.1
2017-01-17,64.75
2017-01-18,64.95
2017-01-19,65.65
2017-01-20,64.1
2017-01-23,64.7
2017-01-24,65.8
2017-01-25,69.75
2017-01-27,68.35
2017-01-30,69.2
2017-01-31,66.85
2017-02-01,68.2
2017-02-02,70.5
2017-02-03,72.95
2017-02-06,72.35
2017-02-07,73.05
2017-02-08,72.3
2017-02-09,70.8
2017-02-10,70.7
2017-02-13,69.25
2017-02-14,69.8
2017-02-15,67.75
2017-02-16,68.4
2017-02-17,68.25
2017-02-20,69.55
2017-02-21,70.3
2017-02-22,69.85
2017-02-23,69.6
2017-02-27,68.55
2017-02-28,69.5
2017-03-01,70.0
2017-03-02,67.75
2017-03-03,67.3
2017-03-06,67.95
2017-03-07,67.3
2017-03-08,66.35
2017-03-09,66.25
2017-03-10,65.9
2017-03-14,66.7
2017-03-15,67.8
2017-03-16,69.3
2017-03-17,68.55
2017-03-20,69.2
2017-03-21,68.3
2017-03-22,66.5
2017-03-23,66.55
2017-03-24,69.4
2017-03-27,69.7
2017-03-28,70.7
2017-03-29,70.95
2017-03-30,70.75
2017-03-31,71.25
2017-04-03,71.3
2017-04-05,72.3
2017-04-06,71.35
2017-04-07,70.0
2017-04-10,71.35
2017-04-11,74.6
2017-04-12,72.8
2017-04-13,72.7
2017-04-17,72.0
2017-04-18,71.1
2017-04-19,70.95
2017-04-20,72.0
2017-04-21,72.2
2017-04-24,74.0
2017-04-25,74.4
2017-04-26,74.5
2017-04-27,76.0
2017-04-28,82.75
2017-05-02,83.2
2017-05-03,87.0
2017-05-04,90.25
2017-05-05,87.4
2017-05-08,91.0
2017-05-09,91.6
2017-05-10,90.7
2017-05-11,91.05
2017-05-12,89.7
2017-05-15,89.1
2017-05-16,90.85
2017-05-17,91.95
2017-05-18,86.7
2017-05-19,84.7
2017-05-22,80.6
2017-05-23,78.4
2017-05-24,75.75
2017-05-25,79.35
2017-05-26,78.9
2017-05-29,75.85
2017-05-30,77.85
2017-05-31,76.95
2017-06-01,77.85
2017-06-02,80.35
2017-06-05,80.6
2017-06-06,81.35
2017-06-07,80.85
2017-06-08,78.1
2017-06-09,79.25
2017-06-12,77.65
2017-06-13,77.4
2017-06-14,80.7
2017-06-15,79.2
2017-06-16,78.45
2017-06-19,78.95
2017-06-20,78.8
2017-06-21,79.0
2017-06-22,78.4
2017-06-23,76.5
2017-06-27,72.6
2017-06-28,72.5
2017-06-29,73.5
2017-06-30,73.5
2017-07-03,73.75
2017-07-04,72.95
2017-07-05,74.5
2017-07-06,76.65
2017-07-07,76.4
2017-07-10,78.7
2017-07-11,76.75
2017-07-12,77.75
2017-07-13,77.7
2017-07-14,77.4
2017-07-17,77.45
2017-07-18,77.05
2017-07-19,77.0
2017-07-20,76.2
2017-07-21,76.5
2017-07-24,77.75
2017-07-25,77.7
2017-07-26,77.3
2017-07-27,75.95
2017-07-28,75.0
2017-07-31,73.7
2017-08-01,73.05
2017-08-02,72.9
2017-08-03,69.6
2017-08-04,69.55
2017-08-07,71.65
2017-08-08,69.7
2017-08-09,69.0
2017-08-10,63.8
2017-08-11,62.4
2017-08-14,63.35
2017-08-16,64.7
2017-08-17,64.9
2017-08-18,64.25
2017-08-21,63.0
2017-08-22,62.75
2017-08-23,64.6
2017-08-24,65.15
2017-08-28,65.55
2017-08-29,64.55
2017-08-30,65.0
2017-08-31,64.55
2017-09-01,64.95
2017-09-04,64.15
2017-09-05,64.9
2017-09-06,64.3
2017-09-07,64.35
2017-09-08,63.05
2017-09-11,63.3
2017-09-12,64.8
2017-09-13,66.3
2017-09-14,66.7
2017-09-15,69.7
2017-09-18,69.45
2017-09-19,69.55
2017-09-20,70.35
2017-09-21,68.5
2017-09-22,65.85
2017-09-25,64.9
2017-09-26,64.5
2017-09-27,62.8
2017-09-28,62.35
2017-09-29,62.3
2017-10-03,62.4
2017-10-04,63.3
2017-10-05,64.25
2017-10-06,65.05
2017-10-09,66.2
2017-10-10,68.55
2017-10-11,65.5
2017-10-12,65.95
2017-10-13,66.2
2017-10-16,65.2
2017-10-17,68.25
2017-10-18,68.6
2017-10-19,67.2
2017-10-23,67.55
2017-10-24,72.3
2017-10-25,84.9
2017-10-26,81.9
2017-10-27,77.1
2017-10-30,83.75
2017-10-31,82.5
2017-11-01,89.5
2017-11-02,87.2
2017-11-03,87.65
2017-11-06,89.1
2017-11-07,85.65
2017-11-08,85.05
2017-11-09,86.75
2017-11-10,87.85
2017-11-13,85.85
2017-11-14,85.4
2017-11-15,83.95
2017-11-16,87.45
2017-11-17,90.0
2017-11-20,87.95
2017-11-21,86.7
2017-11-22,87.6
2017-11-23,91.1
2017-11-24,94.5
2017-11-27,94.5
2017-11-28,93.4
2017-11-29,93.15
2017-11-30,92.75
2017-12-01,87.7
2017-12-04,87.15
2017-12-05,87.85
2017-12-06,85.85
2017-12-07,86.9
2017-12-08,86.2
2017-12-11,86.1
2017-12-12,84.45
2017-12-13,83.3
2017-12-14,82.65
2017-12-15,83.75
2017-12-18,85.85
2017-12-19,85.4
2017-12-20,84.1
2017-12-21,84.2
2017-12-22,84.6
2017-12-26,81.7
2017-12-27,80.5
2017-12-28,78.65
2017-12-29,80.15
