Date,ANDHRABANK
2017-01-02,47.7
2017-01-03,47.85
2017-01-04,47.7
2017-01-05,48.25
2017-01-06,48.3
2017-01-09,48.45
2017-01-10,48.65
2017-01-11,49.75
2017-01-12,49.45
2017-01-13,49.3
2017-01-16,49.6
2017-01-17,49.5
2017-01-18,49.65
2017-01-19,49.8
2017-01-20,48.85
2017-01-23,49.1
2017-01-24,49.25
2017-01-25,49.9
2017-01-27,50.75
2017-01-30,51.4
2017-01-31,50.65
2017-02-01,51.45
2017-02-02,53.4
2017-02-03,56.5
2017-02-06,56.7
2017-02-07,57.2
2017-02-08,57.05
2017-02-09,57.7
2017-02-10,56.55
2017-02-13,55.1
2017-02-14,55.0
2017-02-15,53.55
2017-02-16,53.85
2017-02-17,53.65
2017-02-20,54.5
2017-02-21,54.9
2017-02-22,54.85
2017-02-23,56.4
2017-02-27,54.7
2017-02-28,56.25
2017-03-01,56.4
2017-03-02,54.4
2017-03-03,54.2
2017-03-06,54.7
2017-03-07,54.9
2017-03-08,54.1
2017-03-09,53.75
2017-03-10,53.5
2017-03-14,54.35
2017-03-15,55.0
2017-03-16,55.9
2017-03-17,55.3
2017-03-20,56.65
2017-03-21,55.75
2017-03-22,54.6
2017-03-23,55.2
2017-03-24,56.75
2017-03-27,57.6
2017-03-28,57.45
2017-03-29,57.7
2017-03-30,57.25
2017-03-31,57.95
2017-04-03,58.85
2017-04-05,59.25
2017-04-06,58.4
2017-04-07,58.1
2017-04-10,58.9
2017-04-11,60.1
2017-04-12,59.9
2017-04-13,60.05
2017-04-17,59.6
2017-04-18,58.9
2017-04-19,59.3
2017-04-20,60.75
2017-04-21,60.05
2017-04-24,60.85
2017-04-25,61.7
2017-04-26,64.1
2017-04-27,65.55
2017-04-28,68.9
2017-05-02,68.45
2017-05-03,70.7
2017-05-04,74.2
2017-05-05,71.2
2017-05-08,72.35
2017-05-09,71.6
2017-05-10,70.85
2017-05-11,70.85
2017-05-12,69.3
2017-05-15,68.65
2017-05-16,70.65
2017-05-17,67.85
2017-05-18,65.75
2017-05-19,65.0
2017-05-22,62.15
2017-05-23,60.85
2017-05-24,58.45
2017-05-25,60.95
2017-05-26,60.15
2017-05-29,58.2
2017-05-30,59.35
2017-05-31,58.6
2017-06-01,58.75
2017-06-02,59.55
2017-06-05,59.4
2017-06-06,58.65
2017-06-07,59.2
2017-06-08,58.6
2017-06-09,58.85
2017-06-12,58.15
2017-06-13,58.15
2017-06-14,60.8
2017-06-15,60.25
2017-06-16,59.75
2017-06-19,59.1
2017-06-20,58.55
2017-06-21,58.5
2017-06-22,58.3
2017-06-23,55.65
2017-06-27,53.45
2017-06-28,53.95
2017-06-29,54.0
2017-06-30,54.5
2017-07-03,54.75
2017-07-04,53.65
2017-07-05,54.6
2017-07-06,55.95
2017-07-07,55.75
2017-07-10,57.6
2017-07-11,56.5
2017-07-12,57.1
2017-07-13,56.95
2017-07-14,57.2
2017-07-17,57.2
2017-07-18,57.15
2017-07-19,57.5
2017-07-20,56.8
2017-07-21,56.75
2017-07-24,58.6
2017-07-25,58.8
2017-07-26,58.7
2017-07-27,56.75
2017-07-28,56.65
2017-07-31,57.15
2017-08-01,56.6
2017-08-02,56.25
2017-08-03,54.95
2017-08-04,56.1
2017-08-07,55.65
2017-08-08,54.25
2017-08-09,54.1
2017-08-10,50.8
2017-08-11,49.5
2017-08-14,49.95
2017-08-16,51.15
2017-08-17,51.25
2017-08-18,50.9
2017-08-21,49.8
2017-08-22,49.9
2017-08-23,51.45
2017-08-24,52.4
2017-08-28,52.65
2017-08-29,51.8
2017-08-30,52.15
2017-08-31,52.35
2017-09-01,52.7
2017-09-04,52.1
2017-09-05,52.35
2017-09-06,52.05
2017-09-07,51.55
2017-09-08,50.7
2017-09-11,51.35
2017-09-12,52.2
2017-09-13,52.6
2017-09-14,52.85
2017-09-15,58.75
2017-09-18,60.0
2017-09-19,62.05
2017-09-20,63.0
2017-09-21,60.85
2017-09-22,57.25
2017-09-25,58.75
2017-09-26,58.8
2017-09-27,55.9
2017-09-28,56.85
2017-09-29,55.95
2017-10-03,56.15
2017-10-04,56.65
2017-10-05,57.75
2017-10-06,58.45
2017-10-09,57.6
2017-10-10,58.25
2017-10-11,55.45
2017-10-12,55.8
2017-10-13,55.7
2017-10-16,55.0
2017-10-17,55.5
2017-10-18,55.0
2017-10-19,54.25
2017-10-23,54.65
2017-10-24,58.5
2017-10-25,69.65
2017-10-26,69.85
2017-10-27,65.9
2017-10-30,68.0
2017-10-31,66.05
2017-11-01,68.7
2017-11-02,68.3
2017-11-03,66.3
2017-11-06,67.45
2017-11-07,64.05
2017-11-08,63.1
2017-11-09,63.15
2017-11-10,62.9
2017-11-13,62.8
2017-11-14,63.05
2017-11-15,62.65
2017-11-16,64.8
2017-11-17,65.5
2017-11-20,65.05
2017-11-21,63.8
2017-11-22,64.45
2017-11-23,64.75
2017-11-24,65.55
2017-11-27,65.9
2017-11-28,65.3
2017-11-29,64.3
2017-11-30,62.7
2017-12-01,61.4
2017-12-04,61.9
2017-12-05,61.55
2017-12-06,60.65
2017-12-07,61.3
2017-12-08,61.2
2017-12-11,61.1
2017-12-12,60.8
2017-12-13,59.6
2017-12-14,59.55
2017-12-15,59.3
2017-12-18,60.25
2017-12-19,60.75
2017-12-20,60.45
2017-12-21,60.6
2017-12-22,61.15
2017-12-26,60.65
2017-12-27,60.2
2017-12-28,58.9
2017-12-29,58.15
