Date,MORARJEE
2017-01-02,55.15
2017-01-03,55.75
2017-01-04,55.2
2017-01-05,55.55
2017-01-06,55.1
2017-01-09,54.0
2017-01-10,54.25
2017-01-11,54.8
2017-01-12,55.85
2017-01-13,55.6
2017-01-16,56.25
2017-01-17,55.85
2017-01-18,57.45
2017-01-19,56.6
2017-01-20,57.2
2017-01-23,57.25
2017-01-24,59.1
2017-01-25,62.15
2017-01-27,60.45
2017-01-30,59.7
2017-01-31,58.0
2017-02-01,57.95
2017-02-02,57.75
2017-02-03,59.65
2017-02-06,61.0
2017-02-07,59.6
2017-02-08,61.95
2017-02-09,57.55
2017-02-10,56.2
2017-02-13,54.6
2017-02-14,54.4
2017-02-15,53.7
2017-02-16,54.55
2017-02-17,54.4
2017-02-20,54.65
2017-02-21,55.9
2017-02-22,54.9
2017-02-23,54.05
2017-02-27,53.3
2017-02-28,54.45
2017-03-01,54.0
2017-03-02,52.75
2017-03-03,51.75
2017-03-06,52.35
2017-03-07,51.95
2017-03-08,51.2
2017-03-09,51.05
2017-03-10,51.5
2017-03-14,52.35
2017-03-15,52.5
2017-03-16,53.35
2017-03-17,53.55
2017-03-20,52.3
2017-03-21,52.45
2017-03-22,52.6
2017-03-23,52.4
2017-03-24,52.3
2017-03-27,52.1
2017-03-28,55.3
2017-03-29,54.3
2017-03-30,54.75
2017-03-31,55.55
2017-04-03,57.25
2017-04-05,57.05
2017-04-06,56.95
2017-04-07,56.8
2017-04-10,56.1
2017-04-11,56.95
2017-04-12,56.0
2017-04-13,56.85
2017-04-17,56.35
2017-04-18,55.55
2017-04-19,55.15
2017-04-20,55.35
2017-04-21,55.7
2017-04-24,57.5
2017-04-25,57.05
2017-04-26,56.55
2017-04-27,55.3
2017-04-28,55.25
2017-05-02,54.25
2017-05-03,54.4
2017-05-04,54.5
2017-05-05,53.3
2017-05-08,53.15
2017-05-09,54.05
2017-05-10,54.0
2017-05-11,57.95
2017-05-12,55.85
2017-05-15,56.25
2017-05-16,56.1
2017-05-17,57.95
2017-05-18,54.25
2017-05-19,54.65
2017-05-22,53.45
2017-05-23,51.0
2017-05-24,50.7
2017-05-25,51.3
2017-05-26,53.45
2017-05-29,52.85
2017-05-30,51.65
2017-05-31,53.2
2017-06-01,53.15
2017-06-02,52.8
2017-06-05,52.4
2017-06-06,51.65
2017-06-07,51.2
2017-06-08,52.15
2017-06-09,52.7
2017-06-12,54.45
2017-06-13,55.25
2017-06-14,54.0
2017-06-15,53.9
2017-06-16,52.8
2017-06-19,52.75
2017-06-20,52.3
2017-06-21,53.85
2017-06-22,53.4
2017-06-23,52.25
2017-06-27,51.3
2017-06-28,51.55
2017-06-29,52.05
2017-06-30,52.15
2017-07-03,52.25
2017-07-04,52.1
2017-07-05,52.6
2017-07-06,52.9
2017-07-07,52.75
2017-07-10,52.9
2017-07-11,52.25
2017-07-12,52.5
2017-07-13,52.45
2017-07-14,51.8
2017-07-17,52.85
2017-07-18,51.8
2017-07-19,52.2
2017-07-20,51.7
2017-07-21,51.7
2017-07-24,51.2
2017-07-25,50.35
2017-07-26,51.1
2017-07-27,51.55
2017-07-28,51.15
2017-07-31,51.4
2017-08-01,51.4
2017-08-02,51.25
2017-08-03,50.25
2017-08-04,50.45
2017-08-07,54.85
2017-08-08,52.1
2017-08-09,50.95
2017-08-10,48.9
2017-08-11,49.05
2017-08-14,47.05
2017-08-16,48.15
2017-08-17,48.8
2017-08-18,48.5
2017-08-21,48.15
2017-08-22,47.15
2017-08-23,48.2
2017-08-24,48.6
2017-08-28,50.45
2017-08-29,48.7
2017-08-30,49.15
2017-08-31,52.7
2017-09-01,53.5
2017-09-04,54.1
2017-09-05,54.6
2017-09-06,53.45
2017-09-07,52.45
2017-09-08,52.8
2017-09-11,52.75
2017-09-12,52.15
2017-09-13,50.8
2017-09-14,52.45
2017-09-15,51.55
2017-09-18,51.1
2017-09-19,51.15
2017-09-20,50.0
2017-09-21,50.4
2017-09-22,49.05
2017-09-25,47.95
2017-09-26,47.95
2017-09-27,47.3
2017-09-28,48.3
2017-09-29,47.95
2017-10-03,47.8
2017-10-04,47.2
2017-10-05,48.3
2017-10-06,49.2
2017-10-09,51.05
2017-10-10,51.1
2017-10-11,51.4
2017-10-12,49.75
2017-10-13,50.05
2017-10-16,53.4
2017-10-17,53.15
2017-10-18,52.05
2017-10-19,52.65
2017-10-23,53.95
2017-10-24,54.0
2017-10-25,52.7
2017-10-26,52.0
2017-10-27,52.7
2017-10-30,52.55
2017-10-31,52.9
2017-11-01,52.15
2017-11-02,51.7
2017-11-03,52.55
2017-11-06,57.7
2017-11-07,53.7
2017-11-08,52.7
2017-11-09,53.15
2017-11-10,49.7
2017-11-13,48.65
2017-11-14,48.9
2017-11-15,48.15
2017-11-16,47.9
2017-11-17,48.55
2017-11-20,48.75
2017-11-21,49.8
2017-11-22,49.6
2017-11-23,50.2
2017-11-24,50.25
2017-11-27,50.4
2017-11-28,50.1
2017-11-29,49.95
2017-11-30,49.25
2017-12-01,48.45
2017-12-04,48.45
2017-12-05,48.7
2017-12-06,47.6
2017-12-07,47.9
2017-12-08,48.4
2017-12-11,48.25
2017-12-12,48.0
2017-12-13,47.55
2017-12-14,47.5
2017-12-15,47.85
2017-12-18,48.0
2017-12-19,52.3
2017-12-20,52.4
2017-12-21,58.75
2017-12-22,56.55
2017-12-26,58.55
2017-12-27,56.65
2017-12-28,56.2
2017-12-29,55.5
