Date,TVSMOTOR
2017-01-02,367.65
2017-01-03,377.4
2017-01-04,375.25
2017-01-05,384.8
2017-01-06,387.1
2017-01-09,384.75
2017-01-10,383.45
2017-01-11,380.5
2017-01-12,388.4
2017-01-13,383.95
2017-01-16,382.75
2017-01-17,378.35
2017-01-18,383.15
2017-01-19,389.95
2017-01-20,379.1
2017-01-23,381.0
2017-01-24,400.4
2017-01-25,392.8
2017-01-27,392.35
2017-01-30,388.55
2017-01-31,386.2
2017-02-01,394.25
2017-02-02,389.45
2017-02-03,391.45
2017-02-06,396.05
2017-02-07,392.5
2017-02-08,397.65
2017-02-09,408.0
2017-02-10,411.5
2017-02-13,411.45
2017-02-14,410.0
2017-02-15,410.35
2017-02-16,422.4
2017-02-17,425.7
2017-02-20,425.7
2017-02-21,428.35
2017-02-22,427.25
2017-02-23,433.0
2017-02-27,435.75
2017-02-28,428.7
2017-03-01,425.25
2017-03-02,426.45
2017-03-03,429.55
2017-03-06,425.95
2017-03-07,425.15
2017-03-08,418.05
2017-03-09,419.5
2017-03-10,425.35
2017-03-14,436.9
2017-03-15,439.25
2017-03-16,438.4
2017-03-17,443.0
2017-03-20,439.45
2017-03-21,438.6
2017-03-22,431.5
2017-03-23,427.75
2017-03-24,427.1
2017-03-27,429.7
2017-03-28,432.5
2017-03-29,430.75
2017-03-30,435.9
2017-03-31,430.8
2017-04-03,436.1
2017-04-05,452.5
2017-04-06,450.65
2017-04-07,468.4
2017-04-10,474.2
2017-04-11,473.8
2017-04-12,475.1
2017-04-13,474.0
2017-04-17,472.85
2017-04-18,470.5
2017-04-19,471.1
2017-04-20,489.1
2017-04-21,482.15
2017-04-24,485.7
2017-04-25,489.35
2017-04-26,502.55
2017-04-27,502.8
2017-04-28,496.0
2017-05-02,495.5
2017-05-03,497.7
2017-05-04,497.25
2017-05-05,492.1
2017-05-08,502.5
2017-05-09,498.7
2017-05-10,494.55
2017-05-11,499.75
2017-05-12,516.7
2017-05-15,524.7
2017-05-16,532.65
2017-05-17,532.55
2017-05-18,527.75
2017-05-19,525.5
2017-05-22,527.8
2017-05-23,524.65
2017-05-24,525.0
2017-05-25,543.05
2017-05-26,534.6
2017-05-29,533.9
2017-05-30,541.05
2017-05-31,538.3
2017-06-01,533.75
2017-06-02,540.3
2017-06-05,542.4
2017-06-06,536.25
2017-06-07,536.15
2017-06-08,544.1
2017-06-09,552.4
2017-06-12,552.5
2017-06-13,555.6
2017-06-14,546.9
2017-06-15,540.55
2017-06-16,550.3
2017-06-19,551.8
2017-06-20,548.15
2017-06-21,546.0
2017-06-22,542.5
2017-06-23,536.35
2017-06-27,534.05
2017-06-28,534.85
2017-06-29,545.45
2017-06-30,549.2
2017-07-03,552.35
2017-07-04,551.45
2017-07-05,547.3
2017-07-06,555.45
2017-07-07,573.45
2017-07-10,571.15
2017-07-11,566.95
2017-07-12,564.2
2017-07-13,571.8
2017-07-14,569.5
2017-07-17,571.9
2017-07-18,571.4
2017-07-19,573.65
2017-07-20,572.25
2017-07-21,572.2
2017-07-24,577.3
2017-07-25,570.3
2017-07-26,570.6
2017-07-27,575.25
2017-07-28,582.95
2017-07-31,582.1
2017-08-01,596.4
2017-08-02,590.55
2017-08-03,586.7
2017-08-04,599.3
2017-08-07,602.9
2017-08-08,595.3
2017-08-09,590.7
2017-08-10,580.75
2017-08-11,536.8
2017-08-14,553.85
2017-08-16,585.3
2017-08-17,580.05
2017-08-18,584.6
2017-08-21,574.35
2017-08-22,582.6
2017-08-23,584.6
2017-08-24,595.15
2017-08-28,604.65
2017-08-29,594.55
2017-08-30,610.55
2017-08-31,603.7
2017-09-01,608.25
2017-09-04,614.4
2017-09-05,612.75
2017-09-06,620.35
2017-09-07,632.35
2017-09-08,634.95
2017-09-11,638.95
2017-09-12,641.85
2017-09-13,637.8
2017-09-14,640.8
2017-09-15,651.35
2017-09-18,662.8
2017-09-19,658.45
2017-09-20,654.9
2017-09-21,650.55
2017-09-22,636.2
2017-09-25,643.45
2017-09-26,646.75
2017-09-27,644.5
2017-09-28,644.7
2017-09-29,657.05
2017-10-03,653.5
2017-10-04,653.95
2017-10-05,655.0
2017-10-06,659.9
2017-10-09,677.45
2017-10-10,686.3
2017-10-11,684.2
2017-10-12,692.3
2017-10-13,699.75
2017-10-16,699.75
2017-10-17,689.35
2017-10-18,689.95
2017-10-19,683.65
2017-10-23,685.9
2017-10-24,694.3
2017-10-25,692.95
2017-10-26,721.9
2017-10-27,715.8
2017-10-30,722.6
2017-10-31,723.3
2017-11-01,709.15
2017-11-02,708.55
2017-11-03,694.9
2017-11-06,706.75
2017-11-07,708.15
2017-11-08,693.7
2017-11-09,694.35
2017-11-10,708.7
2017-11-13,698.8
2017-11-14,701.6
2017-11-15,697.95
2017-11-16,706.55
2017-11-17,708.3
2017-11-20,709.05
2017-11-21,708.2
2017-11-22,718.75
2017-11-23,736.45
2017-11-24,739.8
2017-11-27,744.7
2017-11-28,743.25
2017-11-29,736.55
2017-11-30,716.3
2017-12-01,724.65
2017-12-04,726.25
2017-12-05,737.5
2017-12-06,734.9
2017-12-07,749.4
2017-12-08,748.65
2017-12-11,755.65
2017-12-12,760.2
2017-12-13,745.8
2017-12-14,749.15
2017-12-15,760.25
2017-12-18,762.65
2017-12-19,785.05
2017-12-20,778.3
2017-12-21,776.8
2017-12-22,775.05
2017-12-26,769.8
2017-12-27,766.7
2017-12-28,762.55
2017-12-29,770.7
