Date,PCJEWELLER
2017-01-02,390.5
2017-01-03,391.9
2017-01-04,393.45
2017-01-05,411.8
2017-01-06,411.55
2017-01-09,408.65
2017-01-10,407.15
2017-01-11,405.6
2017-01-12,399.5
2017-01-13,394.1
2017-01-16,398.4
2017-01-17,391.75
2017-01-18,381.15
2017-01-19,380.25
2017-01-20,373.8
2017-01-23,386.3
2017-01-24,396.6
2017-01-25,388.9
2017-01-27,388.55
2017-01-30,388.35
2017-01-31,380.25
2017-02-01,373.25
2017-02-02,375.0
2017-02-03,374.4
2017-02-06,383.55
2017-02-07,377.25
2017-02-08,387.05
2017-02-09,398.0
2017-02-10,398.8
2017-02-13,388.05
2017-02-14,384.7
2017-02-15,370.65
2017-02-16,374.3
2017-02-17,380.05
2017-02-20,382.35
2017-02-21,388.55
2017-02-22,376.25
2017-02-23,377.0
2017-02-27,380.3
2017-02-28,374.9
2017-03-01,373.65
2017-03-02,374.8
2017-03-03,375.75
2017-03-06,376.15
2017-03-07,378.3
2017-03-08,376.65
2017-03-09,377.05
2017-03-10,377.65
2017-03-14,385.0
2017-03-15,386.85
2017-03-16,417.75
2017-03-17,416.45
2017-03-20,439.5
2017-03-21,431.3
2017-03-22,416.9
2017-03-23,404.8
2017-03-24,409.8
2017-03-27,411.75
2017-03-28,418.95
2017-03-29,421.8
2017-03-30,416.3
2017-03-31,418.0
2017-04-03,420.9
2017-04-05,438.05
2017-04-06,434.2
2017-04-07,426.85
2017-04-10,429.25
2017-04-11,425.35
2017-04-12,422.1
2017-04-13,416.05
2017-04-17,419.9
2017-04-18,414.25
2017-04-19,419.75
2017-04-20,419.7
2017-04-21,421.45
2017-04-24,419.55
2017-04-25,424.25
2017-04-26,433.05
2017-04-27,423.4
2017-04-28,422.45
2017-05-02,425.05
2017-05-03,426.2
2017-05-04,427.7
2017-05-05,431.05
2017-05-08,446.3
2017-05-09,449.15
2017-05-10,449.25
2017-05-11,444.2
2017-05-12,450.4
2017-05-15,449.0
2017-05-16,459.8
2017-05-17,458.9
2017-05-18,446.05
2017-05-19,450.4
2017-05-22,452.9
2017-05-23,443.35
2017-05-24,428.8
2017-05-25,452.6
2017-05-26,450.85
2017-05-29,512.9
2017-05-30,495.55
2017-05-31,499.9
2017-06-01,497.2
2017-06-02,503.5
2017-06-05,551.0
2017-06-06,526.7
2017-06-07,528.2
2017-06-08,530.8
2017-06-09,530.05
2017-06-12,528.15
2017-06-13,516.15
2017-06-14,515.3
2017-06-15,507.65
2017-06-16,502.3
2017-06-19,501.35
2017-06-20,511.05
2017-06-21,523.4
2017-06-22,509.0
2017-06-23,504.8
2017-06-27,492.45
2017-06-28,481.9
2017-06-29,496.6
2017-06-30,489.65
2017-07-03,503.7
2017-07-04,502.8
2017-07-05,501.8
2017-07-06,251.3
2017-07-07,249.7
2017-07-10,248.8
2017-07-11,252.6
2017-07-12,251.9
2017-07-13,251.7
2017-07-14,250.55
2017-07-17,249.9
2017-07-18,250.75
2017-07-19,252.95
2017-07-20,253.7
2017-07-21,256.65
2017-07-24,254.7
2017-07-25,252.25
2017-07-26,250.1
2017-07-27,246.25
2017-07-28,248.1
2017-07-31,255.1
2017-08-01,251.75
2017-08-02,255.4
2017-08-03,253.95
2017-08-04,259.4
2017-08-07,270.8
2017-08-08,291.35
2017-08-09,299.25
2017-08-10,296.85
2017-08-11,297.1
2017-08-14,330.4
2017-08-16,345.05
2017-08-17,356.5
2017-08-18,372.65
2017-08-21,383.9
2017-08-22,369.95
2017-08-23,361.8
2017-08-24,359.9
2017-08-28,353.15
2017-08-29,350.4
2017-08-30,354.55
2017-08-31,355.6
2017-09-01,351.35
2017-09-04,356.35
2017-09-05,363.25
2017-09-06,360.3
2017-09-07,358.55
2017-09-08,351.65
2017-09-11,353.0
2017-09-12,351.05
2017-09-13,349.15
2017-09-14,341.4
2017-09-15,347.85
2017-09-18,349.9
2017-09-19,348.6
2017-09-20,345.05
2017-09-21,345.1
2017-09-22,341.75
2017-09-25,335.45
2017-09-26,335.2
2017-09-27,328.6
2017-09-28,317.65
2017-09-29,330.8
2017-10-03,352.2
2017-10-04,368.55
2017-10-05,366.1
2017-10-06,374.05
2017-10-09,380.65
2017-10-10,363.85
2017-10-11,360.8
2017-10-12,363.4
2017-10-13,373.35
2017-10-16,374.8
2017-10-17,375.15
2017-10-18,367.7
2017-10-19,360.8
2017-10-23,345.9
2017-10-24,353.85
2017-10-25,345.2
2017-10-26,340.8
2017-10-27,343.85
2017-10-30,350.85
2017-10-31,350.8
2017-11-01,349.45
2017-11-02,347.6
2017-11-03,352.75
2017-11-06,375.65
2017-11-07,351.45
2017-11-08,334.35
2017-11-09,357.65
2017-11-10,377.05
2017-11-13,359.6
2017-11-14,353.9
2017-11-15,342.2
2017-11-16,346.8
2017-11-17,362.9
2017-11-20,356.25
2017-11-21,360.0
2017-11-22,360.6
2017-11-23,367.95
2017-11-24,383.6
2017-11-27,405.9
2017-11-28,411.85
2017-11-29,399.65
2017-11-30,395.4
2017-12-01,392.05
2017-12-04,390.8
2017-12-05,388.85
2017-12-06,401.4
2017-12-07,406.75
2017-12-08,416.7
2017-12-11,433.75
2017-12-12,443.55
2017-12-13,440.85
2017-12-14,432.45
2017-12-15,444.65
2017-12-18,442.95
2017-12-19,450.3
2017-12-20,445.95
2017-12-21,440.8
2017-12-22,443.0
2017-12-26,463.15
2017-12-27,454.6
2017-12-28,457.7
2017-12-29,456.75
