Date,JVLAGRO
2017-01-02,17.15
2017-01-03,18.0
2017-01-04,18.9
2017-01-05,19.0
2017-01-06,19.0
2017-01-09,18.25
2017-01-10,18.9
2017-01-11,18.45
2017-01-12,18.25
2017-01-13,18.05
2017-01-16,18.3
2017-01-17,19.2
2017-01-18,20.15
2017-01-19,21.15
2017-01-20,22.15
2017-01-23,23.25
2017-01-24,22.5
2017-01-25,21.6
2017-01-27,22.25
2017-01-30,21.5
2017-01-31,20.45
2017-02-01,21.45
2017-02-02,20.95
2017-02-03,20.2
2017-02-06,20.4
2017-02-07,22.4
2017-02-08,21.65
2017-02-09,21.45
2017-02-10,21.4
2017-02-13,21.0
2017-02-14,23.1
2017-02-15,20.85
2017-02-16,20.95
2017-02-17,20.65
2017-02-20,20.7
2017-02-21,21.2
2017-02-22,20.7
2017-02-23,20.9
2017-02-27,20.4
2017-02-28,20.55
2017-03-01,19.95
2017-03-02,19.55
2017-03-03,21.2
2017-03-06,21.25
2017-03-07,20.8
2017-03-08,20.55
2017-03-09,20.35
2017-03-10,20.05
2017-03-14,20.1
2017-03-15,20.1
2017-03-16,20.75
2017-03-17,21.25
2017-03-20,21.0
2017-03-21,20.85
2017-03-22,20.35
2017-03-23,20.35
2017-03-24,20.25
2017-03-27,20.35
2017-03-28,20.45
2017-03-29,19.95
2017-03-30,20.25
2017-03-31,20.4
2017-04-03,20.6
2017-04-05,21.2
2017-04-06,22.5
2017-04-07,22.15
2017-04-10,22.25
2017-04-11,22.05
2017-04-12,21.25
2017-04-13,20.85
2017-04-17,21.0
2017-04-18,21.15
2017-04-19,21.05
2017-04-20,21.15
2017-04-21,20.9
2017-04-24,21.0
2017-04-25,21.55
2017-04-26,21.15
2017-04-27,20.95
2017-04-28,20.85
2017-05-02,20.15
2017-05-03,19.75
2017-05-04,19.95
2017-05-05,19.55
2017-05-08,19.75
2017-05-09,19.85
2017-05-10,19.9
2017-05-11,20.35
2017-05-12,20.05
2017-05-15,20.1
2017-05-16,19.5
2017-05-17,19.3
2017-05-18,19.5
2017-05-19,20.75
2017-05-22,20.65
2017-05-23,19.3
2017-05-24,19.25
2017-05-25,19.4
2017-05-26,19.25
2017-05-29,19.05
2017-05-30,19.05
2017-05-31,18.0
2017-06-01,18.05
2017-06-02,21.65
2017-06-05,20.8
2017-06-06,20.95
2017-06-07,20.35
2017-06-08,19.4
2017-06-09,19.45
2017-06-12,19.15
2017-06-13,19.1
2017-06-14,18.45
2017-06-15,18.7
2017-06-16,20.65
2017-06-19,19.45
2017-06-20,19.15
2017-06-21,19.2
2017-06-22,20.0
2017-06-23,18.95
2017-06-27,18.95
2017-06-28,19.0
2017-06-29,19.0
2017-06-30,19.15
2017-07-03,18.95
2017-07-04,18.9
2017-07-05,19.0
2017-07-06,20.95
2017-07-07,20.65
2017-07-10,20.1
2017-07-11,19.75
2017-07-12,19.6
2017-07-13,19.6
2017-07-14,21.8
2017-07-17,23.1
2017-07-18,23.55
2017-07-19,25.4
2017-07-20,26.95
2017-07-21,25.05
2017-07-24,24.45
2017-07-25,23.8
2017-07-26,24.95
2017-07-27,23.85
2017-07-28,24.05
2017-07-31,24.05
2017-08-01,23.05
2017-08-02,22.1
2017-08-03,22.15
2017-08-04,22.15
2017-08-07,22.8
2017-08-08,22.1
2017-08-09,21.4
2017-08-10,20.3
2017-08-11,19.4
2017-08-14,20.45
2017-08-16,20.9
2017-08-17,22.8
2017-08-18,21.65
2017-08-21,21.2
2017-08-22,21.25
2017-08-23,21.0
2017-08-24,20.9
2017-08-28,20.85
2017-08-29,20.55
2017-08-30,21.15
2017-08-31,21.0
2017-09-01,21.35
2017-09-04,20.95
2017-09-05,21.05
2017-09-06,21.05
2017-09-07,21.1
2017-09-08,20.9
2017-09-11,20.85
2017-09-12,23.4
2017-09-13,23.9
2017-09-14,22.65
2017-09-15,22.0
2017-09-18,22.5
2017-09-19,21.5
2017-09-20,21.4
2017-09-21,21.4
2017-09-22,20.85
2017-09-25,20.2
2017-09-26,20.65
2017-09-27,20.0
2017-09-28,20.1
2017-09-29,20.5
2017-10-03,21.25
2017-10-04,20.9
2017-10-05,20.7
2017-10-06,20.9
2017-10-09,21.05
2017-10-10,22.15
2017-10-11,21.25
2017-10-12,21.2
2017-10-13,21.1
2017-10-16,20.6
2017-10-17,20.9
2017-10-18,20.55
2017-10-19,20.85
2017-10-23,20.45
2017-10-24,22.05
2017-10-25,22.05
2017-10-26,21.8
2017-10-27,21.8
2017-10-30,22.3
2017-10-31,21.65
2017-11-01,23.05
2017-11-02,22.05
2017-11-03,21.85
2017-11-06,21.85
2017-11-07,21.1
2017-11-08,21.75
2017-11-09,21.8
2017-11-10,21.45
2017-11-13,21.3
2017-11-14,21.05
2017-11-15,20.75
2017-11-16,20.6
2017-11-17,20.7
2017-11-20,21.65
2017-11-21,21.3
2017-11-22,21.15
2017-11-23,21.05
2017-11-24,21.5
2017-11-27,21.3
2017-11-28,21.1
2017-11-29,21.45
2017-11-30,21.85
2017-12-01,23.5
2017-12-04,23.3
2017-12-05,22.8
2017-12-06,22.9
2017-12-07,25.2
2017-12-08,25.55
2017-12-11,25.8
2017-12-12,25.25
2017-12-13,24.95
2017-12-14,22.6
2017-12-15,22.55
2017-12-18,22.1
2017-12-19,23.35
2017-12-20,23.75
2017-12-21,23.55
2017-12-22,23.6
2017-12-26,24.35
2017-12-27,24.3
2017-12-28,24.05
2017-12-29,27.45
