Date,ENERGYDEV
2017-01-02,81.7
2017-01-03,77.65
2017-01-04,73.8
2017-03-07,38.9
2017-03-08,38.0
2017-03-09,37.45
2017-03-10,38.95
2017-03-14,37.4
2017-03-15,36.25
2017-03-16,35.65
2017-03-17,36.9
2017-03-20,35.35
2017-03-21,34.2
2017-03-22,34.45
2017-03-23,34.4
2017-03-24,35.0
2017-03-27,34.1
2017-03-28,34.1
2017-03-29,33.75
2017-03-30,34.0
2017-03-31,32.95
2017-04-03,33.05
2017-04-05,34.15
2017-04-06,33.1
2017-04-07,32.95
2017-04-10,33.5
2017-04-11,32.8
2017-04-12,32.9
2017-04-13,32.15
2017-04-17,31.15
2017-04-18,30.8
2017-04-19,32.8
2017-04-20,33.15
2017-04-21,32.5
2017-04-24,32.1
2017-04-25,32.0
2017-04-26,31.65
2017-04-27,31.65
2017-04-28,31.7
2017-05-02,31.25
2017-05-03,30.55
2017-05-04,30.8
2017-05-05,30.55
2017-05-08,30.7
2017-05-09,30.9
2017-05-10,31.4
2017-05-11,31.3
2017-05-12,30.65
2017-05-15,30.9
2017-05-16,31.0
2017-05-17,31.05
2017-05-18,29.7
2017-05-19,29.95
2017-05-22,29.3
2017-05-23,28.45
2017-05-24,27.05
2017-05-25,26.9
2017-05-26,26.2
2017-05-29,25.6
2017-05-30,24.5
2017-05-31,25.05
2017-06-01,25.9
2017-06-02,27.85
2017-06-05,30.6
2017-06-06,32.85
2017-06-07,33.25
2017-06-08,33.2
2017-06-09,32.6
2017-06-12,32.45
2017-06-13,32.55
2017-06-14,31.85
2017-06-15,31.75
2017-06-16,32.45
2017-06-19,33.35
2017-06-20,33.4
2017-06-21,32.5
2017-06-22,31.9
2017-06-23,31.9
2017-06-27,30.35
2017-06-28,29.15
2017-06-29,28.95
2017-06-30,28.1
2017-07-03,28.65
2017-07-04,27.35
2017-07-05,27.8
2017-07-06,27.95
2017-07-07,28.1
2017-07-10,28.75
2017-07-11,28.8
2017-07-12,27.65
2017-07-13,27.45
2017-07-14,27.5
2017-07-17,28.1
2017-07-18,27.3
2017-07-19,28.2
2017-07-20,27.35
2017-07-21,27.4
2017-07-24,27.5
2017-07-25,26.85
2017-07-26,26.85
2017-07-27,25.9
2017-07-28,24.8
2017-07-31,23.85
2017-08-01,25.0
2017-08-02,26.2
2017-08-03,24.9
2017-08-04,24.05
2017-08-07,24.15
2017-08-08,22.6
2017-08-09,23.0
2017-08-10,21.75
2017-08-11,20.8
2017-08-14,20.5
2017-08-16,19.85
2017-08-17,18.85
2017-08-18,17.5
2017-08-21,16.65
2017-08-22,15.85
2017-08-23,16.2
2017-08-24,16.3
2017-08-28,16.25
2017-08-29,15.75
2017-08-30,16.1
2017-08-31,15.6
2017-09-01,14.85
2017-09-04,15.45
2017-09-05,16.2
2017-09-06,17.0
2017-09-07,17.85
2017-09-08,18.7
2017-09-11,19.6
2017-09-12,20.55
2017-09-13,21.55
2017-09-14,20.95
2017-09-15,20.0
2017-09-18,21.0
2017-09-19,22.05
2017-09-20,23.15
2017-09-21,23.75
2017-09-22,23.7
2017-09-25,22.55
2017-09-26,21.55
2017-09-27,20.55
2017-09-28,19.9
2017-09-29,20.85
2017-10-03,20.85
2017-10-04,19.85
2017-10-05,18.9
2017-10-06,18.5
2017-10-09,20.35
2017-10-10,22.35
2017-10-11,22.9
2017-10-12,22.6
2017-10-13,22.5
2017-10-16,21.05
2017-10-17,20.8
2017-10-18,21.1
2017-10-19,21.5
2017-10-23,22.0
2017-10-24,21.6
2017-10-25,21.05
2017-10-26,21.3
2017-10-27,20.9
2017-10-30,21.1
2017-10-31,21.45
2017-11-01,21.1
2017-11-02,20.7
2017-11-03,20.9
2017-11-06,20.55
2017-11-07,20.4
2017-11-08,19.85
2017-11-09,20.5
2017-11-10,20.45
2017-11-13,19.95
2017-11-14,19.9
2017-11-15,19.7
2017-11-16,19.7
2017-11-17,19.85
2017-11-20,20.15
2017-11-21,19.95
2017-11-22,19.6
2017-11-23,19.6
2017-11-24,19.75
2017-11-27,20.75
2017-11-28,20.9
2017-11-29,21.65
2017-11-30,21.4
2017-12-01,21.1
2017-12-04,20.65
2017-12-05,20.15
2017-12-06,20.6
2017-12-07,21.0
2017-12-08,22.55
2017-12-11,23.9
2017-12-12,27.5
2017-12-13,27.05
2017-12-14,28.4
2017-12-15,27.1
2017-12-18,25.75
2017-12-19,26.95
2017-12-20,26.1
2017-12-21,26.65
2017-12-22,31.95
2017-12-26,37.1
2017-12-27,38.8
2017-12-28,35.5
2017-12-29,34.3
