Date,PGIL
2017-01-02,136.7
2017-01-03,139.5
2017-01-04,141.45
2017-01-05,139.25
2017-01-06,138.85
2017-01-09,140.9
2017-01-10,138.65
2017-01-11,141.65
2017-01-12,141.75
2017-01-13,139.6
2017-01-16,138.35
2017-01-17,138.75
2017-01-18,137.15
2017-01-19,141.65
2017-01-20,138.5
2017-01-23,138.3
2017-01-24,146.5
2017-01-25,146.5
2017-01-27,144.0
2017-01-30,141.95
2017-01-31,144.5
2017-02-01,151.35
2017-02-02,158.55
2017-02-03,157.95
2017-02-06,154.5
2017-02-07,154.15
2017-02-08,168.55
2017-02-09,162.3
2017-02-10,158.1
2017-02-13,152.75
2017-02-14,151.45
2017-02-15,147.0
2017-02-16,148.85
2017-02-17,143.8
2017-02-20,143.7
2017-02-21,147.3
2017-02-22,146.15
2017-02-23,150.85
2017-02-27,148.9
2017-02-28,150.4
2017-03-01,153.0
2017-03-02,152.8
2017-03-03,148.55
2017-03-06,150.0
2017-03-07,150.0
2017-03-08,152.7
2017-03-09,150.05
2017-03-10,151.0
2017-03-14,152.5
2017-03-15,149.85
2017-03-16,149.2
2017-03-17,142.4
2017-03-20,144.95
2017-03-21,137.1
2017-03-22,131.35
2017-03-23,116.95
2017-03-24,114.6
2017-03-27,112.0
2017-03-28,114.2
2017-03-29,116.05
2017-03-30,116.5
2017-03-31,118.3
2017-04-03,121.1
2017-04-05,122.15
2017-04-06,124.15
2017-04-07,121.45
2017-04-10,119.7
2017-04-11,118.6
2017-04-12,117.15
2017-04-13,118.0
2017-04-17,121.45
2017-04-18,126.5
2017-04-19,126.2
2017-04-20,126.65
2017-04-21,122.4
2017-04-24,126.0
2017-04-25,123.25
2017-04-26,121.25
2017-04-27,132.65
2017-04-28,132.9
2017-05-02,133.45
2017-05-03,131.25
2017-05-04,128.4
2017-05-05,131.6
2017-05-08,127.75
2017-05-09,130.3
2017-05-10,131.7
2017-05-11,127.4
2017-05-12,128.0
2017-05-15,125.15
2017-05-16,123.65
2017-05-17,123.95
2017-05-18,119.2
2017-05-19,118.95
2017-05-22,117.2
2017-05-23,116.85
2017-05-24,113.25
2017-05-25,114.95
2017-05-26,113.15
2017-05-29,135.75
2017-05-30,132.2
2017-05-31,132.45
2017-06-01,130.0
2017-06-02,127.7
2017-06-05,127.1
2017-06-06,127.1
2017-06-07,126.95
2017-06-08,126.6
2017-06-09,124.85
2017-06-12,124.35
2017-06-13,124.15
2017-06-14,129.75
2017-06-15,136.3
2017-06-16,149.35
2017-06-19,169.35
2017-06-20,164.25
2017-06-21,161.1
2017-06-22,156.15
2017-06-23,151.45
2017-06-27,165.25
2017-06-28,162.7
2017-06-29,165.8
2017-06-30,165.3
2017-07-03,168.9
2017-07-04,169.1
2017-07-05,168.35
2017-07-06,170.3
2017-07-07,166.8
2017-07-10,172.2
2017-07-11,170.25
2017-07-12,172.1
2017-07-13,169.45
2017-07-14,167.45
2017-07-17,168.85
2017-07-18,167.0
2017-07-19,166.75
2017-07-20,165.3
2017-07-21,166.95
2017-07-24,165.6
2017-07-25,163.95
2017-07-26,166.9
2017-07-27,163.5
2017-07-28,165.0
2017-07-31,163.1
2017-08-01,162.75
2017-08-02,162.35
2017-08-03,157.05
2017-08-04,157.25
2017-08-07,160.5
2017-08-08,157.15
2017-08-09,152.85
2017-08-10,148.95
2017-08-11,144.4
2017-08-14,147.4
2017-08-16,150.35
2017-08-17,149.15
2017-08-18,146.3
2017-08-21,137.95
2017-08-22,143.05
2017-08-23,143.05
2017-08-24,141.55
2017-08-28,141.9
2017-08-29,139.8
2017-08-30,141.45
2017-08-31,140.3
2017-09-01,141.1
2017-09-04,144.6
2017-09-05,151.35
2017-09-06,152.9
2017-09-07,153.55
2017-09-08,153.05
2017-09-11,153.85
2017-09-12,167.1
2017-09-13,157.55
2017-09-14,154.5
2017-09-15,154.1
2017-09-18,156.4
2017-09-19,154.45
2017-09-20,150.95
2017-09-21,150.1
2017-09-22,145.4
2017-09-25,145.4
2017-09-26,145.5
2017-09-27,145.35
2017-09-28,144.05
2017-09-29,145.65
2017-10-03,147.25
2017-10-04,157.1
2017-10-05,153.5
2017-10-06,154.25
2017-10-09,156.1
2017-10-10,154.45
2017-10-11,154.0
2017-10-12,152.7
2017-10-13,151.9
2017-10-16,151.95
2017-10-17,149.7
2017-10-18,149.25
2017-10-19,148.95
2017-10-23,147.5
2017-10-24,144.95
2017-10-25,144.0
2017-10-26,144.8
2017-10-27,143.8
2017-10-30,141.7
2017-10-31,138.45
2017-11-01,137.95
2017-11-02,136.95
2017-11-03,143.95
2017-11-06,152.35
2017-11-07,147.2
2017-11-08,146.4
2017-11-09,151.3
2017-11-10,140.1
2017-11-13,151.4
2017-11-14,150.45
2017-11-15,142.5
2017-11-16,149.3
2017-11-17,150.5
2017-11-20,149.05
2017-11-21,155.0
2017-11-22,153.55
2017-11-23,158.05
2017-11-24,158.95
2017-11-27,161.15
2017-11-28,157.4
2017-11-29,157.55
2017-11-30,155.9
2017-12-01,153.7
2017-12-04,153.05
2017-12-05,152.1
2017-12-06,150.65
2017-12-07,151.2
2017-12-08,150.75
2017-12-11,153.95
2017-12-12,153.55
2017-12-13,140.7
2017-12-14,135.6
2017-12-15,137.4
2017-12-18,136.05
2017-12-19,139.0
2017-12-20,139.45
2017-12-21,141.6
2017-12-22,140.75
2017-12-26,142.55
2017-12-27,140.2
2017-12-28,139.35
2017-12-29,137.8
