Date,EVERESTIND
2017-01-02,205.0
2017-01-03,204.0
2017-01-04,204.25
2017-01-05,209.15
2017-01-06,210.5
2017-01-09,209.85
2017-01-10,211.45
2017-01-11,213.0
2017-01-12,214.95
2017-01-13,213.4
2017-01-16,214.75
2017-01-17,218.9
2017-01-18,214.35
2017-01-19,218.4
2017-01-20,215.0
2017-01-23,212.75
2017-01-24,213.35
2017-01-25,204.95
2017-01-27,191.65
2017-01-30,188.65
2017-01-31,186.55
2017-02-01,192.1
2017-02-02,193.8
2017-02-03,189.05
2017-02-06,189.55
2017-02-07,188.7
2017-02-08,189.7
2017-02-09,189.0
2017-02-10,189.35
2017-02-13,187.0
2017-02-14,187.25
2017-02-15,186.35
2017-02-16,187.9
2017-02-17,186.35
2017-02-20,188.0
2017-02-21,187.55
2017-02-22,188.1
2017-02-23,188.8
2017-02-27,196.15
2017-02-28,197.85
2017-03-01,196.55
2017-03-02,194.25
2017-03-03,191.8
2017-03-06,191.55
2017-03-07,190.8
2017-03-08,195.65
2017-03-09,202.35
2017-03-10,213.4
2017-03-14,223.1
2017-03-15,229.85
2017-03-16,233.35
2017-03-17,233.2
2017-03-20,229.65
2017-03-21,222.15
2017-03-22,219.6
2017-03-23,220.4
2017-03-24,225.45
2017-03-27,227.6
2017-03-28,227.35
2017-03-29,224.8
2017-03-30,222.3
2017-03-31,227.5
2017-04-03,236.4
2017-04-05,246.45
2017-04-06,246.2
2017-04-07,239.6
2017-04-10,247.1
2017-04-11,249.65
2017-04-12,247.1
2017-04-13,244.85
2017-04-17,251.6
2017-04-18,245.1
2017-04-19,248.15
2017-04-20,247.2
2017-04-21,246.9
2017-04-24,248.85
2017-04-25,247.8
2017-04-26,247.65
2017-04-27,245.25
2017-04-28,245.8
2017-05-02,246.05
2017-05-03,250.25
2017-05-04,262.25
2017-05-05,258.1
2017-05-08,262.2
2017-05-09,260.65
2017-05-10,258.2
2017-05-11,278.3
2017-05-12,292.2
2017-05-15,290.45
2017-05-16,286.2
2017-05-17,289.05
2017-05-18,277.15
2017-05-19,280.2
2017-05-22,280.2
2017-05-23,273.6
2017-05-24,267.3
2017-05-25,272.95
2017-05-26,280.8
2017-05-29,280.6
2017-05-30,284.05
2017-05-31,284.2
2017-06-01,284.9
2017-06-02,284.6
2017-06-05,308.65
2017-06-06,302.75
2017-06-07,306.6
2017-06-08,299.1
2017-06-09,301.15
2017-06-12,297.5
2017-06-13,305.05
2017-06-14,320.4
2017-06-15,316.35
2017-06-16,327.8
2017-06-19,393.35
2017-06-20,387.85
2017-06-21,400.55
2017-06-22,379.65
2017-06-23,363.15
2017-06-27,351.65
2017-06-28,344.3
2017-06-29,363.45
2017-06-30,361.95
2017-07-03,379.45
2017-07-04,369.2
2017-07-05,375.95
2017-07-06,387.05
2017-07-07,382.9
2017-07-10,385.6
2017-07-11,388.2
2017-07-12,383.2
2017-07-13,387.95
2017-07-14,381.4
2017-07-17,378.4
2017-07-18,372.55
2017-07-19,379.6
2017-07-20,376.7
2017-07-21,381.3
2017-07-24,375.65
2017-07-25,374.7
2017-07-26,385.2
2017-07-27,369.0
2017-07-28,371.45
2017-07-31,367.0
2017-08-01,360.7
2017-08-02,355.6
2017-08-03,348.95
2017-08-04,349.5
2017-08-07,345.7
2017-08-08,342.15
2017-08-09,341.45
2017-08-10,307.5
2017-08-11,317.6
2017-08-14,324.35
2017-08-16,347.9
2017-08-17,341.85
2017-08-18,350.4
2017-08-21,340.55
2017-08-22,331.2
2017-08-23,331.55
2017-08-24,332.45
2017-08-28,357.85
2017-08-29,345.45
2017-08-30,354.15
2017-08-31,357.8
2017-09-01,358.45
2017-09-04,353.05
2017-09-05,357.95
2017-09-06,352.7
2017-09-07,356.85
2017-09-08,347.05
2017-09-11,351.0
2017-09-12,348.55
2017-09-13,350.1
2017-09-14,346.25
2017-09-15,343.45
2017-09-18,369.35
2017-09-19,365.85
2017-09-20,361.15
2017-09-21,351.8
2017-09-22,347.25
2017-09-25,339.55
2017-09-26,330.9
2017-09-27,326.6
2017-09-28,340.35
2017-09-29,343.8
2017-10-03,337.6
2017-10-04,350.3
2017-10-05,365.9
2017-10-06,390.8
2017-10-09,421.65
2017-10-10,415.75
2017-10-11,407.55
2017-10-12,412.2
2017-10-13,414.7
2017-10-16,481.3
2017-10-17,471.7
2017-10-18,480.95
2017-10-19,495.75
2017-10-23,496.05
2017-10-24,497.3
2017-10-25,477.8
2017-10-26,489.15
2017-10-27,486.3
2017-10-30,478.05
2017-10-31,466.15
2017-11-01,481.6
2017-11-02,474.2
2017-11-03,487.0
2017-11-06,485.35
2017-11-07,470.95
2017-11-08,460.05
2017-11-09,463.75
2017-11-10,461.7
2017-11-13,454.1
2017-11-14,458.6
2017-11-15,447.6
2017-11-16,455.55
2017-11-17,454.9
2017-11-20,459.75
2017-11-21,475.85
2017-11-22,480.5
2017-11-23,475.2
2017-11-24,468.35
2017-11-27,477.15
2017-11-28,540.4
2017-11-29,547.95
2017-11-30,532.7
2017-12-01,519.7
2017-12-04,506.1
2017-12-05,518.2
2017-12-06,516.2
2017-12-07,522.8
2017-12-08,519.3
2017-12-11,539.1
2017-12-12,525.85
2017-12-13,526.9
2017-12-14,549.0
2017-12-15,556.15
2017-12-18,557.75
2017-12-19,587.65
2017-12-20,578.15
2017-12-21,586.2
2017-12-22,580.4
2017-12-26,596.1
2017-12-27,581.0
2017-12-28,577.1
2017-12-29,579.8
