Date,BLUESTARCO
2017-01-02,481.7
2017-01-03,489.9
2017-01-04,490.25
2017-01-05,492.1
2017-01-06,492.0
2017-01-09,496.7
2017-01-10,493.65
2017-01-11,495.7
2017-01-12,500.65
2017-01-13,502.25
2017-01-16,518.15
2017-01-17,521.05
2017-01-18,526.15
2017-01-19,533.55
2017-01-20,515.55
2017-01-23,510.0
2017-01-24,503.15
2017-01-25,510.3
2017-01-27,535.6
2017-01-30,527.0
2017-01-31,528.9
2017-02-01,528.15
2017-02-02,540.15
2017-02-03,537.25
2017-02-06,543.5
2017-02-07,544.75
2017-02-08,545.9
2017-02-09,556.35
2017-02-10,555.4
2017-02-13,559.75
2017-02-14,552.3
2017-02-15,560.1
2017-02-16,570.2
2017-02-17,566.35
2017-02-20,556.1
2017-02-21,554.7
2017-02-22,558.25
2017-02-23,556.85
2017-02-27,555.5
2017-02-28,565.1
2017-03-01,563.1
2017-03-02,567.95
2017-03-03,567.65
2017-03-06,557.8
2017-03-07,552.2
2017-03-08,551.65
2017-03-09,552.35
2017-03-10,549.05
2017-03-14,552.3
2017-03-15,560.65
2017-03-16,572.55
2017-03-17,585.7
2017-03-20,610.9
2017-03-21,629.25
2017-03-22,607.45
2017-03-23,601.65
2017-03-24,609.15
2017-03-27,620.55
2017-03-28,615.9
2017-03-29,651.1
2017-03-30,668.3
2017-03-31,692.4
2017-04-03,716.0
2017-04-05,694.2
2017-04-06,684.7
2017-04-07,660.55
2017-04-10,669.9
2017-04-11,671.0
2017-04-12,666.7
2017-04-13,670.1
2017-04-17,687.65
2017-04-18,689.2
2017-04-19,684.65
2017-04-20,684.5
2017-04-21,686.35
2017-04-24,683.75
2017-04-25,675.55
2017-04-26,674.55
2017-04-27,676.35
2017-04-28,694.45
2017-05-02,673.05
2017-05-03,684.2
2017-05-04,682.35
2017-05-05,679.0
2017-05-08,695.85
2017-05-09,704.15
2017-05-10,692.7
2017-05-11,674.65
2017-05-12,665.05
2017-05-15,661.5
2017-05-16,678.05
2017-05-17,670.85
2017-05-18,649.4
2017-05-19,646.55
2017-05-22,644.6
2017-05-23,636.9
2017-05-24,634.15
2017-05-25,643.1
2017-05-26,645.9
2017-05-29,636.85
2017-05-30,631.1
2017-05-31,635.15
2017-06-01,638.35
2017-06-02,637.25
2017-06-05,642.45
2017-06-06,634.15
2017-06-07,631.0
2017-06-08,632.95
2017-06-09,629.15
2017-06-12,634.0
2017-06-13,646.5
2017-06-14,646.95
2017-06-15,656.8
2017-06-16,667.4
2017-06-19,664.75
2017-06-20,650.45
2017-06-21,637.0
2017-06-22,632.45
2017-06-23,615.7
2017-06-27,609.55
2017-06-28,602.35
2017-06-29,593.85
2017-06-30,599.5
2017-07-03,600.6
2017-07-04,615.75
2017-07-05,611.35
2017-07-06,614.85
2017-07-07,602.95
2017-07-10,604.9
2017-07-11,600.75
2017-07-12,615.75
2017-07-13,639.85
2017-07-14,650.5
2017-07-17,649.8
2017-07-18,655.75
2017-07-19,663.7
2017-07-20,656.4
2017-07-21,678.25
2017-07-24,669.8
2017-07-25,705.2
2017-07-26,700.95
2017-07-27,692.7
2017-07-28,699.4
2017-07-31,700.65
2017-08-01,687.5
2017-08-02,679.85
2017-08-03,677.5
2017-08-04,676.4
2017-08-07,695.4
2017-08-08,682.15
2017-08-09,680.3
2017-08-10,656.5
2017-08-11,672.8
2017-08-14,705.6
2017-08-16,702.2
2017-08-17,739.15
2017-08-18,712.75
2017-08-21,730.15
2017-08-22,731.6
2017-08-23,732.55
2017-08-24,743.9
2017-08-28,748.85
2017-08-29,750.15
2017-08-30,755.15
2017-08-31,764.3
2017-09-01,766.75
2017-09-04,760.25
2017-09-05,758.8
2017-09-06,758.75
2017-09-07,771.75
2017-09-08,794.85
2017-09-11,790.45
2017-09-12,787.75
2017-09-13,797.0
2017-09-14,779.75
2017-09-15,788.05
2017-09-18,789.4
2017-09-19,783.5
2017-09-20,785.45
2017-09-21,785.7
2017-09-22,750.45
2017-09-25,765.25
2017-09-26,748.9
2017-09-27,752.15
2017-09-28,757.7
2017-09-29,774.8
2017-10-03,777.8
2017-10-04,773.95
2017-10-05,780.8
2017-10-06,801.1
2017-10-09,772.4
2017-10-10,810.8
2017-10-11,802.6
2017-10-12,788.9
2017-10-13,786.45
2017-10-16,793.95
2017-10-17,798.35
2017-10-18,799.05
2017-10-19,803.4
2017-10-23,808.0
2017-10-24,806.6
2017-10-25,785.3
2017-10-26,791.85
2017-10-27,796.0
2017-10-30,808.3
2017-10-31,811.45
2017-11-01,765.95
2017-11-02,719.7
2017-11-03,693.35
2017-11-06,675.35
2017-11-07,674.55
2017-11-08,670.2
2017-11-09,674.25
2017-11-10,693.7
2017-11-13,704.5
2017-11-14,703.5
2017-11-15,698.45
2017-11-16,696.95
2017-11-17,697.95
2017-11-20,701.2
2017-11-21,696.75
2017-11-22,682.25
2017-11-23,684.2
2017-11-24,701.0
2017-11-27,726.2
2017-11-28,731.45
2017-11-29,721.85
2017-11-30,739.6
2017-12-01,745.6
2017-12-04,742.45
2017-12-05,750.75
2017-12-06,764.55
2017-12-07,790.0
2017-12-08,807.0
2017-12-11,814.3
2017-12-12,803.95
2017-12-13,798.05
2017-12-14,767.7
2017-12-15,803.15
2017-12-18,806.7
2017-12-19,805.1
2017-12-20,802.5
2017-12-21,802.0
2017-12-22,800.55
2017-12-26,807.2
2017-12-27,804.45
2017-12-28,822.25
2017-12-29,817.9
