Date,JAYAGROGN
2017-01-02,521.05
2017-01-03,546.1
2017-01-04,536.95
2017-01-05,543.45
2017-01-06,534.45
2017-01-09,537.7
2017-01-10,541.45
2017-01-11,529.9
2017-01-12,541.2
2017-01-13,528.85
2017-01-16,534.1
2017-01-17,529.9
2017-01-18,523.4
2017-01-19,524.7
2017-01-20,521.1
2017-01-23,523.95
2017-01-24,538.0
2017-01-25,544.1
2017-01-27,545.3
2017-01-30,534.8
2017-01-31,537.45
2017-02-01,543.45
2017-02-02,544.95
2017-02-03,572.15
2017-02-06,600.75
2017-02-07,596.4
2017-02-08,596.35
2017-02-09,591.1
2017-02-10,573.65
2017-02-13,581.8
2017-02-14,593.15
2017-02-15,592.4
2017-02-16,599.15
2017-02-17,605.45
2017-02-20,620.1
2017-02-21,617.95
2017-02-22,614.25
2017-02-23,613.9
2017-02-27,606.35
2017-02-28,603.2
2017-03-01,602.6
2017-03-02,599.5
2017-03-03,605.65
2017-03-06,605.6
2017-03-07,600.3
2017-03-08,596.4
2017-03-09,600.2
2017-03-10,609.65
2017-03-14,616.05
2017-03-15,621.1
2017-03-16,641.2
2017-03-17,641.85
2017-03-20,662.25
2017-03-21,665.05
2017-03-22,659.65
2017-03-23,680.85
2017-03-24,700.3
2017-03-27,701.5
2017-03-28,717.3
2017-03-29,716.7
2017-03-30,737.85
2017-03-31,779.35
2017-04-03,786.05
2017-04-05,789.95
2017-04-06,788.2
2017-04-07,775.2
2017-04-10,772.7
2017-04-11,769.2
2017-04-12,775.45
2017-04-13,778.25
2017-04-17,772.05
2017-04-18,783.15
2017-04-19,789.25
2017-04-20,789.85
2017-04-21,809.2
2017-04-24,833.9
2017-04-25,894.25
2017-04-26,891.95
2017-04-27,885.25
2017-04-28,886.6
2017-05-02,893.4
2017-05-03,925.35
2017-05-04,979.2
2017-05-05,988.55
2017-05-08,989.15
2017-05-09,977.6
2017-05-10,972.05
2017-05-11,974.05
2017-05-12,984.4
2017-05-15,987.6
2017-05-16,977.25
2017-05-17,972.4
2017-05-18,948.85
2017-05-19,939.6
2017-05-22,906.95
2017-05-23,887.25
2017-05-24,876.55
2017-05-25,901.8
2017-05-26,931.1
2017-05-29,928.65
2017-05-30,925.8
2017-05-31,928.8
2017-06-01,924.5
2017-06-02,941.45
2017-06-05,933.2
2017-06-06,920.45
2017-06-07,915.15
2017-06-08,910.1
2017-06-09,913.5
2017-06-12,929.7
2017-06-13,926.55
2017-06-14,921.75
2017-06-15,961.35
2017-06-16,1009.1
2017-06-19,1026.05
2017-06-20,1003.2
2017-06-21,1004.15
2017-06-22,993.5
2017-06-23,992.45
2017-06-27,956.75
2017-06-28,954.75
2017-06-29,976.1
2017-06-30,965.8
2017-07-03,982.2
2017-07-04,980.35
2017-07-05,997.35
2017-07-06,988.0
2017-07-07,981.8
2017-07-10,989.9
2017-07-11,978.85
2017-07-12,974.35
2017-07-13,972.3
2017-07-14,970.4
2017-07-17,973.55
2017-07-18,958.2
2017-07-19,976.5
2017-07-20,1000.55
2017-07-21,1004.9
2017-07-24,1022.6
2017-07-25,1031.2
2017-07-26,1040.15
2017-07-27,1045.5
2017-07-28,1048.7
2017-07-31,1042.6
2017-08-01,534.2
2017-08-02,524.4
2017-08-03,517.25
2017-08-04,518.85
2017-08-07,532.45
2017-08-08,529.8
2017-08-09,507.1
2017-08-10,483.95
2017-08-11,493.3
2017-08-14,495.35
2017-08-16,492.35
2017-08-17,488.4
2017-08-18,484.8
2017-08-21,479.45
2017-08-22,475.3
2017-08-23,475.8
2017-08-24,476.5
2017-08-28,490.1
2017-08-29,482.45
2017-08-30,486.7
2017-08-31,482.4
2017-09-01,478.35
2017-09-04,471.45
2017-09-05,467.1
2017-09-06,472.75
2017-09-07,477.75
2017-09-08,471.4
2017-09-11,468.85
2017-09-12,468.7
2017-09-13,466.95
2017-09-14,471.15
2017-09-15,461.75
2017-09-18,466.75
2017-09-19,471.05
2017-09-20,466.4
2017-09-21,471.1
2017-09-22,460.4
2017-09-25,448.0
2017-09-26,441.05
2017-09-27,450.05
2017-09-28,447.85
2017-09-29,443.35
2017-10-03,438.4
2017-10-04,433.3
2017-10-05,457.95
2017-10-06,458.2
2017-10-09,463.6
2017-10-10,465.25
2017-10-11,456.85
2017-10-12,463.65
2017-10-13,455.15
2017-10-16,443.95
2017-10-17,442.45
2017-10-18,453.95
2017-10-19,455.15
2017-10-23,447.5
2017-10-24,452.25
2017-10-25,456.85
2017-10-26,463.65
2017-10-27,464.85
2017-10-30,441.55
2017-10-31,431.5
2017-11-01,425.65
2017-11-02,419.15
2017-11-03,413.45
2017-11-06,406.5
2017-11-07,412.05
2017-11-08,410.3
2017-11-09,409.15
2017-11-10,407.4
2017-11-13,403.2
2017-11-14,407.2
2017-11-15,400.3
2017-11-16,392.4
2017-11-17,397.95
2017-11-20,404.9
2017-11-21,397.8
2017-11-22,390.95
2017-11-23,387.3
2017-11-24,386.4
2017-11-27,393.95
2017-11-28,422.3
2017-11-29,412.35
2017-11-30,401.2
2017-12-01,397.9
2017-12-04,389.5
2017-12-05,383.8
2017-12-06,382.6
2017-12-07,390.25
2017-12-08,384.15
2017-12-11,390.65
2017-12-12,384.4
2017-12-13,392.8
2017-12-14,384.9
2017-12-15,385.5
2017-12-18,381.85
2017-12-19,379.0
2017-12-20,376.15
2017-12-21,388.3
2017-12-22,383.35
2017-12-26,382.15
2017-12-27,378.55
2017-12-28,392.4
2017-12-29,390.4
