Date,IBREALEST
2017-01-02,75.8
2017-01-03,76.05
2017-01-04,80.3
2017-01-05,79.25
2017-01-06,79.7
2017-01-09,80.75
2017-01-10,80.2
2017-01-11,82.1
2017-01-12,80.75
2017-01-13,78.9
2017-01-16,79.2
2017-01-17,79.25
2017-01-18,82.95
2017-01-19,83.75
2017-01-20,81.3
2017-01-23,80.6
2017-01-24,80.4
2017-01-25,81.45
2017-01-27,78.6
2017-01-30,78.75
2017-01-31,75.4
2017-02-01,77.55
2017-02-02,81.35
2017-02-03,79.85
2017-02-06,79.45
2017-02-07,78.25
2017-02-08,80.0
2017-02-09,80.7
2017-02-10,78.9
2017-02-13,78.25
2017-02-14,78.0
2017-02-15,75.4
2017-02-16,76.95
2017-02-17,78.75
2017-02-20,77.4
2017-02-21,77.35
2017-02-22,76.65
2017-02-23,77.55
2017-02-27,77.65
2017-02-28,80.6
2017-03-01,84.55
2017-03-02,79.2
2017-03-03,80.4
2017-03-06,81.9
2017-03-07,80.8
2017-03-08,79.25
2017-03-09,78.7
2017-03-10,78.55
2017-03-14,81.55
2017-03-15,82.95
2017-03-16,83.8
2017-03-17,82.3
2017-03-20,82.85
2017-03-21,83.0
2017-03-22,80.95
2017-03-23,81.7
2017-03-24,81.6
2017-03-27,81.7
2017-03-28,80.75
2017-03-29,80.3
2017-03-30,87.25
2017-03-31,87.5
2017-04-03,87.25
2017-04-05,90.6
2017-04-06,91.25
2017-04-07,88.45
2017-04-10,89.75
2017-04-11,91.15
2017-04-12,98.65
2017-04-13,105.85
2017-04-17,148.2
2017-04-18,134.65
2017-04-19,137.35
2017-04-20,141.3
2017-04-21,143.0
2017-04-24,152.7
2017-04-25,158.15
2017-04-26,154.05
2017-04-27,156.3
2017-04-28,149.85
2017-05-02,155.35
2017-05-03,156.0
2017-05-04,155.65
2017-05-05,151.8
2017-05-08,170.2
2017-05-09,168.5
2017-05-10,167.2
2017-05-11,165.55
2017-05-12,171.35
2017-05-15,173.7
2017-05-16,178.2
2017-05-17,173.8
2017-05-18,168.45
2017-05-19,168.65
2017-05-22,167.15
2017-05-23,166.05
2017-05-24,159.8
2017-05-25,159.7
2017-05-26,163.35
2017-05-29,157.8
2017-05-30,167.0
2017-05-31,168.1
2017-06-01,167.15
2017-06-02,166.4
2017-06-05,170.05
2017-06-06,164.35
2017-06-07,171.25
2017-06-08,169.15
2017-06-09,176.75
2017-06-12,181.4
2017-06-13,181.95
2017-06-14,185.85
2017-06-15,197.65
2017-06-16,198.5
2017-06-19,200.5
2017-06-20,208.9
2017-06-21,212.85
2017-06-22,192.0
2017-06-23,204.45
2017-06-27,206.15
2017-06-28,205.5
2017-06-29,209.35
2017-06-30,200.1
2017-07-03,202.25
2017-07-04,197.1
2017-07-05,209.55
2017-07-06,207.85
2017-07-07,204.65
2017-07-10,211.65
2017-07-11,202.9
2017-07-12,201.35
2017-07-13,199.6
2017-07-14,197.05
2017-07-17,205.35
2017-07-18,200.8
2017-07-19,207.65
2017-07-20,212.2
2017-07-21,213.8
2017-07-24,215.9
2017-07-25,219.7
2017-07-26,224.3
2017-07-27,225.4
2017-07-28,223.85
2017-07-31,227.2
2017-08-01,233.0
2017-08-02,236.45
2017-08-03,241.4
2017-08-04,247.6
2017-08-07,266.15
2017-08-08,253.7
2017-08-09,249.4
2017-08-10,227.95
2017-08-11,224.9
2017-08-14,227.75
2017-08-16,230.0
2017-08-17,237.0
2017-08-18,229.55
2017-08-21,222.5
2017-08-22,219.1
2017-08-23,233.25
2017-08-24,230.55
2017-08-28,231.8
2017-08-29,224.6
2017-08-30,229.3
2017-08-31,233.9
2017-09-01,246.7
2017-09-04,238.1
2017-09-05,241.3
2017-09-06,242.15
2017-09-07,244.85
2017-09-08,239.1
2017-09-11,240.4
2017-09-12,248.15
2017-09-13,253.25
2017-09-14,252.75
2017-09-15,250.75
2017-09-18,241.7
2017-09-19,254.15
2017-09-20,252.4
2017-09-21,238.7
2017-09-22,218.05
2017-09-25,201.5
2017-09-26,210.4
2017-09-27,203.4
2017-09-28,207.35
2017-09-29,220.8
2017-10-03,222.65
2017-10-04,222.4
2017-10-05,218.95
2017-10-06,215.1
2017-10-09,221.65
2017-10-10,222.3
2017-10-11,216.0
2017-10-12,222.5
2017-10-13,214.95
2017-10-16,208.25
2017-10-17,215.1
2017-10-18,215.55
2017-10-19,214.45
2017-10-23,211.05
2017-10-24,209.35
2017-10-25,206.6
2017-10-26,206.95
2017-10-27,205.45
2017-10-30,220.35
2017-10-31,224.7
2017-11-01,234.45
2017-11-02,233.05
2017-11-03,230.1
2017-11-06,233.1
2017-11-07,227.75
2017-11-08,221.4
2017-11-09,217.85
2017-11-10,221.3
2017-11-13,220.25
2017-11-14,222.55
2017-11-15,212.65
2017-11-16,209.85
2017-11-17,216.75
2017-11-20,233.05
2017-11-21,223.15
2017-11-22,213.05
2017-11-23,212.5
2017-11-24,208.25
2017-11-27,220.6
2017-11-28,216.2
2017-11-29,210.8
2017-11-30,212.5
2017-12-01,211.15
2017-12-04,208.55
2017-12-05,202.9
2017-12-06,200.95
2017-12-07,208.25
2017-12-08,210.75
2017-12-11,207.0
2017-12-12,203.7
2017-12-13,200.35
2017-12-14,197.95
2017-12-15,202.1
2017-12-18,197.0
2017-12-19,206.05
2017-12-20,218.1
2017-12-21,224.8
2017-12-22,224.15
2017-12-26,228.1
2017-12-27,222.75
2017-12-28,222.3
2017-12-29,223.3
