Date,EMKAY
2017-01-02,56.5
2017-01-03,56.85
2017-01-04,57.4
2017-01-05,57.35
2017-01-06,56.3
2017-01-09,57.2
2017-01-10,59.8
2017-01-11,60.85
2017-01-12,59.65
2017-01-13,59.95
2017-01-16,60.15
2017-01-17,59.05
2017-01-18,59.2
2017-01-19,58.25
2017-01-20,57.1
2017-01-23,58.5
2017-01-24,63.9
2017-01-25,62.0
2017-01-27,60.15
2017-01-30,60.55
2017-01-31,59.15
2017-02-01,61.55
2017-02-02,61.9
2017-02-03,60.65
2017-02-06,61.9
2017-02-07,61.15
2017-02-08,61.0
2017-02-09,60.05
2017-02-10,60.55
2017-02-13,59.9
2017-02-14,60.1
2017-02-15,60.3
2017-02-16,60.85
2017-02-17,61.2
2017-02-20,61.55
2017-02-21,61.8
2017-02-22,63.65
2017-02-23,64.0
2017-02-27,66.05
2017-02-28,67.3
2017-03-01,66.05
2017-03-02,64.0
2017-03-03,73.9
2017-03-06,68.9
2017-03-07,67.6
2017-03-08,67.2
2017-03-09,68.3
2017-03-10,67.45
2017-03-14,68.95
2017-03-15,68.75
2017-03-16,69.45
2017-03-17,68.05
2017-03-20,68.4
2017-03-21,67.8
2017-03-22,67.1
2017-03-23,68.25
2017-03-24,72.4
2017-03-27,74.3
2017-03-28,73.95
2017-03-29,74.0
2017-03-30,80.0
2017-03-31,80.15
2017-04-03,77.95
2017-04-05,83.7
2017-04-06,81.35
2017-04-07,79.45
2017-04-10,79.65
2017-04-11,81.65
2017-04-12,78.85
2017-04-13,78.55
2017-04-17,79.6
2017-04-18,79.1
2017-04-19,80.2
2017-04-20,88.2
2017-04-21,87.15
2017-04-24,87.6
2017-04-25,84.1
2017-04-26,84.1
2017-04-27,84.05
2017-04-28,92.2
2017-05-02,97.4
2017-05-03,100.8
2017-05-04,98.4
2017-05-05,93.25
2017-05-08,91.8
2017-05-09,94.0
2017-05-10,95.5
2017-05-11,94.7
2017-05-12,93.25
2017-05-15,95.05
2017-05-16,93.6
2017-05-17,95.35
2017-05-18,91.35
2017-05-19,89.9
2017-05-22,87.4
2017-05-23,83.65
2017-05-24,82.95
2017-05-25,89.55
2017-05-26,90.2
2017-05-29,86.8
2017-05-30,89.0
2017-05-31,87.5
2017-06-01,87.7
2017-06-02,86.3
2017-06-05,84.85
2017-06-06,91.25
2017-06-07,109.5
2017-06-08,113.6
2017-06-09,126.05
2017-06-12,128.3
2017-06-13,137.1
2017-06-14,150.8
2017-06-15,164.6
2017-06-16,156.7
2017-06-19,164.5
2017-06-20,164.15
2017-06-21,164.9
2017-08-23,219.2
2017-08-24,219.55
2017-08-28,223.15
2017-08-29,221.6
2017-08-30,228.7
2017-08-31,240.1
2017-09-01,246.1
2017-09-04,258.4
2017-09-05,271.3
2017-09-06,284.85
2017-09-07,278.9
2017-09-08,265.6
2017-09-11,278.85
2017-09-12,292.75
2017-09-13,307.35
2017-09-14,304.85
2017-09-15,308.9
2017-09-18,310.15
2017-09-19,300.15
2017-09-20,309.05
2017-09-21,300.45
2017-09-22,288.35
2017-09-25,273.95
2017-09-26,274.9
2017-09-27,261.2
2017-09-28,248.15
2017-09-29,246.85
2017-10-03,252.25
2017-10-04,251.05
2017-10-05,263.5
2017-10-06,276.65
2017-10-09,287.2
2017-10-10,285.75
2017-10-11,271.55
2017-10-12,277.4
2017-10-13,269.75
2017-10-16,263.85
2017-10-17,268.15
2017-10-18,270.55
2017-10-19,275.15
2017-10-23,264.9
2017-10-24,268.2
2017-10-25,262.35
2017-10-26,261.7
2017-10-27,260.35
2017-10-30,264.25
2017-10-31,260.1
2017-11-01,257.85
2017-11-02,262.45
2017-11-03,263.15
2017-11-06,260.6
2017-11-07,256.8
2017-11-08,250.6
2017-11-09,262.2
2017-11-10,263.45
2017-11-13,266.65
2017-11-14,257.05
2017-11-15,244.15
2017-11-16,242.5
2017-11-17,238.05
2017-11-20,237.65
2017-11-21,234.05
2017-11-22,228.0
2017-11-23,223.85
2017-11-24,246.2
2017-11-27,240.9
2017-11-28,238.8
2017-11-29,237.6
2017-11-30,236.65
2017-12-01,228.1
2017-12-04,223.1
2017-12-05,215.9
2017-12-06,214.75
2017-12-07,224.15
2017-12-08,231.0
2017-12-11,232.55
2017-12-12,225.35
2017-12-13,224.7
2017-12-14,221.45
2017-12-15,217.65
2017-12-18,215.15
2017-12-19,219.95
2017-12-20,219.0
2017-12-21,219.3
2017-12-22,222.65
2017-12-26,219.15
2017-12-27,217.2
2017-12-28,224.85
2017-12-29,222.35
