Date,LALPATHLAB
2017-01-02,1088.65
2017-01-03,1072.2
2017-01-04,1087.15
2017-01-05,1103.5
2017-01-06,1115.8
2017-01-09,1117.15
2017-01-10,1107.6
2017-01-11,1103.5
2017-01-12,1093.3
2017-01-13,1093.15
2017-01-16,1097.55
2017-01-17,1094.95
2017-01-18,1090.25
2017-01-19,1091.9
2017-01-20,1087.15
2017-01-23,1097.0
2017-01-24,1108.6
2017-01-25,1104.35
2017-01-27,1103.9
2017-01-30,1119.25
2017-01-31,1115.9
2017-02-01,1098.9
2017-02-02,1082.3
2017-02-03,1093.3
2017-02-06,1107.75
2017-02-07,1100.45
2017-02-08,1086.75
2017-02-09,1074.9
2017-02-10,1074.5
2017-02-13,1058.2
2017-02-14,1047.7
2017-02-15,999.85
2017-02-16,999.25
2017-02-17,995.35
2017-02-20,998.45
2017-02-21,991.8
2017-02-22,985.75
2017-02-23,983.0
2017-02-27,974.25
2017-02-28,973.7
2017-03-01,950.3
2017-03-02,936.0
2017-03-03,933.65
2017-03-06,951.1
2017-03-07,941.3
2017-03-08,944.05
2017-03-09,943.15
2017-03-10,940.5
2017-03-14,951.05
2017-03-15,951.1
2017-03-16,945.45
2017-03-17,949.1
2017-03-20,951.3
2017-03-21,943.6
2017-03-22,938.45
2017-03-23,946.95
2017-03-24,941.45
2017-03-27,949.7
2017-03-28,942.2
2017-03-29,940.9
2017-03-30,940.35
2017-03-31,967.55
2017-04-03,972.9
2017-04-05,976.3
2017-04-06,966.3
2017-04-07,960.8
2017-04-10,965.55
2017-04-11,959.25
2017-04-12,967.95
2017-04-13,969.65
2017-04-17,963.9
2017-04-18,955.25
2017-04-19,965.65
2017-04-20,949.85
2017-04-21,951.1
2017-04-24,964.3
2017-04-25,960.3
2017-04-26,960.2
2017-04-27,954.75
2017-04-28,959.9
2017-05-02,952.5
2017-05-03,935.9
2017-05-04,930.05
2017-05-05,959.25
2017-05-08,959.65
2017-05-09,951.6
2017-05-10,961.55
2017-05-11,964.0
2017-05-12,891.15
2017-05-15,900.6
2017-05-16,910.95
2017-05-17,911.7
2017-05-18,909.75
2017-05-19,910.25
2017-05-22,909.85
2017-05-23,886.9
2017-05-24,894.7
2017-05-25,898.25
2017-05-26,893.7
2017-05-29,900.25
2017-05-30,901.2
2017-05-31,904.15
2017-06-01,900.6
2017-06-02,903.75
2017-06-05,904.5
2017-06-06,904.65
2017-06-07,914.9
2017-06-08,906.5
2017-06-09,898.95
2017-06-12,895.25
2017-06-13,907.15
2017-06-14,899.35
2017-06-15,879.2
2017-06-16,885.35
2017-06-19,862.05
2017-06-20,852.15
2017-06-21,858.25
2017-06-22,845.9
2017-06-23,843.8
2017-06-27,818.5
2017-06-28,799.85
2017-06-29,834.8
2017-06-30,781.95
2017-07-03,775.45
2017-07-04,779.2
2017-07-05,807.1
2017-07-06,808.3
2017-07-07,840.45
2017-07-10,846.85
2017-07-11,841.2
2017-07-12,840.6
2017-07-13,841.3
2017-07-14,833.7
2017-07-17,860.25
2017-07-18,864.25
2017-07-19,857.6
2017-07-20,848.55
2017-07-21,840.35
2017-07-24,841.1
2017-07-25,839.35
2017-07-26,838.35
2017-07-27,825.85
2017-07-28,833.5
2017-07-31,834.0
2017-08-01,824.1
2017-08-02,831.75
2017-08-03,826.05
2017-08-04,814.25
2017-08-07,831.65
2017-08-08,826.05
2017-08-09,810.05
2017-08-10,798.7
2017-08-11,807.0
2017-08-14,806.35
2017-08-16,806.7
2017-08-17,808.65
2017-08-18,808.55
2017-08-21,809.55
2017-08-22,809.95
2017-08-23,808.8
2017-08-24,807.6
2017-08-28,806.6
2017-08-29,798.0
2017-08-30,804.55
2017-08-31,810.7
2017-09-01,810.25
2017-09-04,824.1
2017-09-05,830.55
2017-09-06,828.2
2017-09-07,827.65
2017-09-08,811.45
2017-09-11,800.45
2017-09-12,804.15
2017-09-13,803.15
2017-09-14,800.3
2017-09-15,808.65
2017-09-18,808.1
2017-09-19,801.55
2017-09-20,802.15
2017-09-21,802.7
2017-09-22,788.85
2017-09-25,797.4
2017-09-26,800.85
2017-09-27,796.5
2017-09-28,789.05
2017-09-29,797.45
2017-10-03,790.15
2017-10-04,780.85
2017-10-05,772.75
2017-10-06,778.0
2017-10-09,776.65
2017-10-10,766.7
2017-10-11,769.7
2017-10-12,769.15
2017-10-13,765.25
2017-10-16,759.25
2017-10-17,757.05
2017-10-18,756.7
2017-10-19,759.1
2017-10-23,756.35
2017-10-24,737.35
2017-10-25,741.55
2017-10-26,742.75
2017-10-27,743.25
2017-10-30,749.0
2017-10-31,772.55
2017-11-01,783.35
2017-11-02,809.65
2017-11-03,835.35
2017-11-06,827.85
2017-11-07,818.6
2017-11-08,800.0
2017-11-09,833.75
2017-11-10,852.4
2017-11-13,871.65
2017-11-14,897.1
2017-11-15,900.45
2017-11-16,897.15
2017-11-17,899.95
2017-11-20,899.95
2017-11-21,887.9
2017-11-22,890.1
2017-11-23,889.7
2017-11-24,889.9
2017-11-27,889.45
2017-11-28,887.55
2017-11-29,886.8
2017-11-30,889.8
2017-12-01,889.25
2017-12-04,887.2
2017-12-05,873.15
2017-12-06,889.2
2017-12-07,889.8
2017-12-08,888.25
2017-12-11,886.75
2017-12-12,881.7
2017-12-13,885.0
2017-12-14,888.7
2017-12-15,889.0
2017-12-18,891.35
2017-12-19,872.6
2017-12-20,886.05
2017-12-21,887.85
2017-12-22,883.7
2017-12-26,873.4
2017-12-27,868.7
2017-12-28,891.75
2017-12-29,881.3
