Date,DCM
2017-01-02,108.8
2017-01-03,109.0
2017-01-04,111.25
2017-01-05,109.1
2017-01-06,108.75
2017-01-09,108.9
2017-01-10,109.5
2017-01-11,118.85
2017-01-12,114.45
2017-01-13,116.6
2017-01-16,117.6
2017-01-17,114.35
2017-01-18,112.2
2017-01-19,122.15
2017-01-20,117.65
2017-01-23,116.75
2017-01-24,115.95
2017-01-25,121.8
2017-01-27,120.15
2017-01-30,118.45
2017-01-31,116.05
2017-02-01,116.55
2017-02-02,119.65
2017-02-03,118.0
2017-02-06,117.25
2017-02-07,116.25
2017-02-08,119.3
2017-02-09,118.05
2017-02-10,119.7
2017-02-13,117.95
2017-02-14,113.5
2017-02-15,111.3
2017-02-16,110.7
2017-02-17,107.55
2017-02-20,107.4
2017-02-21,110.4
2017-02-22,108.55
2017-02-23,107.35
2017-02-27,107.45
2017-02-28,106.9
2017-03-01,109.3
2017-03-02,109.1
2017-03-03,109.65
2017-03-06,109.75
2017-03-07,111.95
2017-03-08,109.35
2017-03-09,109.1
2017-03-10,108.95
2017-03-14,111.9
2017-03-15,117.15
2017-03-16,118.65
2017-03-17,117.15
2017-03-20,118.95
2017-03-21,116.15
2017-03-22,115.9
2017-03-23,118.25
2017-03-24,123.8
2017-03-27,124.45
2017-03-28,123.3
2017-03-29,123.0
2017-03-30,124.9
2017-03-31,124.35
2017-04-03,125.3
2017-04-05,124.8
2017-04-06,128.8
2017-04-07,130.45
2017-04-10,131.15
2017-04-11,131.65
2017-04-12,128.9
2017-04-13,128.8
2017-04-17,130.95
2017-04-18,132.1
2017-04-19,130.85
2017-04-20,131.8
2017-04-21,132.2
2017-04-24,132.2
2017-04-25,133.55
2017-04-26,131.9
2017-04-27,131.5
2017-04-28,131.1
2017-05-02,132.05
2017-05-03,131.4
2017-05-04,132.7
2017-05-05,131.0
2017-05-08,131.75
2017-05-09,132.2
2017-05-10,136.55
2017-05-11,141.5
2017-05-12,141.8
2017-05-15,149.05
2017-05-16,148.35
2017-05-17,150.0
2017-05-18,142.8
2017-05-19,140.65
2017-05-22,138.2
2017-05-23,132.25
2017-05-24,129.9
2017-05-25,129.45
2017-05-26,130.3
2017-05-29,130.3
2017-05-30,128.8
2017-05-31,124.7
2017-06-01,128.0
2017-06-02,127.95
2017-06-05,127.75
2017-06-06,125.35
2017-06-07,123.45
2017-06-08,123.5
2017-06-09,125.9
2017-06-12,124.5
2017-06-13,123.3
2017-06-14,123.4
2017-06-15,123.35
2017-06-16,124.4
2017-06-19,123.65
2017-06-20,122.95
2017-06-21,122.35
2017-06-22,122.2
2017-06-23,119.2
2017-06-27,118.15
2017-06-28,116.3
2017-06-29,116.15
2017-06-30,115.1
2017-07-03,114.95
2017-07-04,115.6
2017-07-05,119.15
2017-07-06,117.65
2017-07-07,117.1
2017-07-10,119.25
2017-07-11,118.25
2017-07-12,120.05
2017-07-13,118.95
2017-07-14,116.95
2017-07-17,116.25
2017-07-18,115.15
2017-07-19,115.2
2017-07-20,114.7
2017-07-21,119.8
2017-07-24,118.9
2017-07-25,119.05
2017-07-26,129.0
2017-07-27,127.25
2017-07-28,131.65
2017-07-31,135.05
2017-08-01,132.7
2017-08-02,131.8
2017-08-03,126.2
2017-08-04,126.3
2017-08-07,124.85
2017-08-08,119.9
2017-08-09,117.65
2017-08-10,116.25
2017-08-11,116.25
2017-08-14,122.95
2017-08-16,124.1
2017-08-17,121.2
2017-08-18,116.95
2017-08-21,115.65
2017-08-22,114.7
2017-08-23,114.05
2017-08-24,114.0
2017-08-28,115.35
2017-08-29,114.6
2017-08-30,115.9
2017-08-31,118.4
2017-09-01,116.95
2017-09-04,115.15
2017-09-05,116.1
2017-09-06,117.5
2017-09-07,117.5
2017-09-08,122.8
2017-09-11,127.5
2017-09-12,125.75
2017-09-13,123.35
2017-09-14,122.9
2017-09-15,122.1
2017-09-18,122.85
2017-09-19,121.25
2017-09-20,119.9
2017-09-21,119.45
2017-09-22,115.55
2017-09-25,114.5
2017-09-26,116.35
2017-09-27,113.15
2017-09-28,114.0
2017-09-29,114.75
2017-10-03,117.15
2017-10-04,116.1
2017-10-05,116.25
2017-10-06,117.45
2017-10-09,118.3
2017-10-10,119.05
2017-10-11,116.15
2017-10-12,115.0
2017-10-13,114.6
2017-10-16,116.35
2017-10-17,115.25
2017-10-18,115.0
2017-10-19,116.2
2017-10-23,115.65
2017-10-24,115.65
2017-10-25,116.3
2017-10-26,116.45
2017-10-27,116.45
2017-10-30,116.8
2017-10-31,118.25
2017-11-01,117.75
2017-11-02,117.1
2017-11-03,117.25
2017-11-06,115.75
2017-11-07,115.05
2017-11-08,113.7
2017-11-09,115.3
2017-11-10,115.3
2017-11-13,113.8
2017-11-14,112.1
2017-11-15,113.25
2017-11-16,113.9
2017-11-17,116.15
2017-11-20,116.15
2017-11-21,116.85
2017-11-22,116.85
2017-11-23,116.5
2017-11-24,117.1
2017-11-27,117.6
2017-11-28,116.45
2017-11-29,116.35
2017-11-30,114.7
2017-12-01,116.35
2017-12-04,114.15
2017-12-05,110.55
2017-12-06,110.85
2017-12-07,111.35
2017-12-08,111.15
2017-12-11,110.35
2017-12-12,107.8
2017-12-13,109.45
2017-12-14,106.55
2017-12-15,107.2
2017-12-18,105.95
2017-12-19,106.05
2017-12-20,106.15
2017-12-21,111.95
2017-12-22,109.4
2017-12-26,111.05
2017-12-27,114.0
2017-12-28,114.9
2017-12-29,115.15
