Date,IFCI
2017-01-02,27.4
2017-01-03,27.35
2017-01-04,27.75
2017-01-05,27.95
2017-01-06,27.75
2017-01-09,27.9
2017-01-10,28.2
2017-01-11,28.0
2017-01-12,28.1
2017-01-13,28.0
2017-01-16,28.0
2017-01-17,27.8
2017-01-18,27.7
2017-01-19,27.75
2017-01-20,27.0
2017-01-23,27.2
2017-01-24,27.75
2017-01-25,27.95
2017-01-27,30.15
2017-01-30,30.0
2017-01-31,30.8
2017-02-01,30.55
2017-02-02,31.0
2017-02-03,31.75
2017-02-06,31.95
2017-02-07,31.65
2017-02-08,31.6
2017-02-09,31.1
2017-02-10,30.8
2017-02-13,28.85
2017-02-14,28.55
2017-02-15,28.15
2017-02-16,28.3
2017-02-17,28.4
2017-02-20,28.7
2017-02-21,29.25
2017-02-22,29.35
2017-02-23,29.65
2017-02-27,29.1
2017-02-28,29.2
2017-03-01,29.0
2017-03-02,28.55
2017-03-03,28.55
2017-03-06,28.9
2017-03-07,28.75
2017-03-08,28.3
2017-03-09,28.15
2017-03-10,27.85
2017-03-14,28.2
2017-03-15,28.7
2017-03-16,29.25
2017-03-17,29.05
2017-03-20,29.4
2017-03-21,30.55
2017-03-22,29.6
2017-03-23,30.25
2017-03-24,29.95
2017-03-27,29.95
2017-03-28,29.6
2017-03-29,29.55
2017-03-30,29.9
2017-03-31,29.65
2017-04-03,30.1
2017-04-05,30.2
2017-04-06,30.1
2017-04-07,29.65
2017-04-10,29.85
2017-04-11,30.05
2017-04-12,29.55
2017-04-13,29.3
2017-04-17,28.9
2017-04-18,28.3
2017-04-19,28.15
2017-04-20,28.95
2017-04-21,29.35
2017-04-24,29.75
2017-04-25,29.75
2017-04-26,29.4
2017-04-27,29.1
2017-04-28,31.7
2017-05-02,32.2
2017-05-03,32.25
2017-05-04,32.75
2017-05-05,32.25
2017-05-08,32.35
2017-05-09,32.9
2017-05-10,32.55
2017-05-11,31.9
2017-05-12,31.45
2017-05-15,31.35
2017-05-16,31.7
2017-05-17,31.6
2017-05-18,30.3
2017-05-19,29.35
2017-05-22,27.85
2017-05-23,26.9
2017-05-24,25.75
2017-05-25,26.1
2017-05-26,26.1
2017-05-29,24.35
2017-05-30,24.75
2017-05-31,25.65
2017-06-01,25.4
2017-06-02,25.6
2017-06-05,24.65
2017-06-06,24.7
2017-06-07,24.85
2017-06-08,24.65
2017-06-09,25.6
2017-06-12,25.15
2017-06-13,24.75
2017-06-14,25.5
2017-06-15,25.15
2017-06-16,25.1
2017-06-19,25.05
2017-06-20,25.15
2017-06-21,25.2
2017-06-22,25.0
2017-06-23,24.6
2017-06-27,23.8
2017-06-28,24.0
2017-06-29,24.1
2017-06-30,24.25
2017-07-03,25.7
2017-07-04,25.05
2017-07-05,25.6
2017-07-06,26.05
2017-07-07,26.35
2017-07-10,26.5
2017-07-11,26.1
2017-07-12,26.2
2017-07-13,26.1
2017-07-14,25.75
2017-07-17,26.5
2017-07-18,26.15
2017-07-19,26.3
2017-07-20,26.25
2017-07-21,27.55
2017-07-24,27.25
2017-07-25,27.2
2017-07-26,26.9
2017-07-27,27.1
2017-07-28,27.1
2017-07-31,27.05
2017-08-01,26.85
2017-08-02,26.5
2017-08-03,25.9
2017-08-04,26.15
2017-08-07,26.0
2017-08-08,25.25
2017-08-09,24.45
2017-08-10,22.8
2017-08-11,21.7
2017-08-14,23.0
2017-08-16,23.05
2017-08-17,22.95
2017-08-18,23.1
2017-08-21,22.9
2017-08-22,22.75
2017-08-23,23.15
2017-08-24,23.65
2017-08-28,23.85
2017-08-29,23.6
2017-08-30,23.8
2017-08-31,23.9
2017-09-01,23.9
2017-09-04,23.45
2017-09-05,24.4
2017-09-06,24.3
2017-09-07,24.05
2017-09-08,23.7
2017-09-11,23.8
2017-09-12,23.9
2017-09-13,23.9
2017-09-14,23.85
2017-09-15,23.45
2017-09-18,23.75
2017-09-19,23.85
2017-09-20,24.2
2017-09-21,23.75
2017-09-22,22.9
2017-09-25,22.75
2017-09-26,23.4
2017-09-27,22.9
2017-09-28,22.85
2017-09-29,23.1
2017-10-03,22.95
2017-10-04,22.85
2017-10-05,22.8
2017-10-06,23.0
2017-10-09,22.85
2017-10-10,23.0
2017-10-11,22.65
2017-10-12,22.7
2017-10-13,22.8
2017-10-16,22.65
2017-10-17,22.75
2017-10-18,22.7
2017-10-19,22.5
2017-10-23,22.5
2017-10-24,22.8
2017-10-25,23.75
2017-10-26,25.75
2017-10-27,25.1
2017-10-30,25.1
2017-10-31,24.25
2017-11-01,25.55
2017-11-02,25.0
2017-11-03,25.2
2017-11-06,25.45
2017-11-07,24.65
2017-11-08,24.4
2017-11-09,24.5
2017-11-10,24.25
2017-11-13,23.8
2017-11-14,23.85
2017-11-15,23.35
2017-11-16,23.5
2017-11-17,23.8
2017-11-20,23.9
2017-11-21,24.05
2017-11-22,24.75
2017-11-23,24.65
2017-11-24,24.6
2017-11-27,24.9
2017-11-28,25.15
2017-11-29,25.1
2017-11-30,24.8
2017-12-01,24.2
2017-12-04,23.9
2017-12-05,23.65
2017-12-06,23.05
2017-12-07,23.7
2017-12-08,24.4
2017-12-11,23.95
2017-12-12,23.5
2017-12-13,23.35
2017-12-14,23.25
2017-12-15,23.6
2017-12-18,23.4
2017-12-19,23.6
2017-12-20,23.9
2017-12-21,28.75
2017-12-22,27.25
2017-12-26,27.75
2017-12-27,27.9
2017-12-28,28.8
2017-12-29,30.8
