Date,VTL
2017-01-02,1110.3
2017-01-03,1121.3
2017-01-04,1121.3
2017-01-05,1109.35
2017-01-06,1097.7
2017-01-09,1100.7
2017-01-10,1098.15
2017-01-11,1104.3
2017-01-12,1114.85
2017-01-13,1109.25
2017-01-16,1119.65
2017-01-17,1128.0
2017-01-18,1117.85
2017-01-19,1126.1
2017-01-20,1142.4
2017-01-23,1193.15
2017-01-24,1216.35
2017-01-25,1224.85
2017-01-27,1261.3
2017-01-30,1265.75
2017-01-31,1263.7
2017-02-01,1284.6
2017-02-02,1322.85
2017-02-03,1330.05
2017-02-06,1340.7
2017-02-07,1306.45
2017-02-08,1297.35
2017-02-09,1295.25
2017-02-10,1290.55
2017-02-13,1299.85
2017-02-14,1300.0
2017-02-15,1296.15
2017-02-16,1299.85
2017-02-17,1300.55
2017-02-20,1328.3
2017-02-21,1375.9
2017-02-22,1338.95
2017-02-23,1313.55
2017-02-27,1324.25
2017-02-28,1329.1
2017-03-01,1315.45
2017-03-02,1320.45
2017-03-03,1331.05
2017-03-06,1368.8
2017-03-07,1373.75
2017-03-08,1368.1
2017-03-09,1363.65
2017-03-10,1365.85
2017-03-14,1363.7
2017-03-15,1354.45
2017-03-16,1360.8
2017-03-17,1349.9
2017-03-20,1314.55
2017-03-21,1329.55
2017-03-22,1330.0
2017-03-23,1334.8
2017-03-24,1307.95
2017-03-27,1306.25
2017-03-28,1299.95
2017-03-29,1293.15
2017-03-30,1311.6
2017-03-31,1312.65
2017-04-03,1358.85
2017-04-05,1354.75
2017-04-06,1355.5
2017-04-07,1334.35
2017-04-10,1331.05
2017-04-11,1302.8
2017-04-12,1306.45
2017-04-13,1313.35
2017-04-17,1317.3
2017-04-18,1299.75
2017-04-19,1301.4
2017-04-20,1306.35
2017-04-21,1308.5
2017-04-24,1310.75
2017-04-25,1318.4
2017-04-26,1313.9
2017-04-27,1297.8
2017-04-28,1298.45
2017-05-02,1326.1
2017-05-03,1329.6
2017-05-04,1322.65
2017-05-05,1321.55
2017-05-08,1328.15
2017-05-09,1323.15
2017-05-10,1338.9
2017-05-11,1329.9
2017-05-12,1315.05
2017-05-15,1330.3
2017-05-16,1307.85
2017-05-17,1265.7
2017-05-18,1284.8
2017-05-19,1298.8
2017-05-22,1299.65
2017-05-23,1301.7
2017-05-24,1302.1
2017-05-25,1300.5
2017-05-26,1293.95
2017-05-29,1299.95
2017-05-30,1298.6
2017-05-31,1297.0
2017-06-01,1298.15
2017-06-02,1299.7
2017-06-05,1278.8
2017-06-06,1276.25
2017-06-07,1276.2
2017-06-08,1278.7
2017-06-09,1284.65
2017-06-12,1274.9
2017-06-13,1257.8
2017-06-14,1253.45
2017-06-15,1236.3
2017-06-16,1241.6
2017-06-19,1194.1
2017-06-20,1194.85
2017-06-21,1187.15
2017-06-22,1172.95
2017-06-23,1165.85
2017-06-27,1162.3
2017-06-28,1134.9
2017-06-29,1141.1
2017-06-30,1139.8
2017-07-03,1131.85
2017-07-04,1149.6
2017-07-05,1166.45
2017-07-06,1198.75
2017-07-07,1187.45
2017-07-10,1181.5
2017-07-11,1162.65
2017-07-12,1181.95
