Date,RUSHIL
2017-01-02,563.1
2017-01-03,566.35
2017-01-04,599.4
2017-01-05,584.45
2017-01-06,575.15
2017-01-09,577.25
2017-01-10,617.5
2017-01-11,655.6
2017-01-12,665.4
2017-01-13,660.1
2017-01-16,668.8
2017-01-17,670.1
2017-01-18,685.45
2017-01-19,673.2
2017-01-20,660.6
2017-01-23,669.4
2017-01-24,689.0
2017-01-25,683.05
2017-01-27,678.15
2017-01-30,684.45
2017-01-31,672.8
2017-02-01,674.45
2017-02-02,671.05
2017-02-03,660.15
2017-02-06,660.05
2017-02-07,660.55
2017-02-08,656.7
2017-02-09,654.25
2017-02-10,673.35
2017-02-13,686.95
2017-02-14,676.65
2017-02-15,667.9
2017-02-16,669.3
2017-02-17,670.25
2017-02-20,671.0
2017-02-21,669.4
2017-02-22,667.95
2017-02-23,669.9
2017-02-27,664.4
2017-02-28,657.35
2017-03-01,655.6
2017-03-02,643.4
2017-03-03,638.55
2017-03-06,659.7
2017-03-07,666.25
2017-03-08,661.2
2017-03-09,626.85
2017-03-10,624.6
2017-03-14,597.7
2017-03-15,605.6
2017-03-16,649.05
2017-03-17,654.75
2017-03-20,658.45
2017-03-21,664.2
2017-03-22,646.95
2017-03-23,632.65
2017-03-24,634.1
2017-03-27,637.55
2017-03-28,624.65
2017-03-29,605.75
2017-03-30,610.85
2017-03-31,610.45
2017-04-03,615.9
2017-04-05,612.25
2017-04-06,605.1
2017-04-07,602.6
2017-04-10,587.25
2017-04-11,576.45
2017-04-12,567.45
2017-04-13,564.2
2017-04-17,564.8
2017-04-18,556.65
2017-04-19,613.95
2017-04-20,612.3
2017-04-21,666.1
2017-04-24,692.7
2017-04-25,684.25
2017-04-26,690.2
2017-04-27,698.45
2017-04-28,700.55
2017-05-02,719.6
2017-05-03,709.35
2017-05-04,712.75
2017-05-05,709.9
2017-05-08,715.75
2017-05-09,712.75
2017-05-10,713.0
2017-05-11,708.8
2017-05-12,704.1
2017-05-15,718.95
2017-05-16,717.1
2017-05-17,715.05
2017-05-18,704.2
2017-05-19,744.5
2017-05-22,744.8
2017-05-23,715.25
2017-05-24,727.45
2017-05-25,755.6
2017-05-26,752.9
2017-05-29,739.7
2017-05-30,755.0
2017-05-31,763.5
2017-06-01,758.4
2017-06-02,751.1
2017-06-05,760.25
2017-06-06,757.95
2017-06-07,756.2
2017-06-08,777.8
2017-06-09,769.4
2017-06-12,807.05
2017-06-13,797.65
2017-06-14,792.15
2017-06-15,781.4
2017-06-16,821.4
2017-06-19,787.75
2017-06-20,781.65
2017-06-21,772.55
2017-06-22,782.65
2017-06-23,765.5
2017-06-27,766.45
2017-06-28,761.15
2017-06-29,760.55
2017-06-30,758.85
2017-07-03,768.55
2017-07-04,762.9
2017-07-05,761.95
2017-07-06,786.55
2017-07-07,779.15
2017-07-10,780.3
2017-07-11,792.85
2017-07-12,798.2
2017-07-13,794.9
2017-07-14,790.55
2017-07-17,798.55
2017-07-18,787.5
2017-07-19,818.65
2017-07-20,816.85
2017-07-21,844.3
2017-07-24,835.3
2017-07-25,831.65
2017-07-26,828.55
2017-07-27,824.3
2017-07-28,817.3
2017-07-31,818.1
2017-08-01,818.95
2017-08-02,813.05
2017-08-03,817.95
2017-08-04,808.7
2017-08-07,810.9
2017-08-08,798.2
2017-08-09,788.95
2017-08-10,779.35
2017-08-11,759.7
2017-08-14,766.05
2017-08-16,761.85
2017-08-17,777.25
2017-08-18,778.15
2017-08-21,778.35
2017-08-22,772.65
2017-08-23,775.85
2017-08-24,779.45
2017-08-28,780.95
2017-08-29,783.65
2017-08-30,784.95
2017-08-31,806.0
2017-09-01,806.7
2017-09-04,806.35
2017-09-05,808.45
2017-09-06,801.65
2017-09-07,807.2
2017-09-08,800.55
2017-09-11,799.25
2017-09-12,802.45
2017-09-13,797.05
2017-09-14,795.8
2017-09-15,825.8
2017-09-18,839.7
2017-09-19,824.7
2017-09-20,830.95
2017-09-21,890.6
2017-09-22,918.05
2017-09-25,1007.25
2017-09-26,955.5
2017-09-27,993.95
2017-09-28,974.6
2017-09-29,967.5
2017-10-03,957.7
2017-10-04,963.05
2017-10-05,959.75
2017-10-06,957.55
2017-10-09,952.5
2017-10-10,1089.3
2017-10-11,960.6
2017-10-12,931.4
2017-10-13,914.95
2017-10-16,910.45
2017-10-17,904.8
2017-10-18,940.35
2017-10-19,964.85
2017-10-23,956.3
2017-10-24,938.95
2017-10-25,972.75
2017-10-26,979.3
2017-10-27,959.95
2017-10-30,1069.4
2017-10-31,1110.6
2017-11-01,1118.9
2017-11-02,1160.3
2017-11-03,1126.4
2017-11-06,1051.55
2017-11-07,1028.05
2017-11-08,1024.7
2017-11-09,989.4
2017-11-10,981.5
2017-11-13,978.25
2017-11-14,969.55
2017-11-15,965.7
2017-11-16,964.05
2017-11-17,951.0
2017-11-20,939.8
2017-11-21,939.05
2017-11-22,915.4
2017-11-23,909.05
2017-11-24,904.85
2017-11-27,889.5
2017-11-28,897.1
2017-11-29,899.6
2017-11-30,903.4
2017-12-01,940.3
2017-12-04,888.2
2017-12-05,889.5
2017-12-06,897.15
2017-12-07,886.65
2017-12-08,885.95
2017-12-11,886.0
2017-12-12,897.9
2017-12-13,888.35
2017-12-14,885.55
2017-12-15,886.6
2017-12-18,893.0
2017-12-19,888.55
2017-12-20,898.75
2017-12-21,894.3
2017-12-22,900.8
2017-12-26,898.0
2017-12-27,908.15
2017-12-28,902.3
2017-12-29,913.75
