Date,RAMCOIND
2017-01-02,208.9
2017-01-03,207.2
2017-01-04,203.05
2017-01-05,208.8
2017-01-06,205.2
2017-01-09,202.95
2017-01-10,208.15
2017-01-11,210.05
2017-01-12,205.5
2017-01-13,204.2
2017-01-16,202.95
2017-01-17,203.2
2017-01-18,200.2
2017-01-19,197.85
2017-01-20,191.0
2017-01-23,191.65
2017-01-24,198.35
2017-01-25,201.3
2017-01-27,203.3
2017-01-30,199.65
2017-01-31,203.35
2017-02-01,213.55
2017-02-02,224.45
2017-02-03,226.35
2017-02-06,232.7
2017-02-07,222.2
2017-02-08,211.3
2017-02-09,207.9
2017-02-10,209.85
2017-02-13,211.05
2017-02-14,207.1
2017-02-15,198.75
2017-02-16,203.55
2017-02-17,201.2
2017-02-20,206.15
2017-02-21,206.1
2017-02-22,210.25
2017-02-23,210.75
2017-02-27,212.3
2017-02-28,209.9
2017-03-01,214.6
2017-03-02,210.75
2017-03-03,207.55
2017-03-06,208.05
2017-03-07,205.75
2017-03-08,204.3
2017-03-09,197.9
2017-03-10,200.7
2017-03-14,200.05
2017-03-15,210.1
2017-03-16,211.95
2017-03-17,208.75
2017-03-20,211.7
2017-03-21,210.0
2017-03-22,211.65
2017-03-23,219.4
2017-03-24,226.1
2017-03-27,221.7
2017-03-28,219.15
2017-03-29,223.25
2017-03-30,232.7
2017-03-31,239.2
2017-04-03,237.8
2017-04-05,243.75
2017-04-06,250.2
2017-04-07,245.1
2017-04-10,245.4
2017-04-11,244.05
2017-04-12,237.6
2017-04-13,235.5
2017-04-17,230.85
2017-04-18,225.3
2017-04-19,222.0
2017-04-20,231.0
2017-04-21,225.45
2017-04-24,224.5
2017-04-25,224.05
2017-04-26,220.0
2017-04-27,219.85
2017-04-28,221.6
2017-05-02,217.5
2017-05-03,217.4
2017-05-04,222.35
2017-05-05,214.45
2017-05-08,221.05
2017-05-09,220.85
2017-05-10,230.3
2017-05-11,248.2
2017-05-12,248.35
2017-05-15,252.7
2017-05-16,243.8
2017-05-17,250.15
2017-05-18,244.55
2017-05-19,248.45
2017-05-22,236.8
2017-05-23,227.75
2017-05-24,226.6
2017-05-25,233.2
2017-05-26,236.95
2017-05-29,229.45
2017-05-30,224.2
2017-05-31,241.65
2017-06-01,244.0
2017-06-02,240.5
2017-06-05,241.2
2017-06-06,239.2
2017-06-07,237.45
2017-06-08,235.55
2017-06-09,232.25
2017-06-12,232.55
2017-06-13,232.6
2017-06-14,231.85
2017-06-15,240.5
2017-06-16,246.3
2017-06-19,238.85
2017-06-20,256.7
2017-06-21,251.55
2017-06-22,245.85
2017-06-23,238.9
2017-06-27,235.1
2017-06-28,234.7
2017-06-29,239.15
2017-06-30,237.0
2017-07-03,245.9
2017-07-04,240.0
2017-07-05,242.85
2017-07-06,246.25
2017-07-07,244.45
2017-07-10,241.55
2017-07-11,241.05
2017-07-12,241.0
2017-07-13,238.3
2017-07-14,241.55
2017-07-17,237.9
2017-07-18,236.25
2017-07-19,239.05
2017-07-20,242.15
2017-07-21,246.0
2017-07-24,242.25
2017-07-25,241.3
2017-07-26,238.65
2017-07-27,235.0
2017-07-28,234.45
2017-07-31,232.0
2017-08-01,227.85
2017-08-02,229.7
2017-08-03,222.1
2017-08-04,222.55
2017-08-07,225.85
2017-08-08,237.75
2017-08-09,240.45
2017-08-10,232.55
2017-08-11,227.65
2017-08-14,232.85
2017-08-16,232.0
2017-08-17,232.8
2017-08-18,227.5
2017-08-21,230.45
2017-08-22,236.7
2017-08-23,239.85
2017-08-24,243.5
2017-08-28,264.45
2017-08-29,255.05
2017-08-30,271.95
2017-08-31,271.95
2017-09-01,271.5
2017-09-04,264.75
2017-09-05,284.4
2017-09-06,283.5
2017-09-07,285.0
2017-09-08,277.4
2017-09-11,266.55
2017-09-12,262.5
2017-09-13,263.55
2017-09-14,261.9
2017-09-15,263.4
2017-09-18,271.4
2017-09-19,265.75
2017-09-20,259.9
2017-09-21,261.35
2017-09-22,247.7
2017-09-25,237.45
2017-09-26,244.0
2017-09-27,237.3
2017-09-28,239.3
2017-09-29,245.75
2017-10-03,243.7
2017-10-04,252.1
2017-10-05,261.6
2017-10-06,266.3
2017-10-09,277.2
2017-10-10,270.95
2017-10-11,265.35
2017-10-12,270.4
2017-10-13,267.2
2017-10-16,292.0
2017-10-17,292.8
2017-10-18,302.9
2017-10-19,298.25
2017-10-23,293.35
2017-10-24,305.7
2017-10-25,307.1
2017-10-26,308.75
2017-10-27,300.25
2017-10-30,303.5
2017-10-31,298.9
2017-11-01,302.65
2017-11-02,302.4
2017-11-03,294.25
2017-11-06,292.0
2017-11-07,285.7
2017-11-08,277.9
2017-11-09,278.05
2017-11-10,282.0
2017-11-13,278.85
2017-11-14,280.9
2017-11-15,272.85
2017-11-16,276.0
2017-11-17,285.2
2017-11-20,293.25
2017-11-21,284.0
2017-11-22,284.9
2017-11-23,280.15
2017-11-24,279.55
2017-11-27,278.4
2017-11-28,280.1
2017-11-29,283.7
2017-11-30,280.3
2017-12-01,276.45
2017-12-04,277.55
2017-12-05,277.25
2017-12-06,274.6
2017-12-07,274.5
2017-12-08,281.0
2017-12-11,278.25
2017-12-12,279.6
2017-12-13,276.9
2017-12-14,271.95
2017-12-15,273.7
2017-12-18,268.95
2017-12-19,275.0
2017-12-20,291.25
2017-12-21,293.8
2017-12-22,288.2
2017-12-26,293.75
2017-12-27,286.95
2017-12-28,285.0
2017-12-29,290.5
