Date,GET&D
2017-01-02,297.55
2017-01-03,299.9
2017-01-04,303.35
2017-01-05,301.2
2017-01-06,300.05
2017-01-09,297.6
2017-01-10,304.35
2017-01-11,307.0
2017-01-12,314.8
2017-01-13,311.15
2017-01-16,309.4
2017-01-17,310.05
2017-01-18,319.95
2017-01-19,319.9
2017-01-20,315.65
2017-01-23,315.8
2017-01-24,320.6
2017-01-25,315.2
2017-01-27,315.25
2017-01-30,316.15
2017-01-31,307.05
2017-02-01,308.4
2017-02-02,305.25
2017-02-03,308.3
2017-02-06,309.5
2017-02-07,309.6
2017-02-08,309.65
2017-02-09,305.45
2017-02-10,302.95
2017-02-13,301.5
2017-02-14,299.7
2017-02-15,295.55
2017-02-16,295.15
2017-02-17,296.25
2017-02-20,299.6
2017-02-21,300.0
2017-02-22,299.5
2017-02-23,302.2
2017-02-27,299.6
2017-02-28,298.5
2017-03-01,296.8
2017-03-02,292.8
2017-03-03,293.8
2017-03-06,285.7
2017-03-07,279.05
2017-03-08,287.1
2017-03-09,287.8
2017-03-10,288.45
2017-03-14,295.8
2017-03-15,301.35
2017-03-16,307.2
2017-03-17,313.35
2017-03-20,314.6
2017-03-21,316.8
2017-03-22,312.15
2017-03-23,318.25
2017-03-24,313.3
2017-03-27,316.45
2017-03-28,315.05
2017-03-29,317.7
2017-03-30,313.9
2017-03-31,328.35
2017-04-03,339.6
2017-04-05,334.25
2017-04-06,331.75
2017-04-07,339.25
2017-04-10,344.75
2017-04-11,350.25
2017-04-12,348.1
2017-04-13,354.95
2017-04-17,347.25
2017-04-18,338.5
2017-04-19,342.05
2017-04-20,339.9
2017-04-21,339.3
2017-04-24,336.7
2017-04-25,343.95
2017-04-26,342.0
2017-04-27,337.75
2017-04-28,343.5
2017-05-02,336.45
2017-05-03,342.7
2017-05-04,341.45
2017-05-05,334.55
2017-05-08,341.55
2017-05-09,366.6
2017-05-10,373.6
2017-05-11,366.8
2017-05-12,362.6
2017-05-15,363.95
2017-05-16,375.7
2017-05-17,374.8
2017-05-18,370.15
2017-05-19,364.65
2017-05-22,354.5
2017-05-23,342.25
2017-05-24,340.75
2017-05-25,360.9
2017-05-26,359.95
2017-05-29,347.4
2017-05-30,345.95
2017-05-31,358.55
2017-06-01,357.4
2017-06-02,350.6
2017-06-05,348.35
2017-06-06,339.75
2017-06-07,336.5
2017-06-08,341.35
2017-06-09,345.05
2017-06-12,338.1
2017-06-13,343.55
2017-06-14,334.7
2017-06-15,334.15
2017-06-16,334.55
2017-06-19,344.85
2017-06-20,341.55
2017-06-21,340.8
2017-06-22,343.05
2017-06-23,342.0
2017-06-27,340.6
2017-06-28,337.7
2017-06-29,341.5
2017-06-30,343.0
2017-07-03,337.55
2017-07-04,338.55
2017-07-05,338.45
2017-07-06,335.9
2017-07-07,333.5
2017-07-10,334.95
2017-07-11,333.55
2017-07-12,331.0
2017-07-13,333.75
2017-07-14,328.85
2017-07-17,329.7
2017-07-18,323.05
2017-07-19,320.6
2017-07-20,325.95
2017-07-21,327.1
2017-07-24,329.7
2017-07-25,329.0
2017-07-26,394.0
2017-07-27,402.9
2017-07-28,395.65
2017-07-31,394.6
2017-08-01,379.7
2017-08-02,393.9
2017-08-03,381.75
2017-08-04,371.65
2017-08-07,375.65
2017-08-08,380.6
2017-08-09,378.6
2017-08-10,375.8
2017-08-11,387.7
2017-08-14,383.85
2017-08-16,375.05
2017-08-17,373.6
2017-08-18,380.05
2017-08-21,375.6
2017-08-22,384.0
2017-08-23,384.8
2017-08-24,380.3
2017-08-28,382.3
2017-08-29,377.35
2017-08-30,385.85
2017-08-31,408.6
2017-09-01,410.75
2017-09-04,401.6
2017-09-05,414.4
2017-09-06,412.4
2017-09-07,419.9
2017-09-08,414.8
2017-09-11,409.8
2017-09-12,413.2
2017-09-13,405.2
2017-09-14,401.85
2017-09-15,403.5
2017-09-18,414.35
2017-09-19,412.0
2017-09-20,410.15
2017-09-21,404.35
2017-09-22,390.05
2017-09-25,390.4
2017-09-26,387.95
2017-09-27,388.0
2017-09-28,383.75
2017-09-29,389.9
2017-10-03,387.1
2017-10-04,387.65
2017-10-05,388.1
2017-10-06,385.05
2017-10-09,383.75
2017-10-10,382.45
2017-10-11,384.45
2017-10-12,382.55
2017-10-13,381.85
2017-10-16,384.35
2017-10-17,378.0
2017-10-18,375.15
2017-10-19,377.25
2017-10-23,380.95
2017-10-24,383.3
2017-10-25,383.2
2017-10-26,385.1
2017-10-27,388.85
2017-10-30,393.6
2017-10-31,391.0
2017-11-01,394.1
2017-11-02,399.85
2017-11-03,409.2
2017-11-06,406.4
2017-11-07,409.95
2017-11-08,409.9
2017-11-09,401.1
2017-11-10,391.0
2017-11-13,394.95
2017-11-14,385.2
2017-11-15,390.15
2017-11-16,399.1
2017-11-17,410.85
2017-11-20,410.35
2017-11-21,407.1
2017-11-22,414.55
2017-11-23,436.8
2017-11-24,425.2
2017-11-27,424.55
2017-11-28,436.95
2017-11-29,437.15
2017-11-30,425.2
2017-12-01,413.75
2017-12-04,405.1
2017-12-05,408.2
2017-12-06,405.55
2017-12-07,410.45
2017-12-08,409.5
2017-12-11,402.85
2017-12-12,401.15
2017-12-13,407.7
2017-12-14,412.5
2017-12-15,414.5
2017-12-18,418.05
2017-12-19,427.85
2017-12-20,428.45
2017-12-21,429.1
2017-12-22,427.4
2017-12-26,431.1
2017-12-27,420.9
2017-12-28,432.25
2017-12-29,443.05
