Date,GDL
2017-01-02,246.7
2017-01-03,248.1
2017-01-04,254.45
2017-01-05,250.2
2017-01-06,248.65
2017-01-09,246.1
2017-01-10,246.55
2017-01-11,246.85
2017-01-12,242.65
2017-01-13,230.8
2017-01-16,232.65
2017-01-17,238.15
2017-01-18,236.0
2017-01-19,238.7
2017-01-20,236.0
2017-01-23,235.95
2017-01-24,243.2
2017-01-25,242.2
2017-01-27,246.75
2017-01-30,245.75
2017-01-31,240.3
2017-02-01,244.45
2017-02-02,251.85
2017-02-03,258.8
2017-02-06,260.25
2017-02-07,258.65
2017-02-08,265.55
2017-02-09,273.4
2017-02-10,274.2
2017-02-13,275.95
2017-02-14,261.75
2017-02-15,257.5
2017-02-16,258.5
2017-02-17,253.8
2017-02-20,255.25
2017-02-21,251.85
2017-02-22,250.75
2017-02-23,251.25
2017-02-27,245.1
2017-02-28,246.65
2017-03-01,249.95
2017-03-02,251.85
2017-03-03,251.5
2017-03-06,252.4
2017-03-07,251.5
2017-03-08,253.8
2017-03-09,250.1
2017-03-10,252.9
2017-03-14,254.5
2017-03-15,251.6
2017-03-16,254.6
2017-03-17,254.9
2017-03-20,259.55
2017-03-21,259.8
2017-03-22,257.85
2017-03-23,254.95
2017-03-24,253.8
2017-03-27,252.3
2017-03-28,252.15
2017-03-29,254.95
2017-03-30,252.9
2017-03-31,252.8
2017-04-03,252.6
2017-04-05,256.1
2017-04-06,261.05
2017-04-07,260.1
2017-04-10,261.85
2017-04-11,274.8
2017-04-12,273.25
2017-04-13,279.55
2017-04-17,280.0
2017-04-18,273.95
2017-04-19,276.65
2017-04-20,275.05
2017-04-21,272.1
2017-04-24,267.5
2017-04-25,270.8
2017-04-26,268.3
2017-04-27,268.95
2017-04-28,266.5
2017-05-02,266.1
2017-05-03,255.1
2017-05-04,255.45
2017-05-05,250.85
2017-05-08,248.75
2017-05-09,254.1
2017-05-10,257.55
2017-05-11,249.85
2017-05-12,253.6
2017-05-15,249.2
2017-05-16,248.65
2017-05-17,243.85
2017-05-18,251.85
2017-05-19,245.75
2017-05-22,233.05
2017-05-23,237.35
2017-05-24,238.55
2017-05-25,240.7
2017-05-26,245.35
2017-05-29,239.3
2017-05-30,239.8
2017-05-31,248.0
2017-06-01,249.95
2017-06-02,244.3
2017-06-05,245.6
2017-06-06,248.45
2017-06-07,252.15
2017-06-08,251.25
2017-06-09,255.0
2017-06-12,254.2
2017-06-13,249.05
2017-06-14,252.5
2017-06-15,257.9
2017-06-16,264.8
2017-06-19,264.9
2017-06-20,256.85
2017-06-21,257.4
2017-06-22,260.85
2017-06-23,260.1
2017-06-27,258.8
2017-06-28,258.05
2017-06-29,262.45
2017-06-30,257.8
2017-07-03,260.1
2017-07-04,271.75
2017-07-05,279.65
2017-07-06,284.45
2017-07-07,283.55
2017-07-10,274.1
2017-07-11,267.85
2017-07-12,275.15
2017-07-13,268.35
2017-07-14,269.55
2017-07-17,270.75
2017-07-18,264.5
2017-07-19,265.0
2017-07-20,268.8
2017-07-21,266.25
2017-07-24,267.95
2017-07-25,267.15
2017-07-26,273.0
2017-07-27,273.55
2017-07-28,275.5
2017-07-31,274.1
2017-08-01,272.25
2017-08-02,272.55
2017-08-03,270.05
2017-08-04,270.1
2017-08-07,270.0
2017-08-08,267.1
2017-08-09,263.7
2017-08-10,253.5
2017-08-11,247.9
2017-08-14,247.3
2017-08-16,245.0
2017-08-17,245.65
2017-08-18,243.7
2017-08-21,236.1
2017-08-22,230.55
2017-08-23,229.65
2017-08-24,233.95
2017-08-28,231.85
2017-08-29,226.2
2017-08-30,223.9
2017-08-31,221.2
2017-09-01,221.6
2017-09-04,221.0
2017-09-05,220.3
2017-09-06,215.65
2017-09-07,216.35
2017-09-08,213.1
2017-09-11,220.2
2017-09-12,237.15
2017-09-13,234.4
2017-09-14,232.95
2017-09-15,233.7
2017-09-18,234.5
2017-09-19,233.8
2017-09-20,232.0
2017-09-21,230.35
2017-09-22,226.9
2017-09-25,224.95
2017-09-26,224.9
2017-09-27,215.15
2017-09-28,233.7
2017-09-29,228.15
2017-10-03,234.85
2017-10-04,229.65
2017-10-05,241.15
2017-10-06,233.85
2017-10-09,239.25
2017-10-10,241.0
2017-10-11,240.35
2017-10-12,238.05
2017-10-13,239.8
2017-10-16,240.95
2017-10-17,240.2
2017-10-18,239.75
2017-10-19,239.1
2017-10-23,238.55
2017-10-24,238.05
2017-10-25,241.05
2017-10-26,244.5
2017-10-27,255.2
2017-10-30,264.15
2017-10-31,264.65
2017-11-01,268.1
2017-11-02,272.2
2017-11-03,273.65
2017-11-06,267.55
2017-11-07,254.95
2017-11-08,244.7
2017-11-09,236.0
2017-11-10,256.4
2017-11-13,250.05
2017-11-14,252.5
2017-11-15,250.6
2017-11-16,251.9
2017-11-17,258.25
2017-11-20,261.05
2017-11-21,263.85
2017-11-22,263.0
2017-11-23,264.3
2017-11-24,258.55
2017-11-27,257.9
2017-11-28,255.95
2017-11-29,252.1
2017-11-30,250.8
2017-12-01,244.45
2017-12-04,247.85
2017-12-05,245.6
2017-12-06,242.1
2017-12-07,239.7
2017-12-08,240.0
2017-12-11,241.6
2017-12-12,237.5
2017-12-13,239.9
2017-12-14,239.4
2017-12-15,237.75
2017-12-18,238.65
2017-12-19,239.25
2017-12-20,239.9
2017-12-21,239.95
2017-12-22,237.7
2017-12-26,238.15
2017-12-27,240.05
2017-12-28,243.0
2017-12-29,235.65
