Date,RAJESHEXPO
2017-01-02,466.2
2017-01-03,476.5
2017-01-04,487.0
2017-01-05,507.6
2017-01-06,504.75
2017-01-09,495.85
2017-01-10,505.35
2017-01-11,508.0
2017-01-12,500.5
2017-01-13,499.9
2017-01-16,499.9
2017-01-17,493.95
2017-01-18,496.25
2017-01-19,494.95
2017-01-20,487.0
2017-01-23,489.7
2017-01-24,497.35
2017-01-25,498.8
2017-01-27,502.65
2017-01-30,497.55
2017-01-31,498.25
2017-02-01,499.05
2017-02-02,499.05
2017-02-03,495.9
2017-02-06,501.95
2017-02-07,501.75
2017-02-08,498.15
2017-02-09,497.4
2017-02-10,495.95
2017-02-13,500.6
2017-02-14,496.45
2017-02-15,495.65
2017-02-16,497.45
2017-02-17,498.2
2017-02-20,498.1
2017-02-21,499.3
2017-02-22,515.25
2017-02-23,512.0
2017-02-27,527.65
2017-02-28,529.2
2017-03-01,529.85
2017-03-02,532.4
2017-03-03,529.35
2017-03-06,533.2
2017-03-07,533.9
2017-03-08,533.35
2017-03-09,534.0
2017-03-10,539.25
2017-03-14,551.0
2017-03-15,559.85
2017-03-16,560.55
2017-03-17,560.35
2017-03-20,559.85
2017-03-21,560.15
2017-03-22,560.5
2017-03-23,559.75
2017-03-24,560.05
2017-03-27,567.3
2017-03-28,583.65
2017-03-29,585.15
2017-03-30,602.0
2017-03-31,605.95
2017-04-03,597.25
2017-04-05,604.1
2017-04-06,606.05
2017-04-07,602.45
2017-04-10,597.75
2017-04-11,601.65
2017-04-12,596.65
2017-04-13,587.15
2017-04-17,603.2
2017-04-18,604.15
2017-04-19,602.65
2017-04-20,603.65
2017-04-21,604.65
2017-04-24,605.6
2017-04-25,606.2
2017-04-26,607.2
2017-04-27,607.85
2017-04-28,615.2
2017-05-02,618.0
2017-05-03,617.95
2017-05-04,618.45
2017-05-05,617.9
2017-05-08,623.7
2017-05-09,625.45
2017-05-10,626.2
2017-05-11,630.8
2017-05-12,631.3
2017-05-15,642.4
2017-05-16,642.75
2017-05-17,642.35
2017-05-18,638.25
2017-05-19,634.95
2017-05-22,646.15
2017-05-23,647.95
2017-05-24,648.8
2017-05-25,647.7
2017-05-26,652.1
2017-05-29,649.9
2017-05-30,650.75
2017-05-31,650.75
2017-06-01,651.8
2017-06-02,652.7
2017-06-05,648.35
2017-06-06,648.5
2017-06-07,643.65
2017-06-08,640.35
2017-06-09,641.05
2017-06-12,643.35
2017-06-13,647.5
2017-06-14,659.5
2017-06-15,666.85
2017-06-16,688.15
2017-06-19,692.25
2017-06-20,685.85
2017-06-21,689.85
2017-06-22,689.25
2017-06-23,690.85
2017-06-27,692.45
2017-06-28,680.65
2017-06-29,673.75
2017-06-30,689.45
2017-07-03,677.1
2017-07-04,674.55
2017-07-05,678.55
2017-07-06,666.0
2017-07-07,660.5
2017-07-10,663.55
2017-07-11,658.55
2017-07-12,662.35
2017-07-13,660.8
2017-07-14,659.1
2017-07-17,672.55
2017-07-18,678.95
2017-07-19,679.8
2017-07-20,679.85
2017-07-21,679.4
2017-07-24,701.0
2017-07-25,704.25
2017-07-26,716.4
2017-07-27,708.9
2017-07-28,699.85
2017-07-31,711.2
2017-08-01,721.45
2017-08-02,729.25
2017-08-03,729.55
2017-08-04,740.15
2017-08-07,739.35
2017-08-08,738.3
2017-08-09,718.4
2017-08-10,714.05
2017-08-11,709.05
2017-08-14,709.35
2017-08-16,718.85
2017-08-17,719.8
2017-08-18,719.45
2017-08-21,720.35
2017-08-22,719.15
2017-08-23,719.3
2017-08-24,719.9
2017-08-28,743.2
2017-08-29,731.35
2017-08-30,739.2
2017-08-31,744.0
2017-09-01,741.95
2017-09-04,740.75
2017-09-05,758.65
2017-09-06,754.0
2017-09-07,760.35
2017-09-08,749.55
2017-09-11,748.65
2017-09-12,751.0
2017-09-13,751.05
2017-09-14,754.0
2017-09-15,755.4
2017-09-18,753.55
2017-09-19,754.85
2017-09-20,754.85
2017-09-21,735.4
2017-09-22,751.6
2017-09-25,761.1
2017-09-26,786.05
2017-09-27,790.2
2017-09-28,814.65
2017-09-29,819.4
2017-10-03,821.85
2017-10-04,805.0
2017-10-05,798.3
2017-10-06,811.5
2017-10-09,814.35
2017-10-10,825.8
2017-10-11,817.5
2017-10-12,821.8
2017-10-13,817.9
2017-10-16,825.35
2017-10-17,821.2
2017-10-18,816.3
2017-10-19,819.25
2017-10-23,823.45
2017-10-24,805.65
2017-10-25,809.95
2017-10-26,792.15
2017-10-27,793.15
2017-10-30,789.75
2017-10-31,782.25
2017-11-01,771.35
2017-11-02,775.7
2017-11-03,777.25
2017-11-06,779.8
2017-11-07,781.7
2017-11-08,774.15
2017-11-09,786.45
2017-11-10,783.65
2017-11-13,777.0
2017-11-14,778.15
2017-11-15,759.6
2017-11-16,754.65
2017-11-17,759.35
2017-11-20,762.5
2017-11-21,760.45
2017-11-22,755.7
2017-11-23,762.6
2017-11-24,766.2
2017-11-27,759.35
2017-11-28,773.0
2017-11-29,772.2
2017-11-30,763.8
2017-12-01,757.9
2017-12-04,769.0
2017-12-05,767.35
2017-12-06,767.1
2017-12-07,803.25
2017-12-08,813.1
2017-12-11,805.0
2017-12-12,808.0
2017-12-13,811.0
2017-12-14,810.1
2017-12-15,808.8
2017-12-18,804.5
2017-12-19,819.5
2017-12-20,802.05
2017-12-21,809.9
2017-12-22,810.65
2017-12-26,805.25
2017-12-27,808.45
2017-12-28,802.35
2017-12-29,804.0
