Date,IDEA
2017-01-02,74.95
2017-01-03,73.4
2017-01-04,74.15
2017-01-05,74.8
2017-01-06,72.9
2017-01-09,74.1
2017-01-10,74.5
2017-01-11,74.6
2017-01-12,72.15
2017-01-13,68.8
2017-01-16,69.9
2017-01-17,69.25
2017-01-18,67.45
2017-01-19,69.35
2017-01-20,71.5
2017-01-23,73.35
2017-01-24,75.9
2017-01-25,76.15
2017-01-27,78.0
2017-01-30,97.7
2017-01-31,110.1
2017-02-01,107.4
2017-02-02,109.8
2017-02-03,109.45
2017-02-06,108.4
2017-02-07,107.35
2017-02-08,109.55
2017-02-09,110.6
2017-02-10,110.45
2017-02-13,107.25
2017-02-14,109.9
2017-02-15,107.3
2017-02-16,107.85
2017-02-17,105.9
2017-02-20,108.45
2017-02-21,108.35
2017-02-22,112.6
2017-02-23,119.6
2017-02-27,114.55
2017-02-28,115.85
2017-03-01,113.25
2017-03-02,109.6
2017-03-03,110.55
2017-03-06,109.75
2017-03-07,108.6
2017-03-08,106.2
2017-03-09,103.95
2017-03-10,104.25
2017-03-14,103.05
2017-03-15,113.1
2017-03-16,112.95
2017-03-17,108.1
2017-03-20,97.7
2017-03-21,92.95
2017-03-22,91.3
2017-03-23,91.6
2017-03-24,90.9
2017-03-27,87.6
2017-03-28,88.5
2017-03-29,88.9
2017-03-30,87.05
2017-03-31,85.85
2017-04-03,85.1
2017-04-05,87.75
2017-04-06,86.6
2017-04-07,87.6
2017-04-10,88.0
2017-04-11,88.7
2017-04-12,86.7
2017-04-13,86.15
2017-04-17,86.05
2017-04-18,86.2
2017-04-19,86.2
2017-04-20,84.65
2017-04-21,85.3
2017-04-24,85.0
2017-04-25,85.25
2017-04-26,85.7
2017-04-27,85.15
2017-04-28,85.95
2017-05-02,84.7
2017-05-03,83.8
2017-05-04,83.35
2017-05-05,82.0
2017-05-08,87.6
2017-05-09,87.0
2017-05-10,90.7
2017-05-11,90.8
2017-05-12,92.35
2017-05-15,86.05
2017-05-16,87.8
2017-05-17,87.2
2017-05-18,87.05
2017-05-19,87.9
2017-05-22,87.75
2017-05-23,84.55
2017-05-24,78.8
2017-05-25,79.1
2017-05-26,79.75
2017-05-29,79.25
2017-05-30,78.9
2017-05-31,80.0
2017-06-01,79.5
2017-06-02,79.95
2017-06-05,81.7
2017-06-06,80.1
2017-06-07,78.9
2017-06-08,79.45
2017-06-09,78.95
2017-06-12,79.05
2017-06-13,79.1
2017-06-14,77.05
2017-06-15,76.55
2017-06-16,77.75
2017-06-19,79.65
2017-06-20,82.15
2017-06-21,80.75
2017-06-22,80.25
2017-06-23,79.35
2017-06-27,81.15
2017-06-28,83.5
2017-06-29,84.35
2017-06-30,85.25
2017-07-03,86.15
2017-07-04,83.95
2017-07-05,83.55
2017-07-06,82.5
2017-07-07,83.35
2017-07-10,87.2
2017-07-11,84.3
2017-07-12,85.45
2017-07-13,87.8
2017-07-14,88.95
2017-07-17,88.9
2017-07-18,87.2
2017-07-19,95.15
2017-07-20,95.05
2017-07-21,91.95
2017-07-24,91.8
2017-07-25,97.7
2017-07-26,94.55
2017-07-27,92.75
2017-07-28,95.55
2017-07-31,92.45
2017-08-01,92.55
2017-08-02,92.35
2017-08-03,93.25
2017-08-04,92.7
2017-08-07,93.05
2017-08-08,91.65
2017-08-09,91.05
2017-08-10,87.95
2017-08-11,86.2
2017-08-14,86.3
2017-08-16,86.95
2017-08-17,89.35
2017-08-18,90.3
2017-08-21,89.25
2017-08-22,87.95
2017-08-23,90.5
2017-08-24,90.0
2017-08-28,89.85
2017-08-29,87.45
2017-08-30,88.0
2017-08-31,90.65
2017-09-01,88.7
2017-09-04,86.9
2017-09-05,84.65
2017-09-06,81.8
2017-09-07,80.7
2017-09-08,79.6
2017-09-11,78.65
2017-09-12,78.7
2017-09-13,82.6
2017-09-14,81.7
2017-09-15,79.65
2017-09-18,82.55
2017-09-19,83.2
2017-09-20,80.15
2017-09-21,80.25
2017-09-22,78.2
2017-09-25,76.05
2017-09-26,76.05
2017-09-27,75.4
2017-09-28,75.65
2017-09-29,77.45
2017-10-03,75.9
2017-10-04,74.2
2017-10-05,73.75
2017-10-06,73.85
2017-10-09,74.2
2017-10-10,72.95
2017-10-11,73.2
2017-10-12,74.55
2017-10-13,78.9
2017-10-16,83.1
2017-10-17,90.0
2017-10-18,88.7
2017-10-19,91.25
2017-10-23,98.15
2017-10-24,98.5
2017-10-25,99.05
2017-10-26,96.7
2017-10-27,93.0
2017-10-30,94.75
2017-10-31,92.85
2017-11-01,99.0
2017-11-02,106.7
2017-11-03,106.05
2017-11-06,100.55
2017-11-07,97.3
2017-11-08,98.8
2017-11-09,96.65
2017-11-10,97.0
2017-11-13,93.35
2017-11-14,92.5
2017-11-15,93.6
2017-11-16,96.0
2017-11-17,95.2
2017-11-20,101.1
2017-11-21,100.85
2017-11-22,98.45
2017-11-23,96.1
2017-11-24,94.7
2017-11-27,96.1
2017-11-28,95.25
2017-11-29,93.4
2017-11-30,94.45
2017-12-01,93.25
2017-12-04,93.1
2017-12-05,93.6
2017-12-06,93.1
2017-12-07,97.45
2017-12-08,96.2
2017-12-11,95.75
2017-12-12,93.35
2017-12-13,92.8
2017-12-14,93.95
2017-12-15,93.9
2017-12-18,94.95
2017-12-19,98.6
2017-12-20,97.85
2017-12-21,101.55
2017-12-22,100.65
2017-12-26,101.9
2017-12-27,101.25
2017-12-28,102.4
2017-12-29,108.15
