Date,ESSELPACK
2017-01-02,246.0
2017-01-03,246.95
2017-01-04,246.4
2017-01-05,247.55
2017-01-06,246.2
2017-01-09,248.9
2017-01-10,246.5
2017-01-11,245.55
2017-01-12,247.35
2017-01-13,245.95
2017-01-16,243.95
2017-01-17,245.5
2017-01-18,249.65
2017-01-19,258.95
2017-01-20,255.15
2017-01-23,246.5
2017-01-24,251.0
2017-01-25,254.9
2017-01-27,251.2
2017-01-30,244.55
2017-01-31,240.65
2017-02-01,247.95
2017-02-02,249.3
2017-02-03,248.2
2017-02-06,253.45
2017-02-07,249.3
2017-02-08,244.75
2017-02-09,245.7
2017-02-10,247.75
2017-02-13,250.25
2017-02-14,246.65
2017-02-15,240.9
2017-02-16,239.35
2017-02-17,235.1
2017-02-20,236.45
2017-02-21,231.95
2017-02-22,228.1
2017-02-23,228.15
2017-02-27,228.0
2017-02-28,229.75
2017-03-01,240.15
2017-03-02,235.05
2017-03-03,230.0
2017-03-06,230.3
2017-03-07,230.65
2017-03-08,233.1
2017-03-09,234.85
2017-03-10,233.8
2017-03-14,233.35
2017-03-15,231.95
2017-03-16,238.25
2017-03-17,246.35
2017-03-20,242.6
2017-03-21,233.85
2017-03-22,234.25
2017-03-23,239.8
2017-03-24,236.85
2017-03-27,236.45
2017-03-28,235.65
2017-03-29,237.35
2017-03-30,234.2
2017-03-31,237.65
2017-04-03,238.2
2017-04-05,238.3
2017-04-06,234.85
2017-04-07,234.15
2017-04-10,239.05
2017-04-11,236.2
2017-04-12,232.4
2017-04-13,238.0
2017-04-17,235.2
2017-04-18,234.85
2017-04-19,234.85
2017-04-20,233.8
2017-04-21,237.1
2017-04-24,241.35
2017-04-25,253.25
2017-04-26,255.0
2017-04-27,253.6
2017-04-28,256.7
2017-05-02,254.9
2017-05-03,254.45
2017-05-04,262.0
2017-05-05,260.2
2017-05-08,274.05
2017-05-09,269.25
2017-05-10,271.9
2017-05-11,269.0
2017-05-12,268.05
2017-05-15,263.25
2017-05-16,263.4
2017-05-17,258.55
2017-05-18,259.45
2017-05-19,256.15
2017-05-22,259.6
2017-05-23,251.9
2017-05-24,250.35
2017-05-25,259.05
2017-05-26,266.75
2017-05-29,258.95
2017-05-30,257.2
2017-05-31,255.15
2017-06-01,260.85
2017-06-02,261.75
2017-06-05,256.3
2017-06-06,260.7
2017-06-07,271.25
2017-06-08,257.85
2017-06-09,261.95
2017-06-12,253.15
2017-06-13,247.55
2017-06-14,246.85
2017-06-15,255.25
2017-06-16,253.15
2017-06-19,254.2
2017-06-20,254.9
2017-06-21,255.35
2017-06-22,251.0
2017-06-23,245.5
2017-06-27,238.7
2017-06-28,241.95
2017-06-29,244.3
2017-06-30,244.5
2017-07-03,246.9
2017-07-04,243.35
2017-07-05,241.2
2017-07-06,241.7
2017-07-07,241.05
2017-07-10,245.5
2017-07-11,241.45
2017-07-12,244.1
2017-07-13,242.4
2017-07-14,246.65
2017-07-17,245.2
2017-07-18,241.65
2017-07-19,242.4
2017-07-20,240.1
2017-07-21,240.1
2017-07-24,242.0
2017-07-25,239.2
2017-07-26,241.6
2017-07-27,240.25
2017-07-28,253.3
2017-07-31,246.2
2017-08-01,239.9
2017-08-02,241.95
2017-08-03,246.85
2017-08-04,247.6
2017-08-07,250.25
2017-08-08,246.85
2017-08-09,242.25
2017-08-10,240.5
2017-08-11,246.95
2017-08-14,259.8
2017-08-16,257.35
2017-08-17,264.45
2017-08-18,259.8
2017-08-21,259.75
2017-08-22,257.95
2017-08-23,261.1
2017-08-24,269.7
2017-08-28,275.95
2017-08-29,265.05
2017-08-30,279.85
2017-08-31,270.6
2017-09-01,266.35
2017-09-04,264.0
2017-09-05,268.75
2017-09-06,263.75
2017-09-07,257.7
2017-09-08,259.1
2017-09-11,259.9
2017-09-12,255.9
2017-09-13,253.55
2017-09-14,254.95
2017-09-15,256.55
2017-09-18,260.05
2017-09-19,265.7
2017-09-20,261.3
2017-09-21,257.05
2017-09-22,248.5
2017-09-25,245.0
2017-09-26,247.35
2017-09-27,246.0
2017-09-28,249.4
2017-09-29,251.35
2017-10-03,252.35
2017-10-04,251.75
2017-10-05,268.1
2017-10-06,266.5
2017-10-09,266.0
2017-10-10,265.95
2017-10-11,265.95
2017-10-12,266.2
2017-10-13,267.0
2017-10-16,270.25
2017-10-17,272.15
2017-10-18,273.25
2017-10-19,270.9
2017-10-23,269.9
2017-10-24,272.3
2017-10-25,270.1
2017-10-26,272.1
2017-10-27,272.2
2017-10-30,280.15
2017-10-31,285.25
2017-11-01,283.85
2017-11-02,285.4
2017-11-03,285.2
2017-11-06,285.35
2017-11-07,285.2
2017-11-08,288.1
2017-11-09,289.7
2017-11-10,283.65
2017-11-13,286.15
2017-11-14,288.0
2017-11-15,289.95
2017-11-16,299.8
2017-11-17,310.9
2017-11-20,309.55
2017-11-21,304.5
2017-11-22,300.9
2017-11-23,303.3
2017-11-24,296.85
2017-11-27,298.0
2017-11-28,287.55
2017-11-29,287.4
2017-11-30,288.1
2017-12-01,286.0
2017-12-04,280.65
2017-12-05,278.5
2017-12-06,278.95
2017-12-07,276.6
2017-12-08,280.45
2017-12-11,275.8
2017-12-12,273.15
2017-12-13,273.8
2017-12-14,279.4
2017-12-15,280.15
2017-12-18,280.95
2017-12-19,284.15
2017-12-20,290.55
2017-12-21,291.6
2017-12-22,289.3
2017-12-26,288.25
2017-12-27,290.55
2017-12-28,294.75
2017-12-29,295.8
