Date,TRIL
2017-01-02,353.75
2017-01-03,351.0
2017-01-04,354.0
2017-01-05,362.9
2017-01-06,355.75
2017-01-09,354.35
2017-01-10,366.85
2017-01-11,378.0
2017-01-12,376.4
2017-01-13,377.3
2017-01-16,374.45
2017-01-17,379.4
2017-01-18,437.9
2017-01-19,425.15
2017-01-20,431.1
2017-01-23,424.9
2017-01-24,419.45
2017-01-25,414.95
2017-01-27,412.45
2017-01-30,414.4
2017-01-31,407.35
2017-02-01,418.95
2017-02-02,424.5
2017-02-03,393.5
2017-02-06,392.95
2017-02-07,387.2
2017-02-08,389.55
2017-02-09,383.7
2017-02-10,379.55
2017-02-13,372.35
2017-02-14,372.25
2017-02-15,360.85
2017-02-16,356.75
2017-02-17,380.1
2017-02-20,383.85
2017-02-21,381.7
2017-02-22,376.7
2017-02-23,376.4
2017-02-27,392.0
2017-02-28,398.95
2017-03-01,396.05
2017-03-02,383.85
2017-03-03,382.6
2017-03-06,385.6
2017-03-07,385.45
2017-03-08,384.45
2017-03-09,390.85
2017-03-10,392.8
2017-03-14,405.85
2017-03-15,403.55
2017-03-16,404.15
2017-03-17,412.95
2017-03-20,406.75
2017-03-21,405.05
2017-03-22,400.9
2017-03-23,401.35
2017-03-24,400.75
2017-03-27,401.7
2017-03-28,407.8
2017-03-29,397.4
2017-03-30,399.4
2017-03-31,406.45
2017-04-03,416.8
2017-04-05,418.55
2017-04-06,422.0
2017-04-07,414.45
2017-04-10,428.55
2017-04-11,443.4
2017-04-12,433.0
2017-04-13,454.8
2017-04-17,462.4
2017-04-18,439.6
2017-04-19,428.05
2017-04-20,427.95
2017-04-21,425.85
2017-04-24,422.85
2017-04-25,424.5
2017-04-26,424.7
2017-04-27,424.7
2017-04-28,421.0
2017-05-02,419.4
2017-05-03,414.65
2017-05-04,422.75
2017-05-05,412.3
2017-05-08,390.5
2017-05-09,390.75
2017-05-10,391.0
2017-05-11,384.7
2017-05-12,383.15
2017-05-15,411.6
2017-05-16,404.55
2017-05-17,398.4
2017-05-18,388.3
2017-05-19,391.05
2017-05-22,386.5
2017-05-23,390.1
2017-05-24,380.6
2017-05-25,381.1
2017-05-26,385.1
2017-05-29,367.05
2017-05-30,365.8
2017-05-31,373.25
2017-06-01,371.45
2017-06-02,379.2
2017-06-05,380.95
2017-06-06,375.95
2017-06-07,377.05
2017-06-08,376.85
2017-06-09,375.05
2017-06-12,371.65
2017-06-13,370.35
2017-06-14,365.9
2017-06-15,363.9
2017-06-16,357.2
2017-06-19,361.9
2017-06-20,367.15
2017-06-21,360.65
2017-06-22,359.75
2017-06-23,353.05
2017-06-27,341.0
2017-06-28,340.2
2017-06-29,343.4
2017-06-30,343.65
2017-07-03,348.65
2017-07-04,343.6
2017-07-05,348.3
2017-07-06,364.8
2017-07-07,374.5
2017-07-10,377.35
2017-07-11,381.65
2017-07-12,370.85
2017-07-13,369.8
2017-07-14,354.9
2017-07-17,348.8
2017-07-18,352.1
2017-07-19,357.45
2017-07-20,354.85
2017-07-21,351.6
2017-07-24,351.2
2017-07-25,347.3
2017-07-26,348.7
2017-07-27,349.0
2017-07-28,346.45
2017-07-31,343.05
2017-08-01,341.1
2017-08-02,342.6
2017-08-03,340.3
2017-08-04,342.2
2017-08-07,343.85
2017-08-08,336.7
2017-08-09,323.75
2017-08-10,307.95
2017-08-11,297.45
2017-08-14,311.15
2017-08-16,315.15
2017-08-17,323.0
2017-08-18,326.35
2017-08-21,317.7
2017-08-22,311.75
2017-08-23,312.85
2017-08-24,315.7
2017-08-28,317.4
2017-08-29,314.05
2017-08-30,321.05
2017-08-31,327.85
2017-09-01,322.75
2017-09-04,314.5
2017-09-05,312.15
2017-09-06,313.5
2017-09-07,315.6
2017-09-08,311.6
2017-09-11,312.55
2017-09-12,313.3
2017-09-13,306.8
2017-09-14,301.45
2017-09-15,308.35
2017-09-18,312.7
2017-09-19,351.4
2017-09-20,339.35
2017-09-21,327.85
2017-09-22,317.45
2017-09-25,321.0
2017-09-26,319.95
2017-09-27,306.95
2017-09-28,31.8
2017-09-29,33.1
2017-10-03,32.65
2017-10-04,31.7
2017-10-05,31.55
2017-10-06,31.2
2017-10-09,31.35
2017-10-10,31.35
2017-10-11,30.9
2017-10-12,30.75
2017-10-13,30.3
2017-10-16,30.0
2017-10-17,30.0
2017-10-18,29.85
2017-10-19,29.85
2017-10-23,29.9
2017-10-24,30.2
2017-10-25,29.95
2017-10-26,29.9
2017-10-27,29.5
2017-10-30,30.35
2017-10-31,30.4
2017-11-01,30.15
2017-11-02,30.1
2017-11-03,32.6
2017-11-06,33.0
2017-11-07,31.9
2017-11-08,31.55
2017-11-09,31.4
2017-11-10,31.05
2017-11-13,31.4
2017-11-14,31.6
2017-11-15,30.85
2017-11-16,31.1
2017-11-17,31.85
2017-11-20,32.05
2017-11-21,31.7
2017-11-22,31.45
2017-11-23,31.75
2017-11-24,31.55
2017-11-27,30.75
2017-11-28,30.75
2017-11-29,31.15
2017-11-30,32.95
2017-12-01,32.7
2017-12-04,34.0
2017-12-05,34.95
2017-12-06,33.95
2017-12-07,34.25
2017-12-08,34.3
2017-12-11,34.55
2017-12-12,35.5
2017-12-13,35.75
2017-12-14,35.5
2017-12-15,35.75
2017-12-18,35.5
2017-12-19,37.65
2017-12-20,38.7
2017-12-21,41.5
2017-12-22,42.7
2017-12-26,41.85
2017-12-27,39.55
2017-12-28,41.85
2017-12-29,41.75
