Date,ADLABS
2017-01-02,71.8
2017-01-03,72.75
2017-01-04,72.9
2017-01-05,75.1
2017-01-06,73.9
2017-01-09,72.75
2017-01-10,75.8
2017-01-11,76.4
2017-01-12,75.95
2017-01-13,75.1
2017-01-16,75.2
2017-01-17,75.6
2017-01-18,78.4
2017-01-19,77.35
2017-01-20,75.0
2017-01-23,75.0
2017-01-24,75.3
2017-01-25,76.25
2017-01-27,76.7
2017-01-30,76.3
2017-01-31,74.1
2017-02-01,75.65
2017-02-02,75.55
2017-02-03,75.65
2017-02-06,78.7
2017-02-07,80.6
2017-02-08,82.8
2017-02-09,81.35
2017-02-10,80.3
2017-02-13,77.75
2017-02-14,76.5
2017-02-15,73.7
2017-02-16,74.1
2017-02-17,74.7
2017-02-20,75.25
2017-02-21,77.55
2017-02-22,79.55
2017-02-23,87.9
2017-02-27,86.95
2017-02-28,86.15
2017-03-01,84.65
2017-03-02,81.5
2017-03-03,80.75
2017-03-06,83.55
2017-03-07,82.45
2017-03-08,81.0
2017-03-09,81.75
2017-03-10,79.55
2017-03-14,81.45
2017-03-15,81.7
2017-03-16,84.95
2017-03-17,84.8
2017-03-20,85.05
2017-03-21,83.6
2017-03-22,83.55
2017-03-23,83.45
2017-03-24,82.7
2017-03-27,81.55
2017-03-28,81.7
2017-03-29,80.1
2017-03-30,81.95
2017-03-31,78.5
2017-04-03,81.3
2017-04-05,83.65
2017-04-06,83.35
2017-04-07,83.95
2017-04-10,83.65
2017-04-11,84.95
2017-04-12,82.6
2017-04-13,86.2
2017-04-17,84.35
2017-04-18,83.8
2017-04-19,84.4
2017-04-20,84.6
2017-04-21,84.25
2017-04-24,83.75
2017-04-25,83.8
2017-04-26,83.75
2017-04-27,86.9
2017-04-28,89.9
2017-05-02,87.2
2017-05-03,87.2
2017-05-04,87.0
2017-05-05,84.15
2017-05-08,83.75
2017-05-09,83.95
2017-05-10,83.8
2017-05-11,88.1
2017-05-12,86.2
2017-05-15,85.85
2017-05-16,85.25
2017-05-17,84.8
2017-05-18,80.6
2017-05-19,81.5
2017-05-22,78.85
2017-05-23,78.05
2017-05-24,75.9
2017-05-25,75.95
2017-05-26,77.65
2017-05-29,75.9
2017-05-30,75.25
2017-05-31,76.0
2017-06-01,75.25
2017-06-02,74.95
2017-06-05,78.15
2017-06-06,78.0
2017-06-07,77.7
2017-06-08,77.75
2017-06-09,79.0
2017-06-12,76.95
2017-06-13,77.3
2017-06-14,76.7
2017-06-15,75.2
2017-06-16,74.45
2017-06-19,73.7
2017-06-20,74.8
2017-06-21,83.15
2017-06-22,82.4
2017-06-23,81.7
2017-06-27,77.25
2017-06-28,76.75
2017-06-29,76.4
2017-06-30,75.6
2017-07-03,75.95
2017-07-04,75.95
2017-07-05,76.75
2017-07-06,76.55
2017-07-07,77.05
2017-07-10,75.1
2017-07-11,72.3
2017-07-12,72.25
2017-07-13,72.05
2017-07-14,71.8
2017-07-17,72.9
2017-07-18,71.75
2017-07-19,72.6
2017-07-20,73.7
2017-07-21,73.35
2017-07-24,73.2
2017-07-25,73.05
2017-07-26,74.9
2017-07-27,72.05
2017-07-28,70.15
2017-07-31,69.6
2017-08-01,67.3
2017-08-02,65.5
2017-08-03,62.45
2017-08-04,61.65
2017-08-07,59.05
2017-08-08,61.35
2017-08-09,58.5
2017-08-10,57.6
2017-08-11,58.05
2017-08-14,59.05
2017-08-16,58.35
2017-08-17,57.7
2017-08-18,56.35
2017-08-21,55.05
2017-08-22,53.65
2017-08-23,53.85
2017-08-24,54.25
2017-08-28,55.25
2017-08-29,54.25
2017-08-30,65.1
2017-08-31,72.3
2017-09-01,73.1
2017-09-04,68.15
2017-09-05,69.35
2017-09-06,78.35
2017-09-07,81.85
2017-09-08,72.4
2017-09-11,69.95
2017-09-12,73.6
2017-09-13,70.8
2017-09-14,72.9
2017-09-15,71.05
2017-09-18,72.35
2017-09-19,71.5
2017-09-20,70.2
2017-09-21,70.3
2017-09-22,69.6
2017-09-25,67.05
2017-09-26,67.75
2017-09-27,65.25
2017-09-28,65.75
2017-09-29,65.75
2017-10-03,62.0
2017-10-04,65.45
2017-10-05,65.55
2017-10-06,65.85
2017-10-09,66.75
2017-10-10,67.15
2017-10-11,67.1
2017-10-12,69.05
2017-10-13,69.15
2017-10-16,69.4
2017-10-17,68.95
2017-10-18,69.1
2017-10-19,68.15
2017-10-23,67.55
2017-10-24,69.2
2017-10-25,68.6
2017-10-26,68.65
2017-10-27,70.4
2017-10-30,74.15
2017-10-31,76.6
2017-11-01,76.2
2017-11-02,83.75
2017-11-03,87.4
2017-11-06,82.1
2017-11-07,81.5
2017-11-08,78.25
2017-11-09,76.85
2017-11-10,75.65
2017-11-13,71.8
