Date,WENDT
2017-01-02,1733.25
2017-01-03,1777.4
2017-01-04,1746.25
2017-01-05,1756.0
2017-01-06,1789.35
2017-01-09,1792.65
2017-01-10,1785.0
2017-01-11,1800.0
2017-01-12,1791.0
2017-01-13,1792.2
2017-01-16,1801.0
2017-01-17,1810.3
2017-01-18,1800.2
2017-01-19,1800.0
2017-01-20,1784.6
2017-01-23,1797.15
2017-01-24,1812.9
2017-01-25,1888.25
2017-01-27,1872.15
2017-01-30,1863.1
2017-01-31,1866.3
2017-02-01,1870.1
2017-02-02,1896.0
2017-02-03,1908.35
2017-02-06,1901.0
2017-02-07,1900.0
2017-02-08,1890.0
2017-02-09,1865.85
2017-02-10,1885.0
2017-02-13,1899.95
2017-02-14,1900.0
2017-02-15,1895.25
2017-02-16,1864.85
2017-02-17,1905.0
2017-02-20,1915.35
2017-02-21,1893.85
2017-02-22,1873.8
2017-02-23,1869.2
2017-02-27,1870.0
2017-02-28,1904.55
2017-03-01,1896.95
2017-03-02,1870.9
2017-03-03,1900.0
2017-03-06,1871.9
2017-03-07,1887.45
2017-03-08,1881.9
2017-03-09,1884.95
2017-03-10,1898.0
2017-03-14,1885.35
2017-03-15,1873.3
2017-03-16,1876.05
2017-03-17,1871.7
2017-03-20,1898.0
2017-03-21,1898.65
2017-03-22,1893.75
2017-03-23,1886.0
2017-03-24,1898.9
2017-03-27,1872.9
2017-03-28,1890.4
2017-03-29,1875.0
2017-03-30,1880.25
2017-03-31,1896.25
2017-04-03,1961.25
2017-04-05,1988.35
2017-04-06,1996.5
2017-04-07,1986.1
2017-04-10,2066.5
2017-04-11,2139.5
2017-04-12,2098.6
2017-04-13,2097.0
2017-04-17,2061.0
2017-04-18,2070.0
2017-04-19,2081.45
2017-04-20,2075.0
2017-04-21,2251.1
2017-04-24,2249.45
2017-04-25,2282.85
2017-04-26,2229.95
2017-04-27,2104.7
2017-04-28,2143.05
2017-05-02,2118.1
2017-05-03,2130.35
2017-05-04,2121.7
2017-05-05,2096.4
2017-05-08,2115.7
2017-05-09,2089.1
2017-05-10,2323.75
2017-05-11,2283.65
2017-05-12,2247.5
2017-05-15,2256.2
2017-05-16,2267.9
2017-05-17,2263.05
2017-05-18,2295.75
2017-05-19,2275.9
2017-05-22,2287.25
2017-05-23,2208.4
2017-05-24,2182.5
2017-05-25,2185.0
2017-05-26,2201.25
2017-05-29,2180.15
2017-05-30,2170.65
2017-05-31,2178.3
2017-06-01,2190.0
2017-06-02,2239.85
2017-06-05,2284.2
2017-06-06,2276.2
2017-06-07,2295.95
2017-06-08,2285.25
2017-06-09,2250.65
2017-06-12,2303.85
2017-06-13,2296.15
2017-06-14,2228.65
2017-06-15,2212.95
2017-06-16,2234.0
2017-06-19,2186.65
2017-06-20,2199.9
2017-06-21,2158.05
2017-06-22,2161.0
2017-06-23,2158.85
2017-06-27,2189.6
2017-06-28,2126.3
2017-06-29,2178.1
