Date,KKCL
2017-01-02,1756.65
2017-01-03,1748.4
2017-01-04,1800.0
2017-01-05,1775.0
2017-01-06,1798.7
2017-01-09,1776.05
2017-01-10,1771.2
2017-01-11,1798.55
2017-01-12,1761.05
2017-01-13,1759.2
2017-01-16,1742.8
2017-01-17,1790.0
2017-01-18,1791.95
2017-01-19,1760.1
2017-01-20,1760.0
2017-01-23,1780.0
2017-01-24,1780.0
2017-01-25,1797.7
2017-01-27,1789.9
2017-01-30,1723.6
2017-01-31,1739.35
2017-02-01,1741.95
2017-02-02,1764.8
2017-02-03,1765.0
2017-02-06,1747.65
2017-02-07,1775.0
2017-02-08,1797.9
2017-02-09,1795.0
2017-02-10,1753.35
2017-02-13,1731.8
2017-02-14,1746.45
2017-02-15,1759.8
2017-02-16,1746.0
2017-02-17,1736.5
2017-02-20,1726.0
2017-02-21,1728.7
2017-02-22,1730.4
2017-02-23,1720.8
2017-02-27,1729.1
2017-02-28,1737.5
2017-03-01,1767.65
2017-03-02,1766.85
2017-03-03,1736.0
2017-03-06,1737.0
2017-03-07,1720.4
2017-03-08,1748.0
2017-03-09,1760.05
2017-03-10,1775.35
2017-03-14,1762.8
2017-03-15,1750.0
2017-03-16,1780.0
2017-03-17,1794.0
2017-03-20,1789.9
2017-03-21,1790.15
2017-03-22,1786.0
2017-03-23,1806.75
2017-03-24,1800.0
2017-03-27,1799.55
2017-03-28,1802.25
2017-03-29,1643.0
2017-03-30,1699.1
2017-03-31,1735.85
2017-04-03,1718.2
2017-04-05,1737.7
2017-04-06,1715.0
2017-04-07,1701.6
2017-04-10,1701.25
2017-04-11,1701.0
2017-04-12,1720.05
2017-04-13,1707.85
2017-04-17,1730.6
2017-04-18,1720.85
2017-04-19,1730.0
2017-04-20,1730.0
2017-04-21,1730.0
2017-04-24,1791.8
2017-04-25,1783.05
2017-04-26,1766.65
2017-04-27,1771.15
2017-04-28,1772.3
2017-05-02,1777.4
2017-05-03,1782.2
2017-05-04,1789.8
2017-05-05,1767.4
2017-05-08,1746.0
2017-05-09,1746.35
2017-05-10,1742.15
2017-05-11,1758.35
2017-05-12,1755.75
2017-05-15,1769.5
2017-05-16,1714.0
2017-05-17,1742.2
2017-05-18,1717.7
2017-05-19,1735.05
2017-05-22,1733.3
2017-05-23,1727.2
2017-05-24,1703.35
2017-05-25,1712.75
2017-05-26,1713.4
2017-05-29,1710.0
2017-05-30,1715.0
2017-05-31,1718.0
2017-06-01,1714.6
2017-06-02,1720.35
