Date,INOXLEISUR
2017-01-02,230.3
2017-01-03,233.7
2017-01-04,230.0
2017-01-05,230.25
2017-01-06,228.2
2017-01-09,229.7
2017-01-10,228.35
2017-01-11,227.85
2017-01-12,227.65
2017-01-13,226.05
2017-01-16,226.0
2017-01-17,226.95
2017-01-18,233.65
2017-01-19,237.75
2017-01-20,235.05
2017-01-23,241.45
2017-01-24,239.4
2017-01-25,235.35
2017-01-27,227.2
2017-01-30,219.1
2017-01-31,214.55
2017-02-01,216.05
2017-02-02,220.25
2017-02-03,225.5
2017-02-06,225.9
2017-02-07,226.0
2017-02-08,226.1
2017-02-09,230.1
2017-02-10,230.25
2017-02-13,232.85
2017-02-14,237.8
2017-02-15,237.7
2017-02-16,240.05
2017-02-17,242.15
2017-02-20,246.05
2017-02-21,246.1
2017-02-22,237.85
2017-02-23,237.85
2017-02-27,242.05
2017-02-28,246.05
2017-03-01,240.05
2017-03-02,236.7
2017-03-03,236.0
2017-03-06,235.45
2017-03-07,266.05
2017-03-08,249.65
2017-03-09,247.05
2017-03-10,253.25
2017-03-14,253.5
2017-03-15,248.6
2017-03-16,249.9
2017-03-17,250.15
2017-03-20,250.85
2017-03-21,249.45
2017-03-22,247.2
2017-03-23,248.65
2017-03-24,249.9
2017-03-27,259.6
2017-03-28,273.95
2017-03-29,275.95
2017-03-30,278.35
2017-03-31,286.6
2017-04-03,285.4
2017-04-05,294.3
2017-04-06,298.45
2017-04-07,298.4
2017-04-10,295.55
2017-04-11,297.95
2017-04-12,289.0
2017-04-13,293.25
2017-04-17,296.25
2017-04-18,289.75
2017-04-19,284.15
2017-04-20,292.75
2017-04-21,297.55
2017-04-24,301.5
2017-04-25,296.45
2017-04-26,296.0
2017-04-27,298.0
2017-04-28,299.65
2017-05-02,292.4
2017-05-03,292.9
2017-05-04,285.9
2017-05-05,277.95
2017-05-08,283.2
2017-05-09,281.2
2017-05-10,280.45
2017-05-11,284.0
2017-05-12,282.15
2017-05-15,282.15
2017-05-16,285.8
2017-05-17,287.0
2017-05-18,283.75
2017-05-19,288.05
2017-05-22,278.9
2017-05-23,283.55
2017-05-24,280.15
2017-05-25,290.3
2017-05-26,293.15
2017-05-29,292.1
2017-05-30,290.25
2017-05-31,289.85
2017-06-01,290.35
2017-06-02,287.5
2017-06-05,292.5
2017-06-06,293.0
2017-06-07,290.4
2017-06-08,290.05
2017-06-09,291.8
2017-06-12,287.3
2017-06-13,287.0
2017-06-14,284.85
2017-06-15,282.85
2017-06-16,282.7
2017-06-19,288.6
2017-06-20,286.4
2017-06-21,282.15
2017-06-22,281.5
2017-06-23,273.25
2017-06-27,269.3
2017-06-28,262.3
2017-06-29,263.85
2017-06-30,274.3
2017-07-03,271.9
2017-07-04,271.0
2017-07-05,286.2
2017-07-06,278.75
2017-07-07,275.55
2017-07-10,274.05
2017-07-11,271.35
2017-07-12,274.35
2017-07-13,270.95
2017-07-14,267.45
2017-07-17,266.1
2017-07-18,262.85
2017-07-19,264.4
2017-07-20,258.8
2017-07-21,273.15
2017-07-24,266.2
2017-07-25,266.15
2017-07-26,261.3
2017-07-27,258.95
2017-07-28,251.9
2017-07-31,256.65
2017-08-01,257.3
2017-08-02,254.95
2017-08-03,251.65
2017-08-04,249.4
2017-08-07,246.05
2017-08-08,249.0
2017-08-09,245.3
2017-08-10,233.7
2017-08-11,232.1
2017-08-14,248.9
2017-08-16,244.35
2017-08-17,245.45
2017-08-18,239.65
2017-08-21,232.0
2017-08-22,230.05
2017-08-23,232.4
2017-08-24,234.2
2017-08-28,238.4
2017-08-29,242.05
2017-08-30,247.2
2017-08-31,247.3
2017-09-01,252.95
2017-09-04,245.7
2017-09-05,247.1
2017-09-06,246.75
2017-09-07,245.15
2017-09-08,241.65
2017-09-11,239.75
2017-09-12,237.6
2017-09-13,233.6
2017-09-14,231.4
2017-09-15,235.35
2017-09-18,235.9
2017-09-19,237.6
2017-09-20,237.85
2017-09-21,233.55
2017-09-22,231.7
2017-09-25,221.4
2017-09-26,224.5
2017-09-27,218.35
2017-09-28,221.15
2017-09-29,235.15
2017-10-03,229.45
2017-10-04,230.35
2017-10-05,227.3
2017-10-06,228.8
2017-10-09,225.5
2017-10-10,230.4
2017-10-11,233.45
2017-10-12,233.85
2017-10-13,242.9
2017-10-16,233.7
2017-10-17,231.65
2017-10-18,229.5
2017-10-19,228.25
2017-10-23,229.15
2017-10-24,229.85
2017-10-25,228.05
2017-10-26,229.8
2017-10-27,227.2
2017-10-30,230.9
2017-10-31,243.8
2017-11-01,263.45
2017-11-02,259.3
2017-11-03,260.0
2017-11-06,261.95
2017-11-07,255.4
2017-11-08,251.25
2017-11-09,259.95
2017-11-10,261.05
2017-11-13,262.95
2017-11-14,269.6
2017-11-15,274.15
2017-11-16,275.05
2017-11-17,281.45
2017-11-20,283.1
2017-11-21,284.9
2017-11-22,287.6
2017-11-23,277.4
2017-11-24,277.75
2017-11-27,271.7
2017-11-28,271.9
2017-11-29,271.75
2017-11-30,277.25
2017-12-01,275.0
2017-12-04,278.35
2017-12-05,274.7
2017-12-06,274.3
2017-12-07,280.6
2017-12-08,293.5
2017-12-11,295.7
2017-12-12,287.05
2017-12-13,289.85
2017-12-14,284.25
2017-12-15,285.25
2017-12-18,288.4
2017-12-19,294.65
2017-12-20,290.45
2017-12-21,294.1
2017-12-22,290.8
2017-12-26,290.2
2017-12-27,284.85
2017-12-28,282.1
2017-12-29,293.25
