Date,ZICOM
2017-01-02,41.85
2017-01-03,42.75
2017-01-04,42.8
2017-01-05,44.45
2017-01-06,45.35
2017-01-09,47.4
2017-01-10,46.15
2017-01-11,45.35
2017-01-12,44.75
2017-01-13,44.8
2017-01-16,46.1
2017-01-17,45.2
2017-01-18,44.85
2017-01-19,45.1
2017-01-20,44.35
2017-01-23,44.3
2017-01-24,44.6
2017-01-25,44.4
2017-01-27,44.65
2017-01-30,44.55
2017-01-31,44.15
2017-02-01,44.1
2017-02-02,44.45
2017-02-03,44.4
2017-02-06,44.8
2017-02-07,44.8
2017-02-08,44.7
2017-02-09,44.75
2017-02-10,45.0
2017-02-13,46.8
2017-02-14,45.35
2017-02-15,40.65
2017-02-16,40.05
2017-02-17,40.4
2017-02-20,41.2
2017-02-21,41.65
2017-02-22,41.1
2017-02-23,40.75
2017-02-27,40.7
2017-02-28,40.75
2017-03-01,40.8
2017-03-02,40.1
2017-03-03,39.95
2017-03-06,40.0
2017-03-07,39.85
2017-03-08,39.6
2017-03-09,39.65
2017-03-10,39.05
2017-03-14,39.05
2017-03-15,39.4
2017-03-16,39.15
2017-03-17,40.9
2017-03-20,40.2
2017-03-21,39.85
2017-03-22,39.2
2017-03-23,39.2
2017-03-24,39.75
2017-03-27,39.4
2017-03-28,40.7
2017-03-29,39.65
2017-03-30,39.85
2017-03-31,39.45
2017-04-03,39.95
2017-04-05,39.5
2017-04-06,39.65
2017-04-07,40.05
2017-04-10,39.95
2017-04-11,40.15
2017-04-12,39.7
2017-04-13,39.45
2017-04-17,39.5
2017-04-18,39.5
2017-04-19,39.0
2017-04-20,39.35
2017-04-21,39.2
2017-04-24,38.95
2017-04-25,38.85
2017-04-26,38.75
2017-04-27,38.45
2017-04-28,38.65
2017-05-02,38.3
2017-05-03,38.45
2017-05-04,38.05
2017-05-05,37.2
2017-05-08,36.9
2017-05-09,37.3
2017-05-10,37.3
2017-05-11,37.2
2017-05-12,37.25
2017-05-15,37.35
2017-05-16,37.45
2017-05-17,36.95
2017-05-18,36.4
2017-05-19,36.25
2017-05-22,35.9
2017-05-23,35.15
2017-05-24,32.5
2017-05-25,33.25
2017-05-26,33.6
2017-05-29,29.6
2017-05-30,25.95
2017-05-31,23.7
2017-06-01,28.4
2017-06-02,33.25
2017-06-05,31.35
2017-06-06,30.8
2017-06-07,29.35
2017-06-08,28.4
2017-06-09,27.3
2017-06-12,32.75
2017-06-13,35.85
2017-06-14,34.15
2017-06-15,33.05
2017-06-16,32.8
2017-06-19,32.4
2017-06-20,31.1
2017-06-21,33.4
2017-06-22,32.05
2017-06-23,31.25
2017-06-27,30.55
2017-06-28,30.35
2017-06-29,30.9
2017-06-30,30.95
2017-07-03,30.8
2017-07-04,30.7
2017-07-05,30.95
2017-07-06,30.75
2017-07-07,30.6
2017-07-10,30.4
2017-07-11,29.5
2017-07-12,29.1
2017-07-13,29.25
2017-07-14,28.35
2017-07-17,28.5
2017-07-18,28.3
2017-07-19,27.85
2017-07-20,29.9
2017-07-21,29.3
2017-07-24,28.85
2017-07-25,28.55
2017-07-26,28.15
2017-07-27,27.45
2017-07-28,27.15
2017-07-31,26.75
2017-08-01,26.75
2017-08-02,26.15
2017-08-03,26.1
2017-08-04,25.55
2017-08-07,24.95
2017-08-08,23.95
2017-08-09,23.55
2017-08-10,22.7
2017-08-11,22.0
2017-08-14,21.45
2017-08-16,20.8
2017-08-17,21.0
2017-08-18,20.9
2017-08-21,20.35
2017-08-22,20.15
2017-08-23,20.5
2017-08-24,20.15
2017-08-28,19.95
2017-08-29,19.9
2017-08-30,20.15
2017-08-31,19.85
2017-09-01,19.95
2017-09-04,19.95
2017-09-05,19.8
2017-09-06,19.9
2017-09-07,19.9
2017-09-08,19.85
2017-09-11,19.9
2017-09-12,23.85
2017-09-13,25.6
2017-09-14,24.05
2017-09-15,22.6
2017-09-18,22.85
2017-09-19,24.35
2017-09-20,23.85
2017-09-21,23.05
2017-09-22,22.4
2017-09-25,21.35
2017-09-26,21.85
2017-09-27,21.2
2017-09-28,21.4
2017-09-29,21.5
2017-10-03,21.85
2017-10-04,22.0
2017-10-05,21.75
2017-10-06,21.95
2017-10-09,21.7
2017-10-10,21.75
2017-10-11,21.55
2017-10-12,22.5
2017-10-13,22.1
2017-10-16,21.9
2017-10-17,21.5
2017-10-18,21.15
2017-10-19,21.15
2017-10-23,21.0
2017-10-24,20.95
2017-10-25,20.95
2017-10-26,21.0
2017-10-27,20.8
2017-10-30,21.25
2017-10-31,21.15
2017-11-01,21.15
2017-11-02,21.1
2017-11-03,21.35
2017-11-06,22.05
2017-11-07,21.6
2017-11-08,20.85
2017-11-09,21.1
2017-11-10,20.75
2017-11-13,20.65
2017-11-14,20.3
2017-11-15,20.0
2017-11-16,19.75
2017-11-17,20.0
2017-11-20,20.2
2017-11-21,20.05
2017-11-22,20.15
2017-11-23,20.35
2017-11-24,20.2
2017-11-27,20.25
2017-11-28,23.7
2017-11-29,22.9
2017-11-30,23.75
2017-12-01,22.85
2017-12-04,22.55
2017-12-05,21.7
2017-12-06,21.75
2017-12-07,21.75
2017-12-08,21.55
2017-12-11,21.25
2017-12-12,21.2
2017-12-13,20.55
2017-12-14,21.1
2017-12-15,20.95
2017-12-18,20.95
2017-12-19,21.25
2017-12-20,21.5
2017-12-21,21.75
2017-12-22,23.8
2017-12-26,25.6
2017-12-27,24.15
2017-12-28,24.4
2017-12-29,25.05
