Date,SADBHAV
2017-01-02,275.05
2017-01-03,275.85
2017-01-04,273.45
2017-01-05,273.95
2017-01-06,273.35
2017-01-09,272.1
2017-01-10,271.35
2017-01-11,275.75
2017-01-12,272.7
2017-01-13,278.9
2017-01-16,283.0
2017-01-17,282.5
2017-01-18,275.75
2017-01-19,273.75
2017-01-20,271.35
2017-01-23,270.9
2017-01-24,272.7
2017-01-25,275.9
2017-01-27,275.35
2017-01-30,274.95
2017-01-31,277.3
2017-02-01,280.05
2017-02-02,284.3
2017-02-03,283.2
2017-02-06,280.8
2017-02-07,276.55
2017-02-08,277.55
2017-02-09,277.25
2017-02-10,279.15
2017-02-13,282.75
2017-02-14,282.75
2017-02-15,275.55
2017-02-16,277.75
2017-02-17,275.35
2017-02-20,277.45
2017-02-21,279.0
2017-02-22,274.2
2017-02-23,275.95
2017-02-27,276.8
2017-02-28,277.45
2017-03-01,273.0
2017-03-02,272.05
2017-03-03,272.1
2017-03-06,276.85
2017-03-07,280.2
2017-03-08,279.85
2017-03-09,278.15
2017-03-10,278.25
2017-03-14,289.75
2017-03-15,283.75
2017-03-16,290.3
2017-03-17,307.45
2017-03-20,313.25
2017-03-21,317.85
2017-03-22,316.9
2017-03-23,320.05
2017-03-24,308.65
2017-03-27,304.75
2017-03-28,306.3
2017-03-29,303.35
2017-03-30,304.9
2017-03-31,305.2
2017-04-03,304.45
2017-04-05,308.6
2017-04-06,308.7
2017-04-07,316.5
2017-04-10,317.95
2017-04-11,334.1
2017-04-12,330.5
2017-04-13,330.25
2017-04-17,327.75
2017-04-18,314.8
2017-04-19,325.0
2017-04-20,323.25
2017-04-21,321.25
2017-04-24,328.0
2017-04-25,332.75
2017-04-26,325.5
2017-04-27,330.05
2017-04-28,334.1
2017-05-02,335.65
2017-05-03,324.25
2017-05-04,326.45
2017-05-05,325.6
2017-05-08,325.9
2017-05-09,323.4
2017-05-10,338.25
2017-05-11,342.55
2017-05-12,332.95
2017-05-15,342.7
2017-05-16,339.1
2017-05-17,336.7
2017-05-18,328.1
2017-05-19,328.1
2017-05-22,317.45
2017-05-23,305.65
2017-05-24,306.35
2017-05-25,314.35
2017-05-26,314.85
2017-05-29,314.55
2017-05-30,314.6
2017-05-31,313.15
2017-06-01,315.75
2017-06-02,311.9
2017-06-05,316.5
2017-06-06,316.15
2017-06-07,314.75
2017-06-08,309.8
2017-06-09,310.6
2017-06-12,305.35
2017-06-13,306.1
2017-06-14,305.8
2017-06-15,307.35
2017-06-16,304.5
2017-06-19,306.1
2017-06-20,302.2
2017-06-21,304.6
2017-06-22,304.65
2017-06-23,300.45
2017-06-27,301.3
2017-06-28,302.65
2017-06-29,306.3
2017-06-30,312.05
2017-07-03,308.9
2017-07-04,308.05
2017-07-05,304.7
2017-07-06,304.35
2017-07-07,300.0
2017-07-10,296.9
2017-07-11,293.2
2017-07-12,293.85
2017-07-13,293.7
2017-07-14,289.45
2017-07-17,288.2
2017-07-18,284.1
2017-07-19,282.9
2017-07-20,281.7
2017-07-21,279.05
2017-07-24,280.8
2017-07-25,283.65
2017-07-26,287.3
2017-07-27,287.9
2017-07-28,291.35
2017-07-31,293.4
2017-08-01,292.0
2017-08-02,291.15
2017-08-03,288.75
2017-08-04,288.0
2017-08-07,289.2
2017-08-08,287.65
2017-08-09,283.95
2017-08-10,278.55
2017-08-11,269.05
2017-08-14,274.15
2017-08-16,266.6
2017-08-17,270.75
2017-08-18,268.7
2017-08-21,266.7
2017-08-22,263.65
2017-08-23,267.75
2017-08-24,267.75
2017-08-28,275.95
2017-08-29,275.1
2017-08-30,279.65
2017-08-31,289.6
2017-09-01,287.8
2017-09-04,285.85
2017-09-05,290.95
2017-09-06,288.55
2017-09-07,287.0
2017-09-08,284.05
2017-09-11,284.45
2017-09-12,295.3
2017-09-13,297.3
2017-09-14,292.9
2017-09-15,294.4
2017-09-18,291.1
2017-09-19,289.75
2017-09-20,289.55
2017-09-21,289.15
2017-09-22,287.05
2017-09-25,288.3
2017-09-26,288.25
2017-09-27,287.9
2017-09-28,290.6
2017-09-29,293.95
2017-10-03,298.8
2017-10-04,289.35
2017-10-05,289.2
2017-10-06,288.3
2017-10-09,285.75
2017-10-10,279.8
2017-10-11,278.8
2017-10-12,277.4
2017-10-13,279.75
2017-10-16,280.25
2017-10-17,279.0
2017-10-18,278.55
2017-10-19,279.85
2017-10-23,277.8
2017-10-24,292.0
2017-10-25,316.35
2017-10-26,318.7
2017-10-27,316.35
2017-10-30,315.9
2017-10-31,316.25
2017-11-01,316.0
2017-11-02,310.55
2017-11-03,308.15
2017-11-06,310.6
2017-11-07,308.15
2017-11-08,313.85
2017-11-09,314.45
2017-11-10,317.65
2017-11-13,316.45
2017-11-14,317.85
2017-11-15,312.95
2017-11-16,315.5
2017-11-17,318.85
2017-11-20,317.5
2017-11-21,339.2
2017-11-22,353.8
2017-11-23,359.75
2017-11-24,357.35
2017-11-27,371.65
2017-11-28,377.2
2017-11-29,377.45
2017-11-30,379.65
2017-12-01,378.95
2017-12-04,376.4
2017-12-05,371.95
2017-12-06,369.45
2017-12-07,369.7
2017-12-08,374.55
2017-12-11,373.1
2017-12-12,366.2
2017-12-13,368.45
2017-12-14,359.7
2017-12-15,355.45
2017-12-18,360.45
2017-12-19,367.05
2017-12-20,379.05
2017-12-21,398.55
2017-12-22,413.95
2017-12-26,426.95
2017-12-27,415.6
2017-12-28,420.2
2017-12-29,426.65
