Date,DATAMATICS
2017-01-02,142.6
2017-01-03,139.25
2017-01-04,136.6
2017-01-05,135.35
2017-01-06,138.95
2017-01-09,140.4
2017-01-10,140.7
2017-01-11,139.05
2017-01-12,135.3
2017-01-13,137.95
2017-01-16,138.1
2017-01-17,153.55
2017-01-18,154.9
2017-01-19,154.1
2017-01-20,157.25
2017-01-23,156.2
2017-01-24,154.05
2017-01-25,154.55
2017-01-27,146.15
2017-01-30,144.25
2017-01-31,141.05
2017-02-01,142.15
2017-02-02,145.05
2017-02-03,142.35
2017-02-06,140.9
2017-02-07,138.0
2017-02-08,137.3
2017-02-09,148.8
2017-02-10,146.25
2017-02-13,151.6
2017-02-14,137.2
2017-02-15,132.8
2017-02-16,141.5
2017-02-17,143.45
2017-02-20,140.4
2017-02-21,140.25
2017-02-22,140.05
2017-02-23,137.9
2017-02-27,135.35
2017-02-28,134.3
2017-03-01,138.05
2017-03-02,136.6
2017-03-03,135.55
2017-03-06,134.15
2017-03-07,137.4
2017-03-08,136.4
2017-03-09,133.75
2017-03-10,130.5
2017-03-14,131.45
2017-03-15,131.35
2017-03-16,131.65
2017-03-17,128.95
2017-03-20,126.95
2017-03-21,130.95
2017-03-22,128.3
2017-03-23,130.7
2017-03-24,129.2
2017-03-27,126.6
2017-03-28,126.75
2017-03-29,126.4
2017-03-30,128.35
2017-03-31,126.7
2017-04-03,132.9
2017-04-05,131.5
2017-04-06,134.55
2017-04-07,132.25
2017-04-10,130.35
2017-04-11,129.25
2017-04-12,126.7
2017-04-13,126.85
2017-04-17,126.05
2017-04-18,125.25
2017-04-19,120.6
2017-04-20,121.7
2017-04-21,120.75
2017-04-24,122.25
2017-04-25,130.05
2017-04-26,125.65
2017-04-27,125.6
2017-04-28,125.7
2017-05-02,123.75
2017-05-03,128.8
2017-05-04,125.75
2017-05-05,124.7
2017-05-08,125.9
2017-05-09,126.4
2017-05-10,124.8
2017-05-11,123.9
2017-05-12,122.6
2017-05-15,121.75
2017-05-16,122.45
2017-05-17,115.9
2017-05-18,116.75
2017-05-19,117.0
2017-05-22,113.4
2017-05-23,108.15
2017-05-24,100.35
2017-05-25,104.1
2017-05-26,103.35
2017-05-29,95.95
2017-05-30,100.7
2017-05-31,107.1
2017-06-01,104.5
2017-06-02,107.95
2017-06-05,106.0
2017-06-06,106.35
2017-06-07,105.7
2017-06-08,104.35
2017-06-09,103.05
2017-06-12,98.45
2017-06-13,102.45
2017-06-14,100.7
2017-06-15,110.1
2017-06-16,111.05
2017-06-19,110.95
2017-06-20,107.2
2017-06-21,106.4
2017-06-22,107.5
2017-06-23,103.6
2017-06-27,101.0
2017-06-28,102.15
2017-06-29,104.45
2017-06-30,103.5
2017-07-03,104.4
2017-07-04,106.8
2017-07-05,108.15
2017-07-06,111.8
2017-07-07,111.7
2017-07-10,111.35
2017-07-11,119.75
2017-07-12,124.9
2017-07-13,122.2
2017-07-14,117.0
2017-07-17,115.7
2017-07-18,113.05
2017-07-19,114.45
2017-07-20,114.9
2017-07-21,114.85
2017-07-24,114.8
2017-07-25,113.4
2017-07-26,117.0
2017-07-27,113.8
2017-07-28,113.35
2017-07-31,114.2
2017-08-01,114.15
2017-08-02,113.4
2017-08-03,109.55
2017-08-04,107.8
2017-08-07,110.6
2017-08-08,105.6
2017-08-09,100.85
2017-08-10,98.7
2017-08-11,97.65
2017-08-14,99.75
2017-08-16,101.55
2017-08-17,101.7
2017-08-18,99.7
2017-08-21,96.55
2017-08-22,98.3
2017-08-23,99.7
2017-08-24,98.5
2017-08-28,100.8
2017-08-29,100.2
2017-08-30,101.5
2017-08-31,102.1
2017-09-01,104.8
2017-09-04,103.1
2017-09-05,103.0
2017-09-06,104.75
2017-09-07,106.85
2017-09-08,105.8
2017-09-11,105.2
2017-09-12,107.1
2017-09-13,103.4
2017-09-14,105.25
2017-09-15,101.35
2017-09-18,101.9
2017-09-19,101.9
2017-09-20,101.95
2017-09-21,100.35
2017-09-22,98.35
2017-09-25,98.35
2017-09-26,96.9
2017-09-27,94.8
2017-09-28,95.65
2017-09-29,97.15
2017-10-03,96.6
2017-10-04,96.5
2017-10-05,98.55
2017-10-06,104.65
2017-10-09,105.7
2017-10-10,107.0
2017-10-11,102.75
2017-10-12,104.55
2017-10-13,101.9
2017-10-16,101.45
2017-10-17,101.8
2017-10-18,100.9
2017-10-19,100.9
2017-10-23,101.7
2017-10-24,107.45
2017-10-25,105.35
2017-10-26,107.15
2017-10-27,104.55
2017-10-30,103.75
2017-10-31,102.9
2017-11-01,102.7
2017-11-02,102.3
2017-11-03,101.85
2017-11-06,102.25
2017-11-07,113.5
2017-11-08,112.45
2017-11-09,108.2
2017-11-10,110.75
2017-11-13,109.95
2017-11-14,113.3
2017-11-15,113.1
2017-11-16,115.25
2017-11-17,115.05
2017-11-20,119.35
2017-11-21,130.7
2017-11-22,128.95
2017-11-23,128.85
2017-11-24,128.1
2017-11-27,130.95
2017-11-28,128.35
2017-11-29,126.65
2017-11-30,131.25
2017-12-01,128.95
2017-12-04,127.15
2017-12-05,124.4
2017-12-06,127.95
2017-12-07,134.85
2017-12-08,133.9
2017-12-11,133.75
2017-12-12,129.05
2017-12-13,126.0
2017-12-14,124.85
2017-12-15,127.5
2017-12-18,126.3
2017-12-19,130.2
2017-12-20,131.05
2017-12-21,130.4
2017-12-22,136.1
2017-12-26,143.85
2017-12-27,138.0
2017-12-28,143.95
2017-12-29,146.45
