Date,MCDOWELL-N
2017-01-02,1932.35
2017-01-03,1912.35
2017-01-04,1950.15
2017-01-05,1941.3
2017-01-06,1919.1
2017-01-09,1908.75
2017-01-10,1909.4
2017-01-11,1917.95
2017-01-12,1908.55
2017-01-13,1917.65
2017-01-16,1957.3
2017-01-17,2085.15
2017-01-18,2104.6
2017-01-19,2044.8
2017-01-20,2077.9
2017-01-23,2203.85
2017-01-24,2208.6
2017-01-25,2194.15
2017-01-27,2270.55
2017-01-30,2241.9
2017-01-31,2178.5
2017-02-01,2292.0
2017-02-02,2278.6
2017-02-03,2265.45
2017-02-06,2255.35
2017-02-07,2274.95
2017-02-08,2267.7
2017-02-09,2256.4
2017-02-10,2352.75
2017-02-13,2345.3
2017-02-14,2359.6
2017-02-15,2315.1
2017-02-16,2316.6
2017-02-17,2363.7
2017-02-20,2339.3
2017-02-21,2415.5
2017-02-22,2397.35
2017-02-23,2331.35
2017-02-27,2319.15
2017-02-28,2345.1
2017-03-01,2328.1
2017-03-02,2304.25
2017-03-03,2285.45
2017-03-06,2304.65
2017-03-07,2270.8
2017-03-08,2240.8
2017-03-09,2217.6
2017-03-10,2210.55
2017-03-14,2241.35
2017-03-15,2271.7
2017-03-16,2217.45
2017-03-17,2205.55
2017-03-20,2189.65
2017-03-21,2161.8
2017-03-22,2134.75
2017-03-23,2204.7
2017-03-24,2226.9
2017-03-27,2192.05
2017-03-28,2187.25
2017-03-29,2213.95
2017-03-30,2194.1
2017-03-31,2174.7
2017-04-03,2046.85
2017-04-05,2030.65
2017-04-06,2032.6
2017-04-07,2024.05
2017-04-10,1889.1
2017-04-11,1881.6
2017-04-12,1906.65
2017-04-13,1901.85
2017-04-17,1924.85
2017-04-18,1885.1
2017-04-19,1906.35
2017-04-20,1888.3
2017-04-21,1903.65
2017-04-24,1931.05
2017-04-25,1921.6
2017-04-26,1889.55
2017-04-27,1851.0
2017-04-28,1875.95
2017-05-02,1935.8
2017-05-03,1936.85
2017-05-04,1925.9
2017-05-05,1898.7
2017-05-08,1903.0
2017-05-09,1897.05
2017-05-10,1962.6
2017-05-11,2136.25
2017-05-12,2176.8
2017-05-15,2152.45
2017-05-16,2121.5
2017-05-17,2121.2
2017-05-18,2045.2
2017-05-19,1920.8
2017-05-22,2061.45
2017-05-23,2014.4
2017-05-24,2011.55
2017-05-25,1999.05
2017-05-26,2056.6
2017-05-29,2017.85
2017-05-30,2092.45
2017-05-31,2265.35
2017-06-01,2313.95
2017-06-02,2343.95
2017-06-05,2484.95
2017-06-06,2430.7
2017-06-07,2350.7
2017-06-08,2372.4
2017-06-09,2376.1
2017-06-12,2370.5
2017-06-13,2368.55
2017-06-14,2360.9
2017-06-15,2305.75
2017-06-16,2282.6
2017-06-19,2299.9
2017-06-20,2283.1
2017-06-21,2321.15
2017-06-22,2294.5
2017-06-23,2248.7
2017-06-27,2278.9
2017-06-28,2367.95
2017-06-29,2350.1
2017-06-30,2398.35
2017-07-03,2431.75
2017-07-04,2524.15
2017-07-05,2595.15
2017-07-06,2554.95
2017-07-07,2622.5
2017-07-10,2637.95
2017-07-11,2639.8
2017-07-12,2673.85
2017-07-13,2654.25
2017-07-14,2670.3
2017-07-17,2755.25
2017-07-18,2731.6
2017-07-19,2734.5
2017-07-20,2697.9
2017-07-21,2704.7
2017-07-24,2641.65
2017-07-25,2596.25
2017-07-26,2572.45
2017-07-27,2545.8
2017-07-28,2560.1
2017-07-31,2535.7
2017-08-01,2643.55
2017-08-02,2598.3
2017-08-03,2611.7
2017-08-04,2596.1
2017-08-07,2573.2
2017-08-08,2548.2
2017-08-09,2535.95
2017-08-10,2490.8
2017-08-11,2418.8
2017-08-14,2474.95
2017-08-16,2548.45
2017-08-17,2601.4
2017-08-18,2601.9
2017-08-21,2532.6
2017-08-22,2492.6
2017-08-23,2469.45
2017-08-24,2567.15
2017-08-28,2571.8
2017-08-29,2563.55
2017-08-30,2555.55
2017-08-31,2542.9
2017-09-01,2550.3
2017-09-04,2570.85
2017-09-05,2559.5
2017-09-06,2539.35
2017-09-07,2538.7
2017-09-08,2536.15
2017-09-11,2581.1
2017-09-12,2604.1
2017-09-13,2656.2
2017-09-14,2627.9
2017-09-15,2649.05
2017-09-18,2668.8
2017-09-19,2672.0
2017-09-20,2631.6
2017-09-21,2563.75
2017-09-22,2465.6
2017-09-25,2445.6
2017-09-26,2466.4
2017-09-27,2404.9
2017-09-28,2402.05
2017-09-29,2397.65
2017-10-03,2452.15
2017-10-04,2398.95
2017-10-05,2395.75
2017-10-06,2361.2
2017-10-09,2352.4
2017-10-10,2369.2
2017-10-11,2402.1
2017-10-12,2441.55
2017-10-13,2437.55
2017-10-16,2419.25
2017-10-17,2490.7
2017-10-18,2503.15
2017-10-19,2469.1
2017-10-23,2501.5
2017-10-24,2513.25
2017-10-25,2538.7
2017-10-26,2574.65
2017-10-27,3025.75
2017-10-30,3075.7
2017-10-31,3051.35
2017-11-01,3055.75
2017-11-02,3105.35
2017-11-03,3100.75
2017-11-06,3101.0
2017-11-07,3058.8
2017-11-08,3053.1
2017-11-09,3116.85
2017-11-10,3031.6
2017-11-13,2996.85
2017-11-14,3018.6
2017-11-15,2979.3
2017-11-16,3117.35
2017-11-17,3185.55
2017-11-20,3244.8
2017-11-21,3201.75
2017-11-22,3299.6
2017-11-23,3267.25
2017-11-24,3261.65
2017-11-27,3313.35
2017-11-28,3375.3
2017-11-29,3368.75
2017-11-30,3284.65
2017-12-01,3211.4
2017-12-04,3310.4
2017-12-05,3396.75
2017-12-06,3359.65
2017-12-07,3363.65
2017-12-08,3420.9
2017-12-11,3458.7
2017-12-12,3392.15
2017-12-13,3355.75
2017-12-14,3352.15
2017-12-15,3359.7
2017-12-18,3405.85
2017-12-19,3485.05
2017-12-20,3509.5
2017-12-21,3543.95
2017-12-22,3554.4
2017-12-26,3574.8
2017-12-27,3579.85
2017-12-28,3624.3
2017-12-29,3668.85
