Date,MANGTIMBER
2017-01-02,31.1
2017-01-03,30.45
2017-01-04,31.95
2017-01-05,30.85
2017-01-06,30.85
2017-01-09,30.9
2017-01-10,31.0
2017-01-11,30.8
2017-01-12,30.3
2017-01-13,30.2
2017-01-16,30.05
2017-01-17,31.3
2017-01-18,30.5
2017-01-19,30.25
2017-01-20,29.75
2017-01-23,30.45
2017-01-24,30.95
2017-01-25,30.9
2017-01-27,31.25
2017-01-30,31.7
2017-01-31,31.05
2017-02-01,30.95
2017-02-02,31.1
2017-02-03,30.85
2017-02-06,31.95
2017-02-07,30.3
2017-02-08,30.75
2017-02-09,30.5
2017-02-10,29.75
2017-02-13,29.55
2017-02-14,29.1
2017-02-15,28.55
2017-02-16,28.5
2017-02-17,28.1
2017-02-20,28.5
2017-02-21,28.85
2017-02-22,30.45
2017-02-23,29.65
2017-02-27,30.9
2017-02-28,31.65
2017-03-01,30.5
2017-03-02,29.65
2017-03-03,29.7
2017-03-06,30.0
2017-03-07,29.65
2017-03-08,29.45
2017-03-09,28.95
2017-03-10,28.8
2017-03-14,28.65
2017-03-15,28.6
2017-03-16,29.0
2017-03-17,28.95
2017-03-20,29.0
2017-03-21,28.25
2017-03-22,28.45
2017-03-23,30.0
2017-03-24,29.15
2017-03-27,28.2
2017-03-28,28.05
2017-03-29,28.65
2017-03-30,28.6
2017-03-31,28.7
2017-04-03,29.6
2017-04-05,31.65
2017-04-06,32.25
2017-04-07,30.9
2017-04-10,30.85
2017-04-11,31.0
2017-04-12,30.3
2017-04-13,30.15
2017-04-17,30.4
2017-04-18,30.4
2017-04-19,29.75
2017-04-20,31.75
2017-04-21,31.05
2017-04-24,30.95
2017-04-25,32.95
2017-04-26,31.3
2017-04-27,30.9
2017-04-28,31.5
2017-05-02,31.2
2017-05-03,30.7
2017-05-04,31.15
2017-05-05,30.6
2017-05-08,30.55
2017-05-09,30.35
2017-05-10,30.65
2017-05-11,31.45
2017-05-12,30.6
2017-05-15,30.85
2017-05-16,30.65
2017-05-17,31.0
2017-05-18,31.2
2017-05-19,31.4
2017-05-22,30.5
2017-05-23,28.75
2017-05-24,27.65
2017-05-25,28.55
2017-05-26,28.65
2017-05-29,27.15
2017-05-30,26.75
2017-05-31,27.95
2017-06-01,28.8
2017-06-02,29.35
2017-06-05,29.75
2017-06-06,28.7
2017-06-07,28.9
2017-06-08,28.7
2017-06-09,28.6
2017-06-12,28.5
2017-06-13,30.1
2017-06-14,29.5
2017-06-15,30.15
2017-06-16,29.8
2017-06-19,29.55
2017-06-20,29.0
2017-06-21,29.15
2017-06-22,29.5
2017-06-23,28.4
2017-06-27,27.7
2017-06-28,27.35
2017-06-29,27.35
2017-06-30,27.3
2017-07-03,27.5
2017-07-04,27.15
2017-07-05,27.35
2017-07-06,27.7
2017-07-07,27.75
2017-07-10,27.65
2017-07-11,27.6
2017-07-12,27.75
2017-07-13,27.8
2017-07-14,27.75
2017-07-17,27.45
2017-07-18,27.1
2017-07-19,27.1
2017-07-20,26.75
2017-07-21,29.45
2017-07-24,31.0
2017-07-25,31.0
2017-07-26,32.7
2017-07-27,30.75
2017-07-28,30.4
2017-07-31,30.2
2017-08-01,29.45
2017-08-02,28.4
2017-08-03,28.15
2017-08-04,27.75
2017-08-07,32.0
2017-08-08,31.0
2017-08-09,29.6
2017-08-10,28.1
2017-08-11,27.45
2017-08-14,28.5
2017-08-16,28.4
2017-08-17,29.0
2017-08-18,28.45
2017-08-21,28.2
2017-08-22,27.25
2017-08-23,27.1
2017-08-24,30.65
2017-08-28,29.55
2017-08-29,29.45
2017-08-30,29.5
2017-08-31,28.95
2017-09-01,30.1
2017-09-04,29.3
2017-09-05,29.5
2017-09-06,29.4
2017-09-07,30.05
2017-09-08,33.4
2017-09-11,32.05
2017-09-12,30.95
2017-09-13,31.35
2017-09-14,31.7
2017-09-15,30.55
2017-09-18,31.25
2017-09-19,30.45
2017-09-20,30.45
2017-09-21,30.5
2017-09-22,29.9
2017-09-25,29.15
2017-09-26,29.5
2017-09-27,28.9
2017-09-28,29.0
2017-09-29,29.5
2017-10-03,29.1
2017-10-04,29.35
2017-10-05,31.35
2017-10-06,34.65
2017-10-09,31.3
2017-10-10,31.0
2017-10-11,30.0
2017-10-12,30.4
2017-10-13,30.7
2017-10-16,30.0
2017-10-17,30.05
2017-10-18,30.75
2017-10-19,30.25
2017-10-23,30.1
2017-10-24,30.55
2017-10-25,30.7
2017-10-26,30.85
2017-10-27,30.8
2017-10-30,30.4
2017-10-31,31.1
2017-11-01,32.3
2017-11-02,36.5
2017-11-03,34.35
2017-11-06,34.3
2017-11-07,37.1
2017-11-08,35.5
2017-11-09,38.1
2017-11-10,38.95
2017-11-13,36.7
2017-11-14,38.0
2017-11-15,36.45
2017-11-16,36.1
2017-11-17,35.7
2017-11-20,35.6
2017-11-21,34.95
2017-11-22,33.7
2017-11-23,34.0
2017-11-24,34.25
2017-11-27,36.3
2017-11-28,37.55
2017-11-29,36.75
2017-11-30,36.55
2017-12-01,36.8
2017-12-04,36.2
2017-12-05,36.05
2017-12-06,35.5
2017-12-07,35.8
2017-12-08,35.6
2017-12-11,35.75
2017-12-12,34.9
2017-12-13,34.45
2017-12-14,33.95
2017-12-15,34.45
2017-12-18,35.75
2017-12-19,41.2
2017-12-20,49.4
2017-12-21,45.75
2017-12-22,45.35
2017-12-26,45.55
2017-12-27,45.65
2017-12-28,47.1
2017-12-29,45.75
