Date,MONTECARLO
2017-01-02,419.45
2017-01-03,423.8
2017-01-04,424.2
2017-01-05,425.3
2017-01-06,422.85
2017-01-09,414.3
2017-01-10,415.9
2017-01-11,414.65
2017-01-12,412.85
2017-01-13,412.45
2017-01-16,413.85
2017-01-17,412.8
2017-01-18,413.6
2017-01-19,409.3
2017-01-20,409.3
2017-01-23,402.5
2017-01-24,406.45
2017-01-25,405.8
2017-01-27,405.5
2017-01-30,403.85
2017-01-31,401.75
2017-02-01,398.3
2017-02-02,399.95
2017-02-03,401.2
2017-02-06,400.9
2017-02-07,404.2
2017-02-08,411.25
2017-02-09,399.8
2017-02-10,399.25
2017-02-13,400.15
2017-02-14,395.95
2017-02-15,391.2
2017-02-16,389.05
2017-02-17,388.95
2017-02-20,385.65
2017-02-21,393.5
2017-02-22,393.5
2017-02-23,393.2
2017-02-27,388.75
2017-02-28,387.95
2017-03-01,391.4
2017-03-02,387.85
2017-03-03,387.6
2017-03-06,384.7
2017-03-07,381.6
2017-03-08,384.55
2017-03-09,385.6
2017-03-10,383.85
2017-03-14,380.75
2017-03-15,380.15
2017-03-16,379.35
2017-03-17,392.25
2017-03-20,385.0
2017-03-21,383.95
2017-03-22,379.95
2017-03-23,383.1
2017-03-24,388.35
2017-03-27,386.2
2017-03-28,396.3
2017-03-29,412.55
2017-03-30,411.7
2017-03-31,411.4
2017-04-03,409.3
2017-04-05,411.65
2017-04-06,404.65
2017-04-07,408.65
2017-04-10,409.8
2017-04-11,412.1
2017-04-12,409.7
2017-04-13,403.8
2017-04-17,399.7
2017-04-18,399.3
2017-04-19,396.6
2017-04-20,394.6
2017-04-21,408.2
2017-04-24,412.1
2017-04-25,416.15
2017-04-26,435.3
2017-04-27,440.1
2017-04-28,436.5
2017-05-02,434.55
2017-05-03,443.05
2017-05-04,441.2
2017-05-05,438.75
2017-05-08,440.05
2017-05-09,440.95
2017-05-10,464.1
2017-05-11,453.95
2017-05-12,441.3
2017-05-15,446.4
2017-05-16,467.5
2017-05-17,464.8
2017-05-18,449.35
2017-05-19,440.45
2017-05-22,439.6
2017-05-23,435.7
2017-05-24,422.3
2017-05-25,445.25
2017-05-26,447.3
2017-05-29,439.0
2017-05-30,444.6
2017-05-31,440.4
2017-06-01,451.15
2017-06-02,461.8
2017-06-05,464.8
2017-06-06,468.75
2017-06-07,484.4
2017-06-08,515.8
2017-06-09,510.55
2017-06-12,500.55
2017-06-13,515.3
2017-06-14,569.2
2017-06-15,558.25
2017-06-16,542.85
2017-06-19,570.35
2017-06-20,555.55
2017-06-21,551.65
2017-06-22,550.1
2017-06-23,556.55
2017-06-27,539.6
2017-06-28,556.75
2017-06-29,537.35
2017-06-30,540.25
2017-07-03,534.95
2017-07-04,539.05
2017-07-05,535.65
2017-07-06,550.35
2017-07-07,546.65
2017-07-10,561.8
2017-07-11,609.5
2017-07-12,603.5
2017-07-13,592.6
2017-07-14,586.25
2017-07-17,576.4
2017-07-18,557.25
2017-07-19,562.05
2017-07-20,558.25
2017-07-21,557.3
2017-07-24,564.6
2017-07-25,544.85
2017-07-26,544.6
2017-07-27,524.95
2017-07-28,526.6
2017-07-31,519.45
2017-08-01,509.1
2017-08-02,506.3
2017-08-03,484.95
2017-08-04,492.75
2017-08-07,482.75
2017-08-08,479.15
2017-08-09,459.25
2017-08-10,439.3
2017-08-11,434.2
2017-08-14,446.45
2017-08-16,484.45
2017-08-17,491.8
2017-08-18,463.85
2017-08-21,469.85
2017-08-22,467.3
2017-08-23,458.2
2017-08-24,459.1
2017-08-28,461.65
2017-08-29,458.75
2017-08-30,463.2
2017-08-31,482.1
2017-09-01,480.65
2017-09-04,485.9
2017-09-05,500.6
2017-09-06,509.3
2017-09-07,511.9
2017-09-08,505.8
2017-09-11,506.15
2017-09-12,508.6
2017-09-13,503.35
2017-09-14,500.25
2017-09-15,499.55
2017-09-18,501.4
2017-09-19,500.3
2017-09-20,497.3
2017-09-21,481.8
2017-09-22,467.4
2017-09-25,459.8
2017-09-26,471.65
2017-09-27,457.95
2017-09-28,455.35
2017-09-29,451.35
2017-10-03,463.95
2017-10-04,496.85
2017-10-05,494.65
2017-10-06,489.7
2017-10-09,489.05
2017-10-10,497.35
2017-10-11,484.25
2017-10-12,483.55
2017-10-13,483.7
2017-10-16,487.7
2017-10-17,491.3
2017-10-18,488.85
2017-10-19,487.45
2017-10-23,479.3
2017-10-24,488.0
2017-10-25,481.75
2017-10-26,484.0
2017-10-27,485.6
2017-10-30,488.3
2017-10-31,529.6
2017-11-01,520.7
2017-11-02,529.15
2017-11-03,524.45
2017-11-06,539.3
2017-11-07,533.3
2017-11-08,504.4
2017-11-09,523.35
2017-11-10,508.1
2017-11-13,501.45
2017-11-14,502.05
2017-11-15,469.2
2017-11-16,482.0
2017-11-17,489.4
2017-11-20,494.2
2017-11-21,494.9
2017-11-22,499.05
2017-11-23,528.7
2017-11-24,520.8
2017-11-27,517.6
2017-11-28,516.35
2017-11-29,519.95
2017-11-30,521.25
2017-12-01,523.7
2017-12-04,528.3
2017-12-05,521.65
2017-12-06,519.85
2017-12-07,526.3
2017-12-08,526.9
2017-12-11,540.85
2017-12-12,563.95
2017-12-13,581.9
2017-12-14,576.6
2017-12-15,587.8
2017-12-18,587.55
2017-12-19,593.85
2017-12-20,584.0
2017-12-21,586.55
2017-12-22,585.95
2017-12-26,590.3
2017-12-27,586.25
2017-12-28,610.15
2017-12-29,614.15
