Date,AHLEAST
2017-01-02,187.0
2017-01-03,190.0
2017-01-04,188.0
2017-01-05,190.0
2017-01-06,191.3
2017-01-09,193.5
2017-01-10,189.75
2017-01-11,196.5
2017-01-12,193.95
2017-01-13,200.15
2017-01-16,200.1
2017-01-17,200.05
2017-01-18,207.3
2017-01-19,206.95
2017-01-20,208.0
2017-01-23,201.85
2017-01-24,203.5
2017-01-25,200.2
2017-01-27,202.3
2017-01-30,208.75
2017-01-31,204.15
2017-02-01,202.1
2017-02-02,202.25
2017-02-03,201.5
2017-02-06,203.1
2017-02-07,203.0
2017-02-08,208.55
2017-02-09,205.75
2017-02-10,205.1
2017-02-13,227.85
2017-02-14,214.2
2017-02-15,219.95
2017-02-16,218.55
2017-02-17,220.0
2017-02-20,223.35
2017-02-21,221.45
2017-02-22,221.05
2017-02-23,221.1
2017-02-27,221.05
2017-02-28,223.0
2017-03-01,225.7
2017-03-02,222.95
2017-03-03,223.0
2017-03-06,225.0
2017-03-07,224.0
2017-03-08,220.95
2017-03-09,222.4
2017-03-10,219.9
2017-03-14,219.45
2017-03-15,219.3
2017-03-16,220.4
2017-03-17,219.95
2017-03-20,220.0
2017-03-21,219.0
2017-03-22,217.95
2017-03-23,223.95
2017-03-24,219.95
2017-03-27,220.4
2017-03-28,217.65
2017-03-29,223.9
2017-03-30,216.55
2017-03-31,217.1
2017-04-03,218.45
2017-04-05,238.8
2017-04-06,240.0
2017-04-07,237.1
2017-04-10,241.75
2017-04-11,241.35
2017-04-12,247.1
2017-04-13,259.85
2017-04-17,256.15
2017-04-18,264.5
2017-04-19,269.0
2017-04-20,270.2
2017-04-21,272.95
2017-04-24,287.2
2017-04-25,290.15
2017-04-26,281.5
2017-04-27,284.6
2017-04-28,283.4
2017-05-02,280.0
2017-05-03,274.85
2017-05-04,273.3
2017-05-05,267.45
2017-05-08,266.0
2017-05-09,276.0
2017-05-10,271.1
2017-05-11,272.0
2017-05-12,266.85
2017-05-15,282.35
2017-05-16,289.1
2017-05-17,286.85
2017-05-18,277.25
2017-05-19,279.6
2017-05-22,278.15
2017-05-23,266.0
2017-05-24,272.7
2017-05-25,277.1
2017-05-26,295.7
2017-05-29,290.0
2017-05-30,291.7
2017-05-31,290.0
2017-06-01,290.0
2017-06-02,290.0
2017-06-05,290.0
2017-06-06,290.0
2017-06-07,290.0
2017-06-08,292.0
2017-06-09,289.5
2017-06-12,290.05
2017-06-13,290.0
2017-06-14,290.0
2017-06-15,291.0
2017-06-16,294.55
2017-06-19,295.0
2017-06-20,290.1
2017-06-21,290.0
2017-06-22,290.0
2017-06-23,290.5
2017-06-27,290.0
2017-06-28,290.0
2017-06-29,289.95
2017-06-30,290.85
2017-07-03,292.55
2017-07-04,290.05
2017-07-05,290.6
2017-07-06,290.4
2017-07-07,292.75
2017-07-10,290.1
2017-07-11,293.75
2017-07-12,292.65
2017-07-13,290.05
2017-07-14,296.85
2017-07-17,290.05
2017-07-18,290.3
2017-07-19,292.65
2017-07-20,290.0
2017-07-21,290.1
2017-07-24,286.05
2017-07-25,285.15
2017-07-26,286.2
2017-07-27,277.95
2017-07-28,275.45
2017-07-31,280.15
2017-08-01,281.25
2017-08-02,281.6
2017-08-03,278.6
2017-08-04,280.0
2017-08-07,288.0
2017-08-08,272.45
2017-08-09,275.65
2017-08-10,270.25
2017-08-11,269.45
2017-08-14,273.15
2017-08-16,267.45
2017-08-17,267.15
2017-08-18,277.3
2017-08-21,270.0
2017-08-22,270.0
2017-08-23,270.1
2017-08-24,269.9
2017-08-28,268.35
2017-08-29,268.65
2017-08-30,272.8
2017-08-31,280.05
2017-09-01,280.0
2017-09-04,276.85
2017-09-05,275.0
2017-09-06,268.85
2017-09-07,270.0
2017-09-08,267.0
2017-09-11,267.2
2017-09-12,269.25
2017-09-13,265.15
2017-09-14,266.5
2017-09-15,267.0
2017-09-18,270.05
2017-09-19,272.9
2017-09-20,269.85
2017-09-21,266.2
2017-09-22,265.1
2017-09-25,265.25
2017-09-26,270.55
2017-09-27,265.2
2017-09-28,265.05
2017-09-29,262.8
2017-10-03,258.4
2017-10-04,260.9
2017-10-05,263.0
2017-10-06,261.5
2017-10-09,272.0
2017-10-10,261.95
2017-10-11,262.1
2017-10-12,259.4
2017-10-13,259.4
2017-10-16,262.75
2017-10-17,258.7
2017-10-18,259.4
2017-10-19,256.05
2017-10-23,267.9
2017-10-24,259.0
2017-10-25,255.0
2017-10-26,263.0
2017-10-27,259.7
2017-10-30,260.05
2017-10-31,259.45
2017-11-01,257.55
2017-11-02,263.9
2017-11-03,263.05
2017-11-06,264.0
2017-11-07,265.15
2017-11-08,259.0
2017-11-09,275.4
2017-11-10,272.55
2017-11-13,279.0
2017-11-14,272.1
2017-11-15,268.75
2017-11-16,266.3
2017-11-17,264.85
2017-11-20,272.5
2017-11-21,271.95
2017-11-22,270.45
2017-11-23,268.0
2017-11-24,271.7
2017-11-27,275.2
2017-11-28,272.5
2017-11-29,270.25
2017-11-30,269.0
2017-12-01,270.7
2017-12-04,269.95
2017-12-05,268.0
2017-12-06,266.05
2017-12-07,268.9
2017-12-08,270.0
2017-12-11,268.0
2017-12-12,265.2
2017-12-13,265.5
2017-12-14,265.0
2017-12-15,268.4
2017-12-18,266.95
2017-12-19,273.3
2017-12-20,268.35
2017-12-21,270.2
2017-12-22,276.45
2017-12-26,279.5
2017-12-27,275.1
2017-12-28,272.55
2017-12-29,272.0
