Date,RELINFRA
2017-01-02,478.7
2017-01-03,478.4
2017-01-04,483.0
2017-01-05,490.7
2017-01-06,492.7
2017-01-09,492.7
2017-01-10,501.3
2017-01-11,506.05
2017-01-12,509.9
2017-01-13,505.65
2017-01-16,510.3
2017-01-17,512.55
2017-01-18,510.4
2017-01-19,520.25
2017-01-20,505.4
2017-01-23,515.25
2017-01-24,515.2
2017-01-25,520.7
2017-01-27,527.95
2017-01-30,521.85
2017-01-31,514.7
2017-02-01,529.9
2017-02-02,528.85
2017-02-03,538.0
2017-02-06,539.85
2017-02-07,525.85
2017-02-08,537.15
2017-02-09,543.3
2017-02-10,543.8
2017-02-13,535.55
2017-02-14,562.65
2017-02-15,541.55
2017-02-16,550.95
2017-02-17,559.7
2017-02-20,561.45
2017-02-21,561.2
2017-02-22,565.4
2017-02-23,556.45
2017-02-27,565.85
2017-02-28,567.65
2017-03-01,570.0
2017-03-02,552.35
2017-03-03,567.5
2017-03-06,583.8
2017-03-07,577.95
2017-03-08,569.35
2017-03-09,570.9
2017-03-10,565.2
2017-03-14,573.8
2017-03-15,576.05
2017-03-16,594.65
2017-03-17,581.4
2017-03-20,578.7
2017-03-21,575.9
2017-03-22,561.0
2017-03-23,571.9
2017-03-24,571.05
2017-03-27,562.7
2017-03-28,566.7
2017-03-29,567.05
2017-03-30,563.85
2017-03-31,568.65
2017-04-03,574.95
2017-04-05,576.2
2017-04-06,585.75
2017-04-07,563.75
2017-04-10,564.35
2017-04-11,571.2
2017-04-12,559.2
2017-04-13,557.05
2017-04-17,567.5
2017-04-18,558.05
2017-04-19,562.4
2017-04-20,575.05
2017-04-21,575.35
2017-04-24,585.1
2017-04-25,582.4
2017-04-26,578.5
2017-04-27,582.5
2017-04-28,596.25
2017-05-02,605.1
2017-05-03,603.4
2017-05-04,597.7
2017-05-05,579.0
2017-05-08,583.65
2017-05-09,594.75
2017-05-10,594.6
2017-05-11,592.55
2017-05-12,609.5
2017-05-15,605.4
2017-05-16,611.05
2017-05-17,605.25
2017-05-18,578.65
2017-05-19,569.55
2017-05-22,555.25
2017-05-23,526.25
2017-05-24,493.7
2017-05-25,497.15
2017-05-26,508.5
2017-05-29,451.95
2017-05-30,462.0
2017-05-31,478.9
2017-06-01,479.6
2017-06-02,484.05
2017-06-05,492.3
2017-06-06,480.15
2017-06-07,488.6
2017-06-08,480.95
2017-06-09,473.95
2017-06-12,471.85
2017-06-13,470.2
2017-06-14,473.95
2017-06-15,475.85
2017-06-16,479.55
2017-06-19,484.65
2017-06-20,479.95
2017-06-21,490.2
2017-06-22,493.6
2017-06-23,503.85
2017-06-27,503.55
2017-06-28,503.8
2017-06-29,503.5
2017-06-30,497.45
2017-07-03,508.4
2017-07-04,500.15
2017-07-05,507.4
2017-07-06,508.5
2017-07-07,514.85
2017-07-10,516.4
2017-07-11,509.45
2017-07-12,513.4
2017-07-13,515.4
2017-07-14,519.4
2017-07-17,516.35
2017-07-18,514.35
2017-07-19,516.25
2017-07-20,519.6
2017-07-21,511.3
2017-07-24,506.75
2017-07-25,507.45
2017-07-26,509.5
2017-07-27,508.55
2017-07-28,526.0
2017-07-31,528.65
2017-08-01,526.6
2017-08-02,532.35
2017-08-03,526.25
2017-08-04,530.45
2017-08-07,542.2
2017-08-08,528.3
2017-08-09,514.4
2017-08-10,474.45
2017-08-11,469.2
2017-08-14,489.55
2017-08-16,494.35
2017-08-17,491.4
2017-08-18,487.8
2017-08-21,468.7
2017-08-22,465.65
2017-08-23,474.8
2017-08-24,479.9
2017-08-28,483.8
2017-08-29,498.2
2017-08-30,507.0
2017-08-31,509.25
2017-09-01,522.1
2017-09-04,507.9
2017-09-05,514.3
2017-09-06,515.25
2017-09-07,515.5
2017-09-08,502.2
2017-09-11,508.6
2017-09-12,515.3
2017-09-13,515.65
2017-09-14,507.55
2017-09-15,499.6
2017-09-18,501.6
2017-09-19,495.7
2017-09-20,494.15
2017-09-21,488.55
2017-09-22,471.25
2017-09-25,463.85
2017-09-26,474.0
2017-09-27,463.4
2017-09-28,462.6
2017-09-29,465.05
2017-10-03,457.4
2017-10-04,463.05
2017-10-05,471.1
2017-10-06,471.6
2017-10-09,477.25
2017-10-10,477.75
2017-10-11,466.1
2017-10-12,465.4
2017-10-13,463.3
2017-10-16,459.8
2017-10-17,461.4
2017-10-18,463.1
2017-10-19,453.8
2017-10-23,469.3
2017-10-24,478.1
2017-10-25,486.8
2017-10-26,490.8
2017-10-27,505.85
2017-10-30,502.85
2017-10-31,502.75
2017-11-01,498.7
2017-11-02,500.25
2017-11-03,490.3
2017-11-06,479.95
2017-11-07,462.45
2017-11-08,452.35
2017-11-09,469.8
2017-11-10,465.2
2017-11-13,459.3
2017-11-14,459.45
2017-11-15,417.95
2017-11-16,446.0
2017-11-17,438.65
2017-11-20,443.35
2017-11-21,450.65
2017-11-22,449.4
2017-11-23,449.0
2017-11-24,451.45
2017-11-27,464.95
2017-11-28,458.3
2017-11-29,453.5
2017-11-30,439.95
2017-12-01,436.6
2017-12-04,439.3
2017-12-05,443.6
2017-12-06,440.35
2017-12-07,455.95
2017-12-08,449.8
2017-12-11,459.15
2017-12-12,450.2
2017-12-13,450.35
2017-12-14,454.45
2017-12-15,448.85
2017-12-18,444.05
2017-12-19,443.25
2017-12-20,466.2
2017-12-21,505.05
2017-12-22,528.45
2017-12-26,539.85
2017-12-27,533.75
2017-12-28,555.05
2017-12-29,553.85
