Date,SABTN
2017-01-02,291.4
2017-01-03,292.75
2017-01-04,287.45
2017-01-05,292.0
2017-01-06,296.7
2017-01-09,302.5
2017-01-10,291.3
2017-01-11,297.65
2017-01-12,285.8
2017-01-13,295.0
2017-01-16,296.75
2017-01-17,288.95
2017-01-18,292.6
2017-01-19,290.35
2017-01-20,289.7
2017-01-23,289.7
2017-01-24,291.05
2017-01-25,291.65
2017-01-27,291.0
2017-01-30,290.0
2017-01-31,288.5
2017-02-01,290.9
2017-02-02,290.2
2017-02-03,294.55
2017-02-06,289.6
2017-02-07,290.4
2017-02-08,288.35
2017-02-09,288.95
2017-02-10,289.7
2017-02-13,292.4
2017-02-14,290.7
2017-02-15,292.65
2017-02-16,289.85
2017-02-17,292.0
2017-02-20,286.7
2017-02-21,286.75
2017-02-22,286.75
2017-02-23,287.2
2017-02-27,286.05
2017-02-28,285.5
2017-03-01,280.85
2017-03-02,286.0
2017-03-03,284.6
2017-03-06,284.6
2017-03-07,285.6
2017-03-08,287.2
2017-03-09,285.55
2017-03-10,285.3
2017-03-14,285.8
2017-03-15,286.0
2017-03-16,284.9
2017-03-17,286.15
2017-03-20,283.1
2017-03-21,261.2
2017-03-22,244.8
2017-03-23,256.4
2017-03-24,253.45
2017-03-27,258.95
2017-03-28,254.75
2017-03-29,254.65
2017-03-30,253.1
2017-03-31,256.4
2017-04-03,271.2
2017-04-05,261.9
2017-04-06,254.2
2017-04-07,255.6
2017-04-10,255.3
2017-04-11,253.3
2017-04-12,254.25
2017-04-13,253.5
2017-04-17,257.4
2017-04-18,252.6
2017-04-19,250.3
2017-04-20,252.65
2017-04-21,250.45
2017-04-24,253.15
2017-04-25,255.8
2017-04-26,253.25
2017-04-27,244.85
2017-04-28,259.3
2017-05-02,249.95
2017-05-03,242.25
2017-05-04,244.4
2017-05-05,241.8
2017-05-08,238.6
2017-05-09,241.0
2017-05-10,236.5
2017-05-11,240.25
2017-05-12,239.0
2017-05-15,235.5
2017-05-16,237.4
2017-05-17,239.1
2017-05-18,235.6
2017-05-19,238.15
2017-05-22,233.05
2017-05-23,232.45
2017-05-24,231.95
2017-05-25,228.55
2017-05-26,228.15
2017-05-29,228.45
2017-05-30,231.55
2017-05-31,232.3
2017-06-01,234.75
2017-06-02,231.2
2017-06-05,238.9
2017-06-06,237.8
2017-06-07,239.6
2017-06-08,251.2
2017-06-09,239.45
2017-06-12,240.1
2017-06-13,236.55
2017-06-14,240.3
2017-06-15,239.05
2017-06-16,234.2
2017-06-19,231.65
2017-06-20,244.5
2017-06-21,233.7
2017-06-22,231.5
2017-06-23,232.45
2017-06-27,232.95
2017-06-28,234.5
2017-06-29,231.1
2017-06-30,229.35
2017-07-03,231.95
2017-07-04,228.5
2017-07-05,230.55
2017-07-06,231.25
2017-07-07,232.1
2017-07-10,230.45
2017-07-11,232.65
2017-07-12,230.15
2017-07-13,230.7
2017-07-14,228.45
2017-07-17,231.2
2017-07-18,230.7
2017-07-19,230.35
2017-07-20,240.4
2017-07-21,229.05
2017-07-24,230.25
2017-07-25,228.45
2017-07-26,229.45
2017-07-27,228.15
2017-07-28,226.85
2017-07-31,226.35
2017-08-01,226.35
2017-08-02,223.55
2017-08-03,223.2
2017-08-04,227.9
2017-08-07,227.55
2017-08-08,223.7
2017-08-09,223.15
2017-08-10,226.9
2017-08-11,220.0
2017-08-14,224.1
2017-08-16,222.7
2017-08-17,222.7
2017-08-18,219.45
2017-08-21,215.65
2017-08-22,216.9
2017-08-23,213.2
2017-08-24,211.7
2017-08-28,205.05
2017-08-29,196.05
2017-08-30,166.95
2017-08-31,164.9
2017-09-01,149.5
2017-09-04,151.15
2017-09-05,146.8
2017-09-06,137.5
2017-09-07,149.9
2017-09-08,143.15
2017-09-11,141.5
2017-09-12,137.65
2017-09-13,134.2
2017-09-14,134.0
2017-09-15,129.3
2017-09-18,126.9
2017-09-19,125.0
2017-09-20,118.65
2017-09-21,115.75
2017-09-22,104.2
2017-09-25,99.0
2017-09-26,94.05
2017-09-27,89.35
2017-09-28,84.9
2017-09-29,80.7
2017-10-03,76.7
2017-10-04,72.9
2017-10-05,69.3
2017-10-06,65.85
2017-10-09,62.6
2017-10-10,59.5
2017-10-11,56.55
2017-10-12,53.75
2017-10-13,51.1
2017-10-16,48.55
2017-10-17,46.15
2017-10-18,43.85
2017-10-19,41.7
2017-10-23,39.65
2017-10-24,37.7
2017-10-25,35.85
2017-10-26,34.1
2017-10-27,32.4
2017-10-30,30.8
2017-10-31,29.3
2017-11-01,30.75
2017-11-02,29.25
2017-11-03,27.8
2017-11-06,26.9
2017-11-07,25.95
2017-11-08,24.7
2017-11-09,23.5
2017-11-10,22.35
2017-11-13,21.25
2017-11-14,20.2
2017-11-15,19.2
2017-11-16,18.25
2017-11-17,17.35
2017-11-20,16.5
2017-11-21,15.7
2017-11-22,14.95
2017-11-23,14.25
2017-11-24,14.95
2017-11-27,15.65
2017-11-28,16.4
2017-11-29,17.2
2017-11-30,18.0
2017-12-01,17.1
2017-12-04,16.25
2017-12-05,17.05
2017-12-06,16.75
2017-12-07,16.75
2017-12-08,16.4
2017-12-11,16.3
2017-12-12,16.6
2017-12-13,16.0
2017-12-14,15.8
2017-12-15,15.15
2017-12-18,15.0
2017-12-19,15.75
2017-12-20,16.5
2017-12-21,17.3
2017-12-22,18.15
2017-12-26,18.9
2017-12-27,19.8
2017-12-28,20.75
2017-12-29,21.75
