Date,JSWENERGY
2017-01-02,62.25
2017-01-03,60.6
2017-01-04,61.1
2017-01-05,61.6
2017-01-06,65.3
2017-01-09,64.1
2017-01-10,64.4
2017-01-11,64.3
2017-01-12,65.5
2017-01-13,65.45
2017-01-16,64.85
2017-01-17,64.0
2017-01-18,61.8
2017-01-19,60.0
2017-01-20,61.3
2017-01-23,59.3
2017-01-24,61.15
2017-01-25,60.3
2017-01-27,62.55
2017-01-30,62.45
2017-01-31,61.0
2017-02-01,61.0
2017-02-02,62.2
2017-02-03,62.4
2017-02-06,62.8
2017-02-07,62.2
2017-02-08,62.65
2017-02-09,63.25
2017-02-10,63.1
2017-02-13,62.2
2017-02-14,61.5
2017-02-15,59.95
2017-02-16,61.25
2017-02-17,60.8
2017-02-20,61.85
2017-02-21,64.05
2017-02-22,63.1
2017-02-23,62.7
2017-02-27,65.15
2017-02-28,65.2
2017-03-01,64.75
2017-03-02,62.15
2017-03-03,62.1
2017-03-06,63.7
2017-03-07,63.85
2017-03-08,62.0
2017-03-09,61.45
2017-03-10,61.1
2017-03-14,62.25
2017-03-15,62.35
2017-03-16,64.05
2017-03-17,63.85
2017-03-20,63.0
2017-03-21,62.05
2017-03-22,60.3
2017-03-23,61.3
2017-03-24,61.8
2017-03-27,60.95
2017-03-28,61.6
2017-03-29,61.25
2017-03-30,62.8
2017-03-31,62.7
2017-04-03,64.2
2017-04-05,66.65
2017-04-06,67.6
2017-04-07,66.25
2017-04-10,65.35
2017-04-11,65.25
2017-04-12,64.25
2017-04-13,64.7
2017-04-17,63.4
2017-04-18,63.85
2017-04-19,65.2
2017-04-20,64.45
2017-04-21,63.7
2017-04-24,63.45
2017-04-25,64.05
2017-04-26,63.75
2017-04-27,66.9
2017-04-28,67.05
2017-05-02,62.25
2017-05-03,63.35
2017-05-04,62.9
2017-05-05,64.45
2017-05-08,66.95
2017-05-09,68.9
2017-05-10,69.8
2017-05-11,68.15
2017-05-12,66.8
2017-05-15,68.55
2017-05-16,68.0
2017-05-17,68.2
2017-05-18,65.2
2017-05-19,64.75
2017-05-22,65.2
2017-05-23,63.55
2017-05-24,62.1
2017-05-25,63.65
2017-05-26,64.55
2017-05-29,61.85
2017-05-30,62.15
2017-05-31,63.1
2017-06-01,63.05
2017-06-02,63.65
2017-06-05,64.0
2017-06-06,63.0
2017-06-07,63.0
2017-06-08,64.75
2017-06-09,64.2
2017-06-12,63.1
2017-06-13,63.0
2017-06-14,62.7
2017-06-15,63.7
2017-06-16,62.95
2017-06-19,62.75
2017-06-20,62.6
2017-06-21,64.7
2017-06-22,64.9
2017-06-23,63.1
2017-06-27,63.15
2017-06-28,63.2
2017-06-29,64.8
2017-06-30,64.05
2017-07-03,65.0
2017-07-04,66.2
2017-07-05,67.75
2017-07-06,64.6
2017-07-07,64.15
2017-07-10,64.35
2017-07-11,64.25
2017-07-12,64.6
2017-07-13,64.1
2017-07-14,63.4
2017-07-17,62.5
2017-07-18,62.3
2017-07-19,64.2
2017-07-20,65.45
2017-07-21,66.95
2017-07-24,65.8
2017-07-25,66.45
2017-07-26,68.0
2017-07-27,67.15
2017-07-28,72.05
2017-07-31,70.45
2017-08-01,70.0
2017-08-02,69.65
2017-08-03,67.05
2017-08-04,68.25
2017-08-07,69.0
2017-08-08,70.95
2017-08-09,70.55
2017-08-10,64.9
2017-08-11,63.75
2017-08-14,64.2
2017-08-16,64.6
2017-08-17,64.25
2017-08-18,63.95
2017-08-21,62.8
2017-08-22,61.0
2017-08-23,61.15
2017-08-24,63.8
2017-08-28,66.9
2017-08-29,65.35
2017-08-30,66.6
2017-08-31,67.45
2017-09-01,67.05
2017-09-04,66.7
2017-09-05,67.3
2017-09-06,66.45
2017-09-07,67.15
2017-09-08,72.1
2017-09-11,74.0
2017-09-12,77.25
2017-09-13,77.05
2017-09-14,78.3
2017-09-15,77.85
2017-09-18,76.75
2017-09-19,79.1
2017-09-20,79.4
2017-09-21,76.9
2017-09-22,73.35
2017-09-25,73.15
2017-09-26,73.05
2017-09-27,68.9
2017-09-28,73.15
2017-09-29,73.75
2017-10-03,75.2
2017-10-04,76.5
2017-10-05,76.65
2017-10-06,77.3
2017-10-09,76.05
2017-10-10,79.45
2017-10-11,79.9
2017-10-12,81.05
2017-10-13,79.75
2017-10-16,78.8
2017-10-17,82.2
2017-10-18,81.15
2017-10-19,80.7
2017-10-23,81.1
2017-10-24,82.05
2017-10-25,81.5
2017-10-26,83.7
2017-10-27,86.15
2017-10-30,87.0
2017-10-31,85.4
2017-11-01,85.45
2017-11-02,82.6
2017-11-03,81.65
2017-11-06,82.0
2017-11-07,79.45
2017-11-08,81.5
2017-11-09,82.85
2017-11-10,83.55
2017-11-13,81.8
2017-11-14,80.75
2017-11-15,79.2
2017-11-16,80.35
2017-11-17,80.55
2017-11-20,80.65
2017-11-21,79.85
2017-11-22,78.6
2017-11-23,83.15
2017-11-24,84.2
2017-11-27,83.8
2017-11-28,81.75
2017-11-29,81.4
2017-11-30,83.75
2017-12-01,83.6
2017-12-04,83.9
2017-12-05,80.95
2017-12-06,78.45
2017-12-07,81.55
2017-12-08,82.9
2017-12-11,81.95
2017-12-12,80.4
2017-12-13,79.85
2017-12-14,79.35
2017-12-15,80.8
2017-12-18,79.85
2017-12-19,81.75
2017-12-20,83.7
2017-12-21,86.55
2017-12-22,89.15
2017-12-26,91.45
2017-12-27,89.5
2017-12-28,88.9
2017-12-29,92.4
