Date,WELCORP
2017-01-02,75.95
2017-01-03,76.15
2017-01-04,76.9
2017-01-05,79.1
2017-01-06,79.2
2017-01-09,80.55
2017-01-10,81.15
2017-01-11,82.75
2017-01-12,81.3
2017-01-13,83.2
2017-01-16,81.55
2017-01-17,81.0
2017-01-18,81.75
2017-01-19,81.1
2017-01-20,80.6
2017-01-23,80.15
2017-01-24,79.05
2017-01-25,85.0
2017-01-27,87.1
2017-01-30,85.5
2017-01-31,83.4
2017-02-01,84.1
2017-02-02,83.6
2017-02-03,83.5
2017-02-06,83.0
2017-02-07,83.3
2017-02-08,83.5
2017-02-09,88.05
2017-02-10,84.1
2017-02-13,81.55
2017-02-14,80.45
2017-02-15,79.55
2017-02-16,82.35
2017-02-17,82.4
2017-02-20,83.15
2017-02-21,85.15
2017-02-22,83.3
2017-02-23,84.0
2017-02-27,83.3
2017-02-28,83.15
2017-03-01,85.6
2017-03-02,84.55
2017-03-03,83.25
2017-03-06,87.8
2017-03-07,86.95
2017-03-08,85.7
2017-03-09,84.3
2017-03-10,83.4
2017-03-14,84.2
2017-03-15,84.25
2017-03-16,85.8
2017-03-17,84.05
2017-03-20,84.85
2017-03-21,83.85
2017-03-22,83.65
2017-03-23,84.0
2017-03-24,86.4
2017-03-27,82.6
2017-03-28,82.65
2017-03-29,81.55
2017-03-30,82.6
2017-03-31,82.6
2017-04-03,83.5
2017-04-05,84.65
2017-04-06,83.55
2017-04-07,83.1
2017-04-10,83.9
2017-04-11,84.1
2017-04-12,82.9
2017-04-13,82.45
2017-04-17,82.75
2017-04-18,82.3
2017-04-19,81.4
2017-04-20,81.3
2017-04-21,82.75
2017-04-24,81.95
2017-04-25,84.85
2017-04-26,83.85
2017-04-27,83.2
2017-04-28,82.65
2017-05-02,81.95
2017-05-03,81.85
2017-05-04,81.8
2017-05-05,81.5
2017-05-08,87.15
2017-05-09,87.95
2017-05-10,87.2
2017-05-11,84.0
2017-05-12,84.15
2017-05-15,90.25
2017-05-16,90.45
2017-05-17,94.0
2017-05-18,89.9
2017-05-19,91.75
2017-05-22,89.2
2017-05-23,86.6
2017-05-24,84.1
2017-05-25,88.15
2017-05-26,89.45
2017-05-29,87.45
2017-05-30,86.7
2017-05-31,86.35
2017-06-01,88.1
2017-06-02,92.95
2017-06-05,95.2
2017-06-06,96.45
2017-06-07,95.25
2017-06-08,97.4
2017-06-09,96.55
2017-06-12,99.85
2017-06-13,97.55
2017-06-14,99.45
2017-06-15,97.25
2017-06-16,96.0
2017-06-19,95.6
2017-06-20,97.25
2017-06-21,99.1
2017-06-22,96.85
2017-06-23,100.6
2017-06-27,100.9
2017-06-28,106.95
2017-06-29,106.2
2017-06-30,107.65
2017-07-03,106.6
2017-07-04,106.2
2017-07-05,108.7
2017-07-06,106.5
2017-07-07,107.1
2017-07-10,107.4
2017-07-11,108.2
2017-07-12,108.6
2017-07-13,106.6
2017-07-14,107.3
2017-07-17,107.95
2017-07-18,108.3
2017-07-19,111.55
2017-07-20,114.2
2017-07-21,122.05
2017-07-24,132.85
2017-07-25,130.95
2017-07-26,129.45
2017-07-27,127.6
2017-07-28,129.8
2017-07-31,129.25
2017-08-01,127.8
2017-08-02,130.25
2017-08-03,126.6
2017-08-04,129.9
2017-08-07,130.85
2017-08-08,127.75
2017-08-09,125.15
2017-08-10,112.25
2017-08-11,116.9
2017-08-14,120.75
2017-08-16,121.85
2017-08-17,121.5
2017-08-18,123.3
2017-08-21,126.25
2017-08-22,127.6
2017-08-23,132.0
2017-08-24,134.15
2017-08-28,136.3
2017-08-29,134.2
2017-08-30,138.5
2017-08-31,140.4
2017-09-01,138.05
2017-09-04,139.1
2017-09-05,139.4
2017-09-06,140.8
2017-09-07,144.3
2017-09-08,139.7
2017-09-11,138.75
2017-09-12,140.9
2017-09-13,134.25
2017-09-14,138.75
2017-09-15,137.65
2017-09-18,137.2
2017-09-19,140.9
2017-09-20,138.85
2017-09-21,137.8
2017-09-22,129.45
2017-09-25,124.65
2017-09-26,125.6
2017-09-27,123.65
2017-09-28,128.5
2017-09-29,132.3
2017-10-03,132.2
2017-10-04,133.95
2017-10-05,137.05
2017-10-06,138.7
2017-10-09,140.6
2017-10-10,139.4
2017-10-11,135.45
2017-10-12,139.25
2017-10-13,138.6
2017-10-16,135.2
2017-10-17,134.6
2017-10-18,134.25
2017-10-19,134.75
2017-10-23,132.9
2017-10-24,134.8
2017-10-25,136.7
2017-10-26,142.5
2017-10-27,146.45
2017-10-30,145.1
2017-10-31,146.5
2017-11-01,149.7
2017-11-02,158.1
2017-11-03,157.95
2017-11-06,153.6
2017-11-07,145.1
2017-11-08,144.15
2017-11-09,141.8
2017-11-10,141.85
2017-11-13,139.8
2017-11-14,137.9
2017-11-15,138.5
2017-11-16,133.45
2017-11-17,130.85
2017-11-20,128.45
2017-11-21,132.15
2017-11-22,133.85
2017-11-23,138.4
2017-11-24,134.65
2017-11-27,133.95
2017-11-28,132.35
2017-11-29,129.0
2017-11-30,128.15
2017-12-01,128.25
2017-12-04,125.95
2017-12-05,126.25
2017-12-06,130.2
2017-12-07,130.15
2017-12-08,129.6
2017-12-11,131.4
2017-12-12,130.7
2017-12-13,129.75
2017-12-14,131.8
2017-12-15,133.35
2017-12-18,131.85
2017-12-19,134.8
2017-12-20,134.15
2017-12-21,136.55
2017-12-22,136.65
2017-12-26,141.95
2017-12-27,138.85
2017-12-28,137.6
2017-12-29,135.75
