Date,GOLDBEES
2017-01-02,2558.35
2017-01-03,2546.15
2017-01-04,2583.25
2017-01-05,2598.25
2017-01-06,2598.4
2017-01-09,2604.5
2017-01-10,2614.8
2017-01-11,2633.7
2017-01-12,2651.35
2017-01-13,2645.05
2017-01-16,2659.2
2017-01-17,2679.9
2017-01-18,2685.65
2017-01-19,2666.3
2017-01-20,2668.8
2017-01-23,2666.45
2017-01-24,2666.25
2017-01-25,2652.1
2017-01-27,2621.5
2017-01-30,2607.0
2017-01-31,2630.7
2017-02-01,2643.35
2017-02-02,2654.5
2017-02-03,2644.4
2017-02-06,2653.7
2017-02-07,2688.15
2017-02-08,2694.25
2017-02-09,2683.7
2017-02-10,2653.1
2017-02-13,2645.65
2017-02-14,2658.4
2017-02-15,2648.4
2017-02-16,2668.35
2017-02-17,2686.4
2017-02-20,2677.45
2017-02-21,2659.05
2017-02-22,2687.7
2017-02-23,2686.65
2017-02-27,2707.8
2017-02-28,2702.15
2017-03-01,2693.2
2017-03-02,2686.7
2017-03-03,2661.85
2017-03-06,2673.65
2017-03-07,2656.15
2017-03-08,2629.25
2017-03-09,2624.6
2017-03-10,2611.3
2017-03-14,2595.85
2017-03-15,2562.85
2017-03-16,2596.25
2017-03-17,2598.95
2017-03-20,2605.0
2017-03-21,2606.15
2017-03-22,2634.8
2017-03-23,2638.3
2017-03-24,2633.6
2017-03-27,2642.7
2017-03-28,2633.2
2017-03-29,2628.8
2017-03-30,2626.9
2017-03-31,2612.85
2017-04-03,2608.25
2017-04-05,2637.1
2017-04-06,2639.25
2017-04-07,2651.4
2017-04-10,2621.05
2017-04-11,2626.05
2017-04-12,2660.05
2017-04-13,2677.9
2017-04-17,2680.45
2017-04-18,2679.45
2017-04-19,2668.15
2017-04-20,2668.45
2017-04-21,2676.85
2017-04-24,2654.9
2017-04-25,2649.25
2017-04-26,2633.95
2017-04-27,2633.3
2017-04-28,2640.55
2017-05-02,2617.85
2017-05-03,2611.05
2017-05-04,2580.45
2017-05-05,2592.4
2017-05-08,2572.05
2017-05-09,2570.55
2017-05-10,2567.45
2017-05-11,2551.9
2017-05-12,2555.55
2017-05-15,2558.55
2017-05-16,2561.75
2017-05-17,2579.8
2017-05-18,2632.5
2017-05-19,2622.75
2017-05-22,2618.65
2017-05-23,2638.6
2017-05-24,2624.0
2017-05-25,2611.65
2017-05-26,2630.85
2017-05-29,2629.6
2017-05-30,2629.35
2017-05-31,2618.45
2017-06-01,2629.15
2017-06-02,2617.95
2017-06-05,2653.55
2017-06-06,2667.2
2017-06-07,2662.95
2017-06-08,2655.95
2017-06-09,2635.65
2017-06-12,2631.15
2017-06-13,2622.45
2017-06-14,2621.25
2017-06-15,2616.7
2017-06-16,2610.65
2017-06-19,2601.65
2017-06-20,2598.15
2017-06-21,2606.8
2017-06-22,2610.45
2017-06-23,2612.3
2017-06-27,2607.55
2017-06-28,2599.2
2017-06-29,2583.6
2017-06-30,2576.9
2017-07-03,2567.9
2017-07-04,2543.95
2017-07-05,2541.45
2017-07-06,2547.65
2017-07-07,2538.9
2017-07-10,2509.9
2017-07-11,2515.5
2017-07-12,2520.95
2017-07-13,2522.15
2017-07-14,2518.0
2017-07-17,2537.25
2017-07-18,2545.35
2017-07-19,2550.3
2017-07-20,2547.25
2017-07-21,2561.2
2017-07-24,2578.15
2017-07-25,2567.65
2017-07-26,2556.5
2017-07-27,2577.3
2017-07-28,2565.45
2017-07-31,2571.0
2017-08-01,2565.7
2017-08-02,2560.95
2017-08-03,2554.6
2017-08-04,2581.0
2017-08-07,2555.35
2017-08-08,2558.75
2017-08-09,2577.15
2017-08-10,2596.35
2017-08-11,2621.9
2017-08-14,2603.3
2017-08-16,2578.15
2017-08-17,2614.5
2017-08-18,2623.2
2017-08-21,2601.25
2017-08-22,2596.5
2017-08-23,2599.2
2017-08-24,2600.7
2017-08-28,2629.25
2017-08-29,2682.75
2017-08-30,2662.5
2017-08-31,2652.6
2017-09-01,2681.85
2017-09-04,2712.8
2017-09-05,2704.75
2017-09-06,2728.15
2017-09-07,2716.95
2017-09-08,2731.6
2017-09-11,2708.65
2017-09-12,2694.75
2017-09-13,2707.05
2017-09-14,2690.05
2017-09-15,2698.35
2017-09-18,2675.9
2017-09-19,2673.6
2017-09-20,2685.0
2017-09-21,2670.5
2017-09-22,2672.15
2017-09-25,2675.95
2017-09-26,2705.8
2017-09-27,2686.9
2017-09-28,2671.95
2017-09-29,2666.25
2017-10-03,2658.35
2017-10-04,2653.2
2017-10-05,2647.7
2017-10-06,2640.9
2017-10-09,2669.3
2017-10-10,2676.3
2017-10-11,2684.15
2017-10-12,2695.05
2017-10-13,2696.55
2017-10-16,2689.35
2017-10-17,2679.05
2017-10-18,2660.35
2017-10-19,2687.35
2017-10-23,2655.45
2017-10-24,2651.65
2017-10-25,2646.75
2017-10-26,2643.15
2017-10-27,2627.65
2017-10-30,2627.9
2017-10-31,2637.15
2017-11-01,2633.55
2017-11-02,2627.95
2017-11-03,2627.1
2017-11-06,2615.05
2017-11-07,2639.05
2017-11-08,2641.65
2017-11-09,2643.7
2017-11-10,2652.95
2017-11-13,2650.75
2017-11-14,2643.15
2017-11-15,2657.6
2017-11-16,2641.25
2017-11-17,2646.45
2017-11-20,2667.6
2017-11-21,2644.5
2017-11-22,2645.95
2017-11-23,2649.9
2017-11-24,2653.4
2017-11-27,2649.35
2017-11-28,2648.25
2017-11-29,2650.0
2017-11-30,2630.05
2017-12-01,2624.65
2017-12-04,2611.85
2017-12-05,2617.4
2017-12-06,2605.65
2017-12-07,2588.95
2017-12-08,2563.2
2017-12-11,2564.55
2017-12-12,2563.8
2017-12-13,2553.5
2017-12-14,2574.55
2017-12-15,2564.4
2017-12-18,2563.25
2017-12-19,2572.15
2017-12-20,2574.0
2017-12-21,2575.45
2017-12-22,2579.45
2017-12-26,2600.3
2017-12-27,2616.55
2017-12-28,2637.25
2017-12-29,2626.8
