Date,AHLUCONT
2017-01-02,260.9
2017-01-03,256.65
2017-01-04,250.65
2017-01-05,251.15
2017-01-06,251.75
2017-01-09,256.0
2017-01-10,260.1
2017-01-11,263.35
2017-01-12,265.0
2017-01-13,260.4
2017-01-16,270.55
2017-01-17,274.5
2017-01-18,278.95
2017-01-19,275.65
2017-01-20,273.1
2017-01-23,271.9
2017-01-24,266.1
2017-01-25,268.7
2017-01-27,270.15
2017-01-30,272.0
2017-01-31,274.4
2017-02-01,272.0
2017-02-02,270.1
2017-02-03,275.8
2017-02-06,282.9
2017-02-07,292.35
2017-02-08,290.05
2017-02-09,290.15
2017-02-10,290.55
2017-02-13,294.2
2017-02-14,296.7
2017-02-15,296.15
2017-02-16,297.05
2017-02-17,298.3
2017-02-20,298.9
2017-02-21,301.7
2017-02-22,299.65
2017-02-23,305.95
2017-02-27,308.55
2017-02-28,318.7
2017-03-01,316.0
2017-03-02,319.9
2017-03-03,318.35
2017-03-06,310.0
2017-03-07,306.35
2017-03-08,304.05
2017-03-09,310.9
2017-03-10,304.05
2017-03-14,310.65
2017-03-15,310.85
2017-03-16,311.2
2017-03-17,324.4
2017-03-20,321.8
2017-03-21,320.1
2017-03-22,315.15
2017-03-23,315.9
2017-03-24,315.4
2017-03-27,314.5
2017-03-28,309.6
2017-03-29,304.45
2017-03-30,312.35
2017-03-31,313.75
2017-04-03,323.2
2017-04-05,321.3
2017-04-06,325.0
2017-04-07,342.85
2017-04-10,332.25
2017-04-11,339.4
2017-04-12,338.9
2017-04-13,336.15
2017-04-17,328.2
2017-04-18,330.0
2017-04-19,341.05
2017-04-20,353.35
2017-04-21,358.6
2017-04-24,361.75
2017-04-25,360.85
2017-04-26,349.35
2017-04-27,343.8
2017-04-28,351.7
2017-05-02,347.3
2017-05-03,359.15
2017-05-04,359.2
2017-05-05,374.55
2017-05-08,378.0
2017-05-09,384.05
2017-05-10,385.9
2017-05-11,397.2
2017-05-12,399.35
2017-05-15,395.1
2017-05-16,397.5
2017-05-17,396.2
2017-05-18,385.0
2017-05-19,369.55
2017-05-22,364.7
2017-05-23,355.5
2017-05-24,365.45
2017-05-25,375.05
2017-05-26,385.0
2017-05-29,380.1
2017-05-30,380.6
2017-05-31,350.1
2017-06-01,349.9
2017-06-02,346.95
2017-06-05,330.35
2017-06-06,333.6
2017-06-07,333.2
2017-06-08,333.9
2017-06-09,334.4
2017-06-12,334.5
2017-06-13,335.0
2017-06-14,329.75
2017-06-15,320.95
2017-06-16,317.1
2017-06-19,319.95
2017-06-20,318.95
2017-06-21,332.15
2017-06-22,332.65
2017-06-23,326.65
2017-06-27,320.05
2017-06-28,321.95
2017-06-29,320.9
2017-06-30,322.05
2017-07-03,334.45
2017-07-04,332.3
2017-07-05,349.8
2017-07-06,356.9
2017-07-07,348.0
2017-07-10,330.65
2017-07-11,317.7
2017-07-12,293.75
2017-07-13,294.95
2017-07-14,295.2
2017-07-17,294.6
2017-07-18,298.8
2017-07-19,291.95
2017-07-20,292.65
2017-07-21,292.95
2017-07-24,292.9
2017-07-25,287.4
2017-07-26,284.3
2017-07-27,275.4
2017-07-28,275.8
2017-07-31,279.35
2017-08-01,280.35
2017-08-02,279.75
2017-08-03,278.35
2017-08-04,280.15
2017-08-07,281.55
2017-08-08,271.0
2017-08-09,271.3
2017-08-10,264.9
2017-08-11,260.95
2017-08-14,265.25
2017-08-16,277.9
2017-08-17,278.75
2017-08-18,277.2
2017-08-21,284.25
2017-08-22,283.9
2017-08-23,283.4
2017-08-24,289.15
2017-08-28,289.15
2017-08-29,282.45
2017-08-30,282.6
2017-08-31,283.6
2017-09-01,277.45
2017-09-04,279.9
2017-09-05,278.8
2017-09-06,281.1
2017-09-07,279.0
2017-09-08,277.25
2017-09-11,276.6
2017-09-12,272.35
2017-09-13,271.15
2017-09-14,273.3
2017-09-15,296.5
2017-09-18,299.9
2017-09-19,318.05
2017-09-20,319.9
2017-09-21,319.1
2017-09-22,317.4
2017-09-25,301.45
2017-09-26,302.0
2017-09-27,300.9
2017-09-28,312.35
2017-09-29,306.1
2017-10-03,301.65
2017-10-04,301.3
2017-10-05,292.85
2017-10-06,291.75
2017-10-09,292.55
2017-10-10,293.35
2017-10-11,293.75
2017-10-12,298.5
2017-10-13,294.5
2017-10-16,288.4
2017-10-17,287.3
2017-10-18,289.0
2017-10-19,287.15
2017-10-23,287.15
2017-10-24,288.4
2017-10-25,300.9
2017-10-26,300.8
2017-10-27,301.5
2017-10-30,310.25
2017-10-31,317.8
2017-11-01,320.45
2017-11-02,316.7
2017-11-03,319.95
2017-11-06,345.15
2017-11-07,335.6
2017-11-08,338.8
2017-11-09,337.5
2017-11-10,328.85
2017-11-13,326.5
2017-11-14,325.85
2017-11-15,320.4
2017-11-16,326.85
2017-11-17,336.5
2017-11-20,348.0
2017-11-21,356.8
2017-11-22,359.9
2017-11-23,373.9
2017-11-24,370.15
2017-11-27,373.0
2017-11-28,374.9
2017-11-29,375.4
2017-11-30,374.45
2017-12-01,375.1
2017-12-04,375.05
2017-12-05,376.3
2017-12-06,362.25
2017-12-07,357.05
2017-12-08,360.0
2017-12-11,364.55
2017-12-12,364.9
2017-12-13,370.75
2017-12-14,366.55
2017-12-15,370.0
2017-12-18,378.6
2017-12-19,383.5
2017-12-20,382.95
2017-12-21,378.85
2017-12-22,378.85
2017-12-26,390.0
2017-12-27,404.9
2017-12-28,393.65
2017-12-29,390.8
