Date,ATFL
2017-01-02,457.55
2017-01-03,450.85
2017-01-04,452.35
2017-01-05,451.4
2017-01-06,454.05
2017-01-09,451.6
2017-01-10,454.9
2017-01-11,460.25
2017-01-12,459.55
2017-01-13,459.75
2017-01-16,455.55
2017-01-17,458.45
2017-01-18,450.5
2017-01-19,495.1
2017-01-20,483.35
2017-01-23,497.3
2017-01-24,487.75
2017-01-25,491.6
2017-01-27,489.5
2017-01-30,498.45
2017-01-31,494.1
2017-02-01,494.8
2017-02-02,511.4
2017-02-03,512.7
2017-02-06,527.75
2017-02-07,526.55
2017-02-08,520.0
2017-02-09,524.45
2017-02-10,533.6
2017-02-13,523.2
2017-02-14,526.55
2017-02-15,522.8
2017-02-16,524.85
2017-02-17,535.55
2017-02-20,549.65
2017-02-21,543.9
2017-02-22,535.65
2017-02-23,546.35
2017-02-27,544.3
2017-02-28,537.8
2017-03-01,569.25
2017-03-02,547.1
2017-03-03,552.85
2017-03-06,562.5
2017-03-07,589.35
2017-03-08,577.95
2017-03-09,571.1
2017-03-10,573.85
2017-03-14,581.15
2017-03-15,581.25
2017-03-16,570.05
2017-03-17,560.55
2017-03-20,540.75
2017-03-21,537.0
2017-03-22,530.4
2017-03-23,532.35
2017-03-24,532.3
2017-03-27,525.05
2017-03-28,529.85
2017-03-29,533.2
2017-03-30,536.15
2017-03-31,540.3
2017-04-03,557.9
2017-04-05,561.85
2017-04-06,569.15
2017-04-07,558.45
2017-04-10,560.6
2017-04-11,567.65
2017-04-12,562.8
2017-04-13,566.25
2017-04-17,565.6
2017-04-18,567.7
2017-04-19,564.85
2017-04-20,554.05
2017-04-21,541.05
2017-04-24,529.15
2017-04-25,543.15
2017-04-26,524.6
2017-04-27,530.45
2017-04-28,537.8
2017-05-02,542.0
2017-05-03,542.1
2017-05-04,527.5
2017-05-05,515.45
2017-05-08,516.8
2017-05-09,508.1
2017-05-10,508.55
2017-05-11,506.5
2017-05-12,508.0
2017-05-15,510.1
2017-05-16,508.55
2017-05-17,507.65
2017-05-18,508.4
2017-05-19,507.25
2017-05-22,508.65
2017-05-23,499.2
2017-05-24,501.0
2017-05-25,500.1
2017-05-26,503.25
2017-05-29,495.25
2017-05-30,491.1
2017-05-31,488.0
2017-06-01,491.5
2017-06-02,494.7
2017-06-05,489.95
2017-06-06,490.1
2017-06-07,492.0
2017-06-08,492.9
2017-06-09,501.35
2017-06-12,492.25
2017-06-13,495.85
2017-06-14,492.3
2017-06-15,494.1
2017-06-16,497.95
2017-06-19,493.85
2017-06-20,492.0
2017-06-21,492.0
2017-06-22,492.0
2017-06-23,492.25
2017-06-27,492.75
2017-06-28,495.1
2017-06-29,495.15
2017-06-30,494.6
2017-07-03,496.05
2017-07-04,497.25
2017-07-05,498.0
2017-07-06,495.45
2017-07-07,499.55
2017-07-10,505.05
2017-07-11,507.35
2017-07-12,509.7
2017-07-13,503.95
2017-07-14,500.0
2017-07-17,495.35
2017-07-18,495.2
2017-07-19,495.95
2017-07-20,530.55
2017-07-21,525.5
2017-07-24,510.15
2017-07-25,517.55
2017-07-26,526.2
2017-07-27,510.3
2017-07-28,524.9
2017-07-31,512.0
2017-08-01,512.15
2017-08-02,512.4
2017-08-03,512.25
2017-08-04,527.3
2017-08-07,526.8
2017-08-08,522.0
2017-08-09,511.4
2017-08-10,507.4
2017-08-11,511.7
2017-08-14,510.35
2017-08-16,508.3
2017-08-17,509.6
2017-08-18,513.55
2017-08-21,514.65
2017-08-22,536.45
2017-08-23,535.7
2017-08-24,542.6
2017-08-28,536.7
2017-08-29,536.65
2017-08-30,538.75
2017-08-31,539.8
2017-09-01,547.95
2017-09-04,535.45
2017-09-05,536.9
2017-09-06,537.4
2017-09-07,536.45
2017-09-08,533.8
2017-09-11,524.95
2017-09-12,516.15
2017-09-13,517.95
2017-09-14,539.45
2017-09-15,527.8
2017-09-18,520.7
2017-09-19,526.35
2017-09-20,528.75
2017-09-21,519.9
2017-09-22,511.2
2017-09-25,512.15
2017-09-26,518.6
2017-09-27,512.8
2017-09-28,511.35
2017-09-29,506.1
2017-10-03,507.35
2017-10-04,515.15
2017-10-05,518.15
2017-10-06,530.55
2017-10-09,530.1
2017-10-10,523.4
2017-10-11,507.35
2017-10-12,520.9
2017-10-13,515.8
2017-10-16,516.65
2017-10-17,513.25
2017-10-18,510.35
2017-10-19,515.5
2017-10-23,512.8
2017-10-24,514.35
2017-10-25,513.25
2017-10-26,524.85
2017-10-27,538.0
2017-10-30,548.0
2017-10-31,543.65
2017-11-01,546.3
2017-11-02,538.3
2017-11-03,554.5
2017-11-06,548.8
2017-11-07,544.75
2017-11-08,537.35
2017-11-09,547.7
2017-11-10,535.0
2017-11-13,536.05
2017-11-14,535.0
2017-11-15,521.3
2017-11-16,532.8
2017-11-17,530.15
2017-11-20,530.45
2017-11-21,534.35
2017-11-22,526.5
2017-11-23,524.25
2017-11-24,524.05
2017-11-27,527.85
2017-11-28,526.8
2017-11-29,525.95
2017-11-30,627.1
2017-12-01,615.9
2017-12-04,593.2
2017-12-05,587.3
2017-12-06,584.15
2017-12-07,602.0
2017-12-08,633.0
2017-12-11,629.75
2017-12-12,641.85
2017-12-13,633.35
2017-12-14,664.55
2017-12-15,725.8
2017-12-18,728.55
2017-12-19,721.8
2017-12-20,732.55
2017-12-21,741.5
2017-12-22,731.5
2017-12-26,742.5
2017-12-27,714.1
2017-12-28,717.0
2017-12-29,711.65
