Date,BSLGOLDETF
2017-01-02,2674.0
2017-01-03,2699.0
2017-01-04,2731.95
2017-01-05,2699.0
2017-01-09,2811.5
2017-01-10,2749.0
2017-01-11,2738.05
2017-01-12,2751.9
2017-01-13,2796.55
2017-01-16,2782.0
2017-01-17,2780.0
2017-01-18,2809.95
2017-01-19,2765.0
2017-01-20,2775.0
2017-01-23,2800.0
2017-01-24,2800.0
2017-01-25,2770.45
2017-01-27,2800.0
2017-01-30,2705.0
2017-01-31,2731.7
2017-02-01,2775.0
2017-02-03,2734.0
2017-02-06,2803.95
2017-02-07,2756.0
2017-02-08,2821.0
2017-02-09,2797.3
2017-02-10,2775.0
2017-02-13,2747.0
2017-02-14,2774.0
2017-02-15,2790.0
2017-02-16,2800.0
2017-02-17,2824.0
2017-02-20,2752.0
2017-02-21,2783.0
2017-02-23,2795.0
2017-02-27,2827.0
2017-02-28,2824.95
2017-03-01,2795.0
2017-03-02,2809.0
2017-03-03,2762.0
2017-03-06,2799.85
2017-03-07,2800.0
2017-03-08,2799.9
2017-03-09,2844.95
2017-03-10,2845.0
2017-03-14,2832.5
2017-03-15,2684.0
2017-03-16,2710.0
2017-03-17,2739.0
2017-03-20,2737.7
2017-03-21,2725.0
2017-03-22,2730.0
2017-03-23,2775.0
2017-03-24,2765.0
2017-03-27,2750.0
2017-03-28,2790.0
2017-03-29,2732.0
2017-03-30,2730.0
2017-03-31,2714.0
2017-04-03,2721.0
2017-04-05,2728.0
2017-04-06,2731.0
2017-04-07,2725.05
2017-04-10,2763.7
2017-04-12,2758.05
2017-04-13,2790.0
2017-04-17,2800.0
2017-04-18,2798.0
2017-04-19,2799.0
2017-04-20,2825.0
2017-04-21,2800.0
2017-04-24,2800.0
2017-04-25,2762.0
2017-04-26,2770.0
2017-04-27,2752.1
2017-04-28,2777.25
2017-05-02,2746.65
2017-05-03,2722.0
2017-05-04,2716.1
2017-05-05,2718.0
2017-05-08,2662.05
2017-05-09,2673.7
2017-05-10,2717.25
2017-05-11,2660.2
2017-05-12,2688.0
2017-05-15,2710.0
2017-05-16,2689.9
2017-05-17,2682.0
2017-05-18,2749.0
2017-05-19,2730.0
2017-05-22,2730.0
2017-05-23,2729.0
2017-05-24,2740.0
2017-05-25,2767.0
2017-05-26,2715.65
2017-05-29,2774.0
2017-05-30,2765.0
2017-06-01,2769.0
2017-06-02,2700.0
2017-06-05,2763.0
2017-06-06,2759.0
2017-06-07,2744.0
2017-06-08,2730.0
2017-06-09,2729.0
2017-06-12,2730.0
2017-06-13,2693.05
2017-06-14,2747.0
2017-06-15,2710.0
2017-06-16,2698.0
2017-06-19,2690.0
2017-06-20,2690.0
2017-06-21,2700.0
2017-06-22,2724.0
2017-06-23,2671.0
2017-06-27,2691.0
2017-06-28,2666.0
2017-06-29,2773.95
2017-06-30,2702.0
2017-07-03,2700.0
2017-07-04,2700.0
2017-07-05,2695.0
2017-07-06,2708.0
2017-07-07,2698.0
2017-07-10,2640.0
2017-07-11,2697.9
2017-07-12,2662.0
2017-07-13,2700.0
2017-07-14,2658.9
2017-07-17,2650.0
2017-07-18,2650.15
2017-07-19,2684.0
2017-07-20,2670.0
2017-07-21,2652.0
2017-07-24,2702.0
2017-07-25,2680.0
2017-07-26,2698.0
2017-07-27,2672.05
2017-07-28,2660.5
2017-07-31,2656.0
2017-08-01,2646.0
2017-08-02,2647.0
2017-08-03,2644.0
2017-08-04,2685.0
2017-08-07,2653.0
2017-08-08,2644.3
2017-08-09,2660.05
2017-08-10,2671.0
