Date,SUPREMEIND
2017-01-02,897.25
2017-01-03,887.6
2017-01-04,887.0
2017-01-05,911.25
2017-01-06,904.85
2017-01-09,880.35
2017-01-10,872.6
2017-01-11,873.75
2017-01-12,871.45
2017-01-13,872.7
2017-01-16,875.35
2017-01-17,870.55
2017-01-18,871.6
2017-01-19,889.9
2017-01-20,896.85
2017-01-23,913.95
2017-01-24,914.95
2017-01-25,918.65
2017-01-27,944.0
2017-01-30,940.5
2017-01-31,939.0
2017-02-01,938.2
2017-02-02,960.65
2017-02-03,964.65
2017-02-06,987.25
2017-02-07,986.1
2017-02-08,992.35
2017-02-09,985.8
2017-02-10,989.65
2017-02-13,1013.0
2017-02-14,1000.9
2017-02-15,997.55
2017-02-16,1003.3
2017-02-17,996.9
2017-02-20,996.45
2017-02-21,995.45
2017-02-22,994.75
2017-02-23,988.9
2017-02-27,1006.9
2017-02-28,1008.65
2017-03-01,989.45
2017-03-02,985.75
2017-03-03,997.5
2017-03-06,988.6
2017-03-07,999.8
2017-03-08,1002.5
2017-03-09,992.55
2017-03-10,1046.55
2017-03-14,1032.45
2017-03-15,1019.15
2017-03-16,1045.75
2017-03-17,1076.2
2017-03-20,1086.0
2017-03-21,1072.75
2017-03-22,1050.4
2017-03-23,1070.5
2017-03-24,1039.85
2017-03-27,1048.2
2017-03-28,1048.6
2017-03-29,1049.8
2017-03-30,1070.85
2017-03-31,1092.65
2017-04-03,1102.1
2017-04-05,1113.5
2017-04-06,1096.65
2017-04-07,1085.3
2017-04-10,1075.75
2017-04-11,1075.45
2017-04-12,1075.25
2017-04-13,1084.4
2017-04-17,1084.4
2017-04-18,1078.45
2017-04-19,1077.7
2017-04-20,1074.35
2017-04-21,1077.9
2017-04-24,1080.05
2017-04-25,1069.15
2017-04-26,1069.6
2017-04-27,1081.05
2017-04-28,1088.3
2017-05-02,1155.35
2017-05-03,1152.05
2017-05-04,1174.3
2017-05-05,1181.35
2017-05-08,1183.95
2017-05-09,1200.0
2017-05-10,1189.5
2017-05-11,1203.55
2017-05-12,1199.55
2017-05-15,1196.55
2017-05-16,1190.3
2017-05-17,1189.95
2017-05-18,1192.85
2017-05-19,1159.35
2017-05-22,1160.1
2017-05-23,1140.45
2017-05-24,1141.55
2017-05-25,1130.4
2017-05-26,1147.7
2017-05-29,1163.75
2017-05-30,1146.25
2017-05-31,1149.2
2017-06-01,1159.1
2017-06-02,1156.75
2017-06-05,1150.2
2017-06-06,1121.7
2017-06-07,1158.95
2017-06-08,1172.45
2017-06-09,1175.4
2017-06-12,1214.5
2017-06-13,1199.85
2017-06-14,1212.85
2017-06-15,1203.5
2017-06-16,1189.55
2017-06-19,1185.55
2017-06-20,1216.25
2017-06-21,1219.25
2017-06-22,1200.5
2017-06-23,1227.1
2017-06-27,1198.4
2017-06-28,1186.45
2017-06-29,1205.2
2017-06-30,1227.8
2017-07-03,1221.5
2017-07-04,1216.7
2017-07-05,1228.4
2017-07-06,1224.55
2017-07-07,1222.55
2017-07-10,1233.65
2017-07-11,1215.4
2017-07-12,1196.95
2017-07-13,1194.3
2017-07-14,1189.4
2017-07-17,1158.05
2017-07-18,1135.65
2017-07-19,1128.4
2017-07-20,1105.85
2017-07-21,1086.2
2017-07-24,1099.6
2017-07-25,1128.0
2017-07-26,1115.15
2017-07-27,1132.25
2017-07-28,1120.7
2017-07-31,1120.8
2017-08-01,1113.75
2017-08-02,1110.15
2017-08-03,1100.9
2017-08-04,1106.1
2017-08-07,1088.2
2017-08-08,1049.8
2017-08-09,1052.6
2017-08-10,1052.4
2017-08-11,1031.55
2017-08-14,1073.45
2017-08-16,1076.8
2017-08-17,1072.3
2017-08-18,1065.8
2017-08-21,1097.4
2017-08-22,1129.9
2017-08-23,1124.65
2017-08-24,1176.0
2017-08-28,1178.9
2017-08-29,1165.05
2017-08-30,1160.35
2017-08-31,1201.55
2017-09-01,1195.7
2017-09-04,1176.35
2017-09-05,1160.05
2017-09-06,1174.6
2017-09-07,1171.85
2017-09-08,1164.25
2017-09-11,1178.8
2017-09-12,1165.95
2017-09-13,1171.55
2017-09-14,1158.35
2017-09-15,1174.7
2017-09-18,1157.75
2017-09-19,1150.25
2017-09-20,1146.95
2017-09-21,1168.05
2017-09-22,1151.2
2017-09-25,1123.5
2017-09-26,1104.4
2017-09-27,1091.0
2017-09-28,1087.7
2017-09-29,1098.8
2017-10-03,1099.05
2017-10-04,1081.35
2017-10-05,1069.15
