Date,RPPINFRA
2017-01-02,229.3
2017-01-03,230.65
2017-01-04,229.65
2017-01-05,226.6
2017-01-06,228.05
2017-01-09,226.1
2017-01-10,231.45
2017-01-11,235.85
2017-01-12,258.55
2017-01-13,233.95
2017-01-16,248.0
2017-01-17,250.5
2017-01-18,269.75
2017-01-19,277.05
2017-01-20,276.6
2017-01-23,293.65
2017-01-24,311.15
2017-01-25,313.5
2017-01-27,315.6
2017-01-30,312.6
2017-01-31,311.05
2017-02-01,332.3
2017-02-02,316.45
2017-02-03,320.45
2017-02-06,301.2
2017-02-07,309.45
2017-02-08,293.0
2017-02-09,349.35
2017-02-10,349.45
2017-02-13,349.6
2017-02-14,345.85
2017-02-15,337.05
2017-02-16,333.5
2017-02-17,328.8
2017-02-20,329.4
2017-02-21,328.45
2017-02-22,321.35
2017-02-23,318.45
2017-02-27,312.25
2017-02-28,305.7
2017-03-01,307.7
2017-03-02,298.85
2017-03-03,297.25
2017-03-06,304.1
2017-03-07,293.95
2017-03-08,299.6
2017-03-09,294.7
2017-03-10,297.3
2017-03-14,294.5
2017-03-15,287.25
2017-03-16,274.5
2017-03-17,265.45
2017-03-20,265.0
2017-03-21,263.5
2017-03-22,260.05
2017-03-23,272.15
2017-03-24,266.7
2017-03-27,262.8
2017-03-28,260.95
2017-03-29,263.4
2017-03-30,260.95
2017-03-31,269.35
2017-04-03,272.4
2017-04-05,272.5
2017-04-06,282.05
2017-04-07,279.5
2017-04-10,272.6
2017-04-11,270.55
2017-04-12,275.25
2017-04-13,274.8
2017-04-17,272.85
2017-04-18,277.25
2017-04-19,282.15
2017-04-20,281.95
2017-04-21,278.35
2017-04-24,277.95
2017-04-25,290.1
2017-04-26,282.2
2017-04-27,280.2
2017-04-28,278.85
2017-05-02,277.25
2017-05-03,278.35
2017-05-04,275.75
2017-05-05,270.2
2017-05-08,268.8
2017-05-09,274.7
2017-05-10,279.8
2017-05-11,279.95
2017-05-12,279.0
2017-05-15,278.2
2017-05-16,271.25
2017-05-17,281.55
2017-05-18,272.15
2017-05-19,271.65
2017-05-22,268.9
2017-05-23,260.2
2017-05-24,256.35
2017-05-25,255.75
2017-05-26,270.95
2017-05-29,264.7
2017-05-30,261.4
2017-05-31,258.8
2017-06-01,215.85
2017-06-02,232.8
2017-06-05,247.4
2017-06-06,236.65
2017-06-07,248.85
2017-06-08,245.3
2017-06-09,246.35
2017-06-12,241.8
2017-06-13,236.5
2017-06-14,231.7
2017-06-15,233.5
2017-06-16,233.65
2017-06-19,252.8
2017-06-20,246.65
2017-06-21,252.75
2017-06-22,245.3
2017-06-23,244.95
2017-06-27,238.25
2017-06-28,235.15
2017-06-29,245.15
2017-06-30,240.8
2017-07-03,237.55
2017-07-04,247.1
2017-07-05,244.5
2017-07-06,247.0
2017-07-07,259.65
2017-07-10,262.65
2017-07-11,260.7
2017-07-12,254.1
2017-07-13,258.75
2017-07-14,250.05
2017-07-17,254.8
2017-07-18,249.7
2017-07-19,252.75
2017-07-20,246.7
2017-07-21,247.65
2017-07-24,250.2
2017-07-25,261.6
2017-07-26,256.6
2017-07-27,255.9
2017-07-28,254.55
2017-07-31,250.05
2017-08-01,248.3
2017-08-02,254.45
2017-08-03,255.45
2017-08-04,253.7
2017-08-07,257.55
2017-08-08,261.15
2017-08-09,263.7
2017-08-10,242.0
2017-08-11,235.45
2017-08-14,247.35
2017-08-16,248.65
2017-08-17,250.6
2017-08-18,245.7
2017-08-21,258.35
2017-08-22,252.15
2017-08-23,257.0
2017-08-24,257.15
2017-08-28,251.35
2017-08-29,259.55
2017-08-30,262.55
2017-08-31,266.55
2017-09-01,271.8
2017-09-04,266.95
2017-09-05,267.4
2017-09-06,264.8
2017-09-07,261.45
2017-09-08,257.4
2017-09-11,254.7
2017-09-12,243.6
2017-09-13,284.95
2017-09-14,279.65
2017-09-15,273.45
2017-09-18,287.8
2017-09-19,280.7
2017-09-20,281.2
2017-09-21,273.8
2017-09-22,263.5
2017-09-25,253.1
2017-09-26,255.85
2017-09-27,251.5
2017-09-28,254.6
2017-09-29,252.25
2017-10-03,255.4
2017-10-04,255.7
2017-10-05,255.9
2017-10-06,255.2
2017-10-09,252.15
2017-10-10,256.65
2017-10-11,258.85
2017-10-12,265.1
2017-10-13,263.25
2017-10-16,260.4
2017-10-17,262.6
2017-10-18,258.6
2017-10-19,259.25
2017-10-23,257.95
2017-10-24,254.95
2017-10-25,259.25
2017-10-26,267.2
2017-10-27,276.85
2017-10-30,285.2
2017-10-31,278.65
2017-11-01,277.35
2017-11-02,276.75
2017-11-03,279.4
2017-11-06,272.15
2017-11-07,269.05
2017-11-08,258.55
2017-11-09,258.45
2017-11-10,260.15
2017-11-13,267.3
2017-11-14,277.85
2017-11-15,281.05
2017-11-16,293.3
2017-11-17,290.4
2017-11-20,287.05
2017-11-21,293.25
2017-11-22,291.5
2017-11-23,285.95
2017-11-24,297.4
2017-11-27,293.9
2017-11-28,287.65
2017-11-29,293.4
2017-11-30,284.95
2017-12-01,279.0
2017-12-04,277.0
2017-12-05,288.55
2017-12-06,289.75
2017-12-07,287.6
2017-12-08,287.25
2017-12-11,311.65
2017-12-12,304.9
2017-12-13,303.1
2017-12-14,299.85
2017-12-15,300.8
2017-12-18,300.05
2017-12-19,305.3
2017-12-20,309.15
2017-12-21,312.05
2017-12-22,310.95
2017-12-26,313.1
2017-12-27,305.9
2017-12-28,303.3
2017-12-29,297.0
