Date,TCIDEVELOP
2017-01-02,344.05
2017-01-04,345.05
2017-01-05,350.0
2017-01-06,350.0
2017-01-09,336.35
2017-01-10,349.4
2017-01-11,353.7
2017-01-12,343.3
2017-01-13,341.0
2017-01-16,349.0
2017-01-17,362.0
2017-01-19,349.5
2017-01-20,347.4
2017-01-23,346.05
2017-01-25,344.1
2017-01-27,345.0
2017-01-30,345.0
2017-01-31,345.0
2017-02-01,340.3
2017-02-02,350.0
2017-02-03,348.1
2017-02-06,345.5
2017-02-07,341.5
2017-02-08,345.0
2017-02-09,348.0
2017-02-10,357.9
2017-02-13,347.0
2017-02-15,347.0
2017-02-16,345.0
2017-02-17,337.2
2017-02-20,350.0
2017-02-21,354.55
2017-02-22,350.0
2017-02-23,349.5
2017-02-27,344.0
2017-02-28,347.5
2017-03-01,350.0
2017-03-02,347.1
2017-03-03,350.0
2017-03-06,347.55
2017-03-07,347.5
2017-03-08,353.9
2017-03-09,351.0
2017-03-10,348.95
2017-03-14,358.5
2017-03-15,375.4
2017-03-16,364.3
2017-03-17,362.0
2017-03-20,369.6
2017-03-21,366.5
2017-03-22,355.95
2017-03-23,364.5
2017-03-24,359.0
2017-03-27,363.8
2017-03-28,358.35
2017-03-29,355.0
2017-03-30,356.2
2017-03-31,363.25
2017-04-03,360.8
2017-04-05,355.0
2017-04-06,381.4
2017-04-07,375.2
2017-04-10,377.95
2017-04-11,391.0
2017-04-12,375.75
2017-04-13,375.1
2017-04-17,370.45
2017-04-18,367.15
2017-04-19,385.5
2017-04-20,377.15
2017-04-21,391.4
2017-04-24,377.85
2017-04-25,453.4
2017-04-26,533.0
2017-04-27,492.1
2017-04-28,485.85
2017-05-02,447.7
2017-05-03,447.9
2017-05-04,438.3
2017-05-05,426.5
2017-05-08,425.4
2017-05-09,432.2
2017-05-10,426.6
2017-05-11,423.1
2017-05-12,423.8
2017-05-15,422.95
2017-05-16,429.4
2017-05-17,416.35
2017-05-18,414.8
2017-05-19,396.6
2017-05-22,383.3
2017-05-23,365.05
2017-05-24,360.9
2017-05-25,360.75
2017-05-26,358.2
2017-05-29,356.5
2017-05-30,360.25
2017-05-31,357.8
2017-06-01,368.75
2017-06-02,375.4
2017-06-05,364.4
2017-06-06,373.95
2017-06-07,363.25
2017-06-08,355.6
2017-06-09,374.75
2017-06-12,369.35
2017-06-13,360.6
2017-06-14,361.0
2017-06-15,372.85
2017-06-16,364.3
2017-06-19,360.4
2017-06-20,374.75
2017-06-21,378.45
2017-06-22,367.7
2017-06-23,356.7
2017-06-27,352.6
2017-06-28,362.3
2017-06-29,347.7
2017-06-30,353.55
2017-07-03,369.0
2017-07-04,360.5
2017-07-05,366.7
2017-07-06,358.7
2017-07-07,365.0
2017-07-10,379.35
2017-07-11,366.0
2017-07-12,368.45
2017-07-13,370.5
2017-07-14,362.75
2017-07-17,364.45
2017-07-18,364.0
2017-07-19,362.8
2017-07-20,364.1
2017-07-21,361.8
2017-07-24,360.75
2017-07-25,360.1
2017-07-26,359.95
2017-07-27,364.4
2017-07-28,353.8
2017-07-31,353.75
2017-08-01,352.2
2017-08-02,367.8
2017-08-03,366.05
2017-08-04,371.5
2017-08-07,376.7
2017-08-08,380.75
2017-08-09,390.15
2017-08-10,373.1
2017-08-11,368.0
2017-08-14,368.0
2017-08-16,388.0
2017-08-17,390.5
2017-08-18,406.65
2017-08-21,395.4
2017-08-22,395.0
2017-08-23,390.5
2017-08-24,400.75
2017-08-28,419.8
2017-08-29,421.0
2017-08-30,412.6
2017-08-31,414.0
2017-09-01,427.5
2017-09-04,426.0
2017-09-05,422.25
2017-09-06,440.5
2017-09-07,425.1
2017-09-08,415.7
2017-09-11,464.25
2017-09-12,449.05
2017-09-13,435.85
2017-09-14,447.6
2017-09-15,449.05
2017-09-18,442.7
2017-09-19,442.5
2017-09-20,465.95
2017-09-21,456.45
2017-09-22,449.8
2017-09-25,446.6
2017-09-26,443.55
2017-09-27,422.6
2017-09-28,436.7
2017-09-29,439.85
2017-10-03,427.1
2017-10-04,422.15
2017-10-05,449.35
2017-10-06,452.1
2017-10-09,466.65
2017-10-10,462.0
2017-10-11,454.5
2017-10-12,458.0
2017-10-13,464.55
2017-10-16,456.0
2017-10-17,468.8
2017-10-18,452.4
2017-10-19,469.75
2017-10-23,467.9
2017-10-24,466.95
2017-10-25,448.1
2017-10-26,473.55
2017-10-27,458.35
2017-10-30,451.55
2017-10-31,455.55
2017-11-01,474.85
2017-11-02,461.1
2017-11-03,465.4
2017-11-06,474.95
2017-11-07,461.3
2017-11-08,482.15
2017-11-09,455.3
2017-11-10,446.0
2017-11-13,458.3
2017-11-14,436.25
2017-11-15,444.95
2017-11-16,460.75
2017-11-17,455.35
2017-11-20,459.95
2017-11-21,465.85
2017-11-22,483.55
2017-11-23,500.5
2017-11-24,561.5
2017-11-27,586.75
2017-11-28,599.35
2017-11-29,606.8
2017-11-30,596.0
2017-12-01,596.05
2017-12-04,604.35
2017-12-05,586.5
2017-12-06,592.1
