Date,POWERGRID
2017-01-02,183.65
2017-01-03,188.05
2017-01-04,186.75
2017-01-05,190.85
2017-01-06,188.8
2017-01-09,186.55
2017-01-10,186.55
2017-01-11,189.8
2017-01-12,198.0
2017-01-13,197.15
2017-01-16,199.4
2017-01-17,197.75
2017-01-18,198.45
2017-01-19,201.8
2017-01-20,199.4
2017-01-23,200.2
2017-01-24,203.35
2017-01-25,203.1
2017-01-27,204.55
2017-01-30,205.7
2017-01-31,207.2
2017-02-01,205.8
2017-02-02,203.95
2017-02-03,201.7
2017-02-06,201.1
2017-02-07,199.9
2017-02-08,201.1
2017-02-09,202.15
2017-02-10,199.9
2017-02-13,203.05
2017-02-14,200.85
2017-02-15,201.45
2017-02-16,201.15
2017-02-17,202.55
2017-02-20,206.45
2017-02-21,206.15
2017-02-22,201.6
2017-02-23,199.15
2017-02-27,192.75
2017-02-28,192.15
2017-03-01,192.65
2017-03-02,189.75
2017-03-03,190.85
2017-03-06,193.85
2017-03-07,194.55
2017-03-08,195.6
2017-03-09,194.45
2017-03-10,192.55
2017-03-14,193.65
2017-03-15,192.95
2017-03-16,195.1
2017-03-17,194.0
2017-03-20,193.6
2017-03-21,193.25
2017-03-22,192.1
2017-03-23,193.05
2017-03-24,193.75
2017-03-27,194.85
2017-03-28,196.7
2017-03-29,196.85
2017-03-30,195.45
2017-03-31,197.3
2017-04-03,196.2
2017-04-05,195.0
2017-04-06,197.2
2017-04-07,195.0
2017-04-10,195.3
2017-04-11,199.15
2017-04-12,197.6
2017-04-13,200.0
2017-04-17,202.3
2017-04-18,202.35
2017-04-19,211.2
2017-04-20,208.9
2017-04-21,205.6
2017-04-24,204.85
2017-04-25,208.6
2017-04-26,205.7
2017-04-27,207.75
2017-04-28,208.0
2017-05-02,206.0
2017-05-03,211.05
2017-05-04,210.65
2017-05-05,209.0
2017-05-08,210.0
2017-05-09,208.35
2017-05-10,210.5
2017-05-11,208.2
2017-05-12,206.25
2017-05-15,206.7
2017-05-16,207.4
2017-05-17,208.8
2017-05-18,208.25
2017-05-19,205.75
2017-05-22,202.5
2017-05-23,201.4
2017-05-24,199.9
2017-05-25,198.95
2017-05-26,202.2
2017-05-29,209.1
2017-05-30,204.1
2017-05-31,207.95
2017-06-01,207.65
2017-06-02,206.1
2017-06-05,205.3
2017-06-06,203.45
2017-06-07,205.05
2017-06-08,207.35
2017-06-09,207.2
2017-06-12,206.2
2017-06-13,210.25
2017-06-14,210.5
2017-06-15,210.35
2017-06-16,209.95
2017-06-19,212.4
2017-06-20,208.3
2017-06-21,205.7
2017-06-22,202.3
2017-06-23,206.0
2017-06-27,205.75
2017-06-28,207.6
2017-06-29,208.0
2017-06-30,210.55
2017-07-03,211.45
2017-07-04,210.7
2017-07-05,210.05
2017-07-06,209.85
2017-07-07,209.45
2017-07-10,211.35
2017-07-11,211.95
2017-07-12,214.0
2017-07-13,215.1
2017-07-14,215.2
2017-07-17,216.7
2017-07-18,215.4
2017-07-19,218.65
2017-07-20,218.7
2017-07-21,215.3
2017-07-24,216.75
2017-07-25,217.0
2017-07-26,217.3
2017-07-27,216.65
2017-07-28,214.65
2017-07-31,223.3
2017-08-01,224.4
2017-08-02,221.8
2017-08-03,222.95
2017-08-04,224.6
2017-08-07,225.95
2017-08-08,222.9
2017-08-09,221.9
2017-08-10,217.4
2017-08-11,218.9
2017-08-14,222.75
2017-08-16,220.7
2017-08-17,219.45
2017-08-18,222.95
2017-08-21,220.3
2017-08-22,219.5
2017-08-23,219.75
2017-08-24,220.95
2017-08-28,217.1
2017-08-29,215.3
2017-08-30,215.6
2017-08-31,219.25
2017-09-01,216.5
2017-09-04,217.6
2017-09-05,216.2
2017-09-06,214.3
2017-09-07,215.9
2017-09-08,213.1
2017-09-11,215.6
2017-09-12,215.3
2017-09-13,213.75
2017-09-14,213.95
2017-09-15,212.5
2017-09-18,215.35
2017-09-19,215.85
2017-09-20,212.9
2017-09-21,211.55
2017-09-22,209.55
2017-09-25,210.15
2017-09-26,210.75
2017-09-27,208.15
2017-09-28,209.0
2017-09-29,211.0
2017-10-03,206.15
2017-10-04,209.05
2017-10-05,204.95
2017-10-06,204.75
2017-10-09,200.95
2017-10-10,204.75
2017-10-11,202.85
2017-10-12,202.3
2017-10-13,205.65
2017-10-16,205.75
2017-10-17,204.9
2017-10-18,213.55
2017-10-19,210.65
2017-10-23,213.55
2017-10-24,215.05
2017-10-25,216.1
2017-10-26,212.0
2017-10-27,211.75
2017-10-30,212.4
2017-10-31,211.85
2017-11-01,210.35
2017-11-02,215.2
2017-11-03,210.05
2017-11-06,210.7
2017-11-07,207.65
2017-11-08,208.15
2017-11-09,208.0
2017-11-10,211.35
2017-11-13,211.0
2017-11-14,206.95
2017-11-15,207.0
2017-11-16,208.3
2017-11-17,208.6
2017-11-20,208.8
2017-11-21,206.6
2017-11-22,207.05
2017-11-23,209.05
2017-11-24,211.2
2017-11-27,210.15
2017-11-28,208.35
2017-11-29,208.75
2017-11-30,206.05
2017-12-01,202.95
2017-12-04,202.75
2017-12-05,200.3
2017-12-06,200.25
2017-12-07,202.3
2017-12-08,203.1
2017-12-11,204.3
2017-12-12,202.9
2017-12-13,200.5
2017-12-14,200.1
2017-12-15,198.85
2017-12-18,199.9
2017-12-19,202.6
2017-12-20,202.95
2017-12-21,203.1
2017-12-22,203.05
2017-12-26,202.45
2017-12-27,201.2
2017-12-28,199.15
2017-12-29,200.35
