Date,STERTOOLS
2017-01-02,962.15
2017-01-03,990.6
2017-01-04,982.95
2017-01-05,971.2
2017-01-06,949.0
2017-01-09,195.4
2017-01-10,193.45
2017-01-11,196.9
2017-01-12,195.15
2017-01-13,194.15
2017-01-16,195.55
2017-01-17,194.05
2017-01-18,188.85
2017-01-19,191.35
2017-01-20,192.2
2017-01-23,190.55
2017-01-24,189.85
2017-01-25,185.75
2017-01-27,185.45
2017-01-30,180.7
2017-01-31,175.85
2017-02-01,176.05
2017-02-02,178.2
2017-02-03,176.6
2017-02-06,186.05
2017-02-07,190.7
2017-02-08,187.1
2017-02-09,192.45
2017-02-10,188.2
2017-02-13,191.1
2017-02-14,190.9
2017-02-15,189.9
2017-02-16,188.3
2017-02-17,191.2
2017-02-20,190.5
2017-02-21,190.75
2017-02-22,194.85
2017-02-23,195.95
2017-02-27,195.35
2017-02-28,196.65
2017-03-01,203.5
2017-03-02,200.35
2017-03-03,204.35
2017-03-06,209.0
2017-03-07,209.85
2017-03-08,207.75
2017-03-09,208.35
2017-03-10,202.15
2017-03-14,206.8
2017-03-15,205.65
2017-03-16,203.85
2017-03-17,203.25
2017-03-20,202.35
2017-03-21,201.85
2017-03-22,203.05
2017-03-23,208.05
2017-03-24,205.0
2017-03-27,206.85
2017-03-28,216.1
2017-03-29,222.0
2017-03-30,221.25
2017-03-31,224.4
2017-04-03,224.1
2017-04-05,225.4
2017-04-06,222.2
2017-04-07,222.85
2017-04-10,232.55
2017-04-11,231.0
2017-04-12,249.85
2017-04-13,259.55
2017-04-17,263.4
2017-04-18,256.9
2017-04-19,259.85
2017-04-20,259.05
2017-04-21,260.65
2017-04-24,261.1
2017-04-25,258.2
2017-04-26,256.95
2017-04-27,251.8
2017-04-28,252.9
2017-05-02,246.3
2017-05-03,247.9
2017-05-04,252.6
2017-05-05,255.0
2017-05-08,256.0
2017-05-09,270.3
2017-05-10,272.7
2017-05-11,274.25
2017-05-12,279.85
2017-05-15,282.0
2017-05-16,280.2
2017-05-17,283.85
2017-05-18,280.2
2017-05-19,280.0
2017-05-22,273.25
2017-05-23,271.05
2017-05-24,261.45
2017-05-25,270.75
2017-05-26,270.95
2017-05-29,249.55
2017-05-30,250.5
2017-05-31,265.45
2017-06-01,267.7
2017-06-02,262.2
2017-06-05,265.0
2017-06-06,260.2
2017-06-07,259.3
2017-06-08,255.55
2017-06-09,255.8
2017-06-12,251.6
2017-06-13,249.85
2017-06-14,248.05
2017-06-15,244.8
2017-06-16,243.85
2017-06-19,239.65
2017-06-20,237.5
2017-06-21,238.55
2017-06-22,236.7
2017-06-23,231.35
2017-06-27,228.5
2017-06-28,225.05
2017-06-29,239.85
2017-06-30,235.4
2017-07-03,242.85
2017-07-04,243.7
2017-07-05,280.5
2017-07-06,267.95
2017-07-07,261.45
2017-07-10,260.9
2017-07-11,256.35
2017-07-12,260.0
2017-07-13,253.45
2017-07-14,263.25
2017-07-17,261.0
2017-07-18,256.6
2017-07-19,262.95
2017-07-20,275.25
2017-07-21,266.35
2017-07-24,264.0
2017-07-25,259.9
2017-07-26,257.0
2017-07-27,254.3
2017-07-28,248.0
2017-07-31,242.35
2017-08-01,243.2
2017-08-02,244.55
2017-08-03,240.05
2017-08-04,238.95
2017-08-07,238.6
2017-08-08,236.45
2017-08-09,235.4
2017-08-10,234.25
2017-08-11,238.4
2017-08-14,245.0
2017-08-16,245.05
2017-08-17,245.55
2017-08-18,245.0
2017-08-21,238.35
2017-08-22,235.85
2017-08-23,238.1
2017-08-24,235.25
2017-08-28,232.95
2017-08-29,229.8
2017-08-30,228.15
2017-08-31,228.7
2017-09-01,233.95
2017-09-04,235.25
2017-09-05,239.35
2017-09-06,243.1
2017-09-07,252.95
2017-09-08,249.15
2017-09-11,252.05
2017-09-12,266.8
2017-09-13,265.45
2017-09-14,260.05
2017-09-15,254.1
2017-09-18,260.45
2017-09-19,260.1
2017-09-20,274.8
2017-09-21,269.65
2017-09-22,258.1
2017-09-25,248.1
2017-09-26,250.15
2017-09-27,249.75
2017-09-28,248.7
2017-09-29,246.8
2017-10-03,244.0
2017-10-04,240.5
2017-10-05,239.95
2017-10-06,238.85
2017-10-09,242.45
2017-10-10,244.85
2017-10-11,240.6
2017-10-12,242.05
2017-10-13,250.85
2017-10-16,252.05
2017-10-17,259.45
2017-10-18,260.6
2017-10-19,266.15
2017-10-23,265.6
2017-10-24,264.6
2017-10-25,265.05
2017-10-26,268.0
2017-10-27,268.2
2017-10-30,265.05
2017-10-31,270.1
2017-11-01,266.75
2017-11-02,269.35
2017-11-03,268.05
2017-11-06,269.05
2017-11-07,264.6
2017-11-08,261.9
2017-11-09,259.95
2017-11-10,259.65
2017-11-13,249.2
2017-11-14,299.0
2017-11-15,320.15
2017-11-16,311.25
2017-11-17,317.2
2017-11-20,380.6
2017-11-21,382.75
2017-11-22,381.35
2017-11-23,384.1
2017-11-24,380.85
2017-11-27,370.95
2017-11-28,392.7
2017-11-29,390.1
2017-11-30,380.35
2017-12-01,390.2
2017-12-04,398.95
2017-12-05,395.25
2017-12-06,395.6
2017-12-07,419.35
2017-12-08,442.6
2017-12-11,441.0
2017-12-12,431.4
2017-12-13,427.55
2017-12-14,420.25
2017-12-15,431.25
2017-12-18,432.9
2017-12-19,449.55
2017-12-20,451.5
2017-12-21,453.25
2017-12-22,446.5
2017-12-26,442.8
2017-12-27,436.15
2017-12-28,437.7
2017-12-29,433.1
