Date,BRITANNIA
2017-01-02,2886.45
2017-01-03,2872.25
2017-01-04,2852.4
2017-01-05,2865.8
2017-01-06,2894.95
2017-01-09,2897.9
2017-01-10,2880.8
2017-01-11,2970.1
2017-01-12,2947.8
2017-01-13,2940.0
2017-01-16,2965.75
2017-01-17,3013.55
2017-01-18,3091.55
2017-01-19,3107.95
2017-01-20,3078.3
2017-01-23,3093.1
2017-01-24,3148.35
2017-01-25,3134.9
2017-01-27,3102.95
2017-01-30,3145.7
2017-01-31,3130.45
2017-02-01,3234.75
2017-02-02,3231.0
2017-02-03,3230.85
2017-02-06,3285.0
2017-02-07,3230.6
2017-02-08,3233.0
2017-02-09,3225.95
2017-02-10,3239.35
2017-02-13,3271.7
2017-02-14,3224.45
2017-02-15,3194.35
2017-02-16,3230.75
2017-02-17,3247.75
2017-02-20,3256.9
2017-02-21,3239.05
2017-02-22,3238.7
2017-02-23,3227.0
2017-02-27,3259.1
2017-02-28,3229.4
2017-03-01,3181.0
2017-03-02,3114.15
2017-03-03,3096.75
2017-03-06,3086.0
2017-03-07,3059.15
2017-03-08,3085.4
2017-03-09,3078.6
2017-03-10,3122.5
2017-03-14,3176.75
2017-03-15,3190.25
2017-03-16,3225.05
2017-03-17,3247.55
2017-03-20,3251.75
2017-03-21,3294.35
2017-03-22,3325.75
2017-03-23,3295.75
2017-03-24,3298.15
2017-03-27,3304.1
2017-03-28,3339.55
2017-03-29,3391.4
2017-03-30,3395.15
2017-03-31,3374.0
2017-04-03,3391.7
2017-04-05,3375.9
2017-04-06,3357.15
2017-04-07,3357.45
2017-04-10,3416.85
2017-04-11,3402.8
2017-04-12,3449.0
2017-04-13,3403.8
2017-04-17,3385.3
2017-04-18,3368.5
2017-04-19,3431.25
2017-04-20,3379.35
2017-04-21,3376.55
2017-04-24,3388.15
2017-04-25,3477.45
2017-04-26,3553.4
2017-04-27,3555.05
2017-04-28,3624.55
2017-05-02,3573.95
2017-05-03,3580.5
2017-05-04,3592.1
2017-05-05,3529.35
2017-05-08,3542.95
2017-05-09,3592.95
2017-05-10,3711.3
2017-05-11,3708.35
2017-05-12,3704.25
2017-05-15,3741.55
2017-05-16,3752.85
2017-05-17,3669.6
2017-05-18,3555.45
2017-05-19,3582.7
2017-05-22,3633.45
2017-05-23,3594.2
2017-05-24,3533.3
2017-05-25,3517.8
2017-05-26,3415.85
2017-05-29,3418.4
2017-05-30,3425.45
2017-05-31,3532.65
2017-06-01,3605.9
2017-06-02,3591.6
2017-06-05,3643.3
2017-06-06,3627.35
2017-06-07,3643.6
2017-06-08,3639.3
2017-06-09,3673.0
2017-06-12,3626.65
2017-06-13,3626.1
2017-06-14,3613.55
2017-06-15,3564.8
2017-06-16,3568.95
2017-06-19,3592.25
2017-06-20,3583.8
2017-06-21,3670.3
2017-06-22,3641.75
2017-06-23,3649.5
2017-06-27,3647.55
2017-06-28,3636.15
2017-06-29,3637.2
2017-06-30,3690.05
2017-07-03,3703.75
2017-07-04,3748.05
2017-07-05,3733.45
2017-07-06,3731.4
2017-07-07,3692.35
2017-07-10,3715.95
2017-07-11,3697.05
2017-07-12,3702.15
2017-07-13,3727.6
2017-07-14,3719.2
2017-07-17,3697.7
2017-07-18,3742.95
2017-07-19,3806.2
2017-07-20,3791.1
2017-07-21,3834.05
2017-07-24,3829.45
2017-07-25,3850.5
2017-07-26,3850.6
2017-07-27,3875.9
2017-07-28,3906.65
2017-07-31,3921.6
2017-08-01,3907.5
2017-08-02,3864.1
2017-08-03,3873.95
2017-08-04,3917.4
2017-08-07,4107.8
2017-08-08,4072.35
2017-08-09,4058.9
2017-08-10,4119.2
2017-08-11,4101.95
2017-08-14,4160.0
2017-08-16,4299.95
2017-08-17,4250.5
2017-08-18,4251.45
2017-08-21,4229.8
2017-08-22,4198.85
2017-08-23,4247.15
2017-08-24,4214.1
2017-08-28,4188.3
2017-08-29,4172.6
2017-08-30,4241.35
2017-08-31,4230.95
2017-09-01,4243.95
2017-09-04,4219.65
2017-09-05,4260.6
2017-09-06,4247.85
2017-09-07,4261.1
2017-09-08,4288.25
2017-09-11,4297.3
2017-09-12,4317.2
2017-09-13,4329.95
2017-09-14,4340.65
2017-09-15,4357.0
2017-09-18,4388.45
2017-09-19,4370.2
2017-09-20,4351.05
2017-09-21,4328.1
2017-09-22,4270.3
2017-09-25,4281.1
2017-09-26,4326.0
2017-09-27,4301.75
2017-09-28,4339.7
2017-09-29,4344.25
2017-10-03,4340.05
2017-10-04,4341.85
2017-10-05,4363.65
2017-10-06,4361.85
2017-10-09,4344.5
2017-10-10,4348.6
2017-10-11,4375.95
2017-10-12,4544.45
2017-10-13,4582.2
2017-10-16,4540.1
2017-10-17,4615.3
2017-10-18,4685.85
2017-10-19,4636.25
2017-10-23,4655.2
2017-10-24,4625.85
2017-10-25,4644.25
2017-10-26,4604.65
2017-10-27,4597.35
2017-10-30,4745.9
2017-10-31,4639.5
2017-11-01,4697.25
2017-11-02,4658.65
2017-11-03,4658.1
2017-11-06,4643.05
2017-11-07,4649.0
2017-11-08,4653.5
2017-11-09,4757.95
2017-11-10,4873.0
2017-11-13,4882.3
2017-11-14,4788.35
2017-11-15,4749.75
2017-11-16,4736.7
