Date,GRASIM
2017-01-02,873.3
2017-01-03,869.1
2017-01-04,867.0
2017-01-05,865.8
2017-01-06,855.25
2017-01-09,858.6
2017-01-10,848.25
2017-01-11,857.9
2017-01-12,855.55
2017-01-13,846.05
2017-01-16,854.75
2017-01-17,845.45
2017-01-18,865.1
2017-01-19,864.8
2017-01-20,863.3
2017-01-23,883.7
2017-01-24,911.35
2017-01-25,928.1
2017-01-27,931.2
2017-01-30,969.55
2017-01-31,910.55
2017-02-01,939.7
2017-02-02,952.25
2017-02-03,944.3
2017-02-06,945.15
2017-02-07,950.35
2017-02-08,976.1
2017-02-09,974.65
2017-02-10,1011.1
2017-02-13,1000.3
2017-02-14,1011.0
2017-02-15,1006.6
2017-02-16,1027.05
2017-02-17,1040.6
2017-02-20,1055.35
2017-02-21,1068.3
2017-02-22,1047.5
2017-02-23,1024.9
2017-02-27,1018.35
2017-02-28,990.2
2017-03-01,1005.7
2017-03-02,995.1
2017-03-03,1021.0
2017-03-06,1004.1
2017-03-07,1006.1
2017-03-08,1002.15
2017-03-09,1009.5
2017-03-10,999.05
2017-03-14,1033.9
2017-03-15,1048.55
2017-03-16,1050.55
2017-03-17,1041.4
2017-03-20,1062.45
2017-03-21,1092.0
2017-03-22,1080.1
2017-03-23,1091.9
2017-03-24,1058.3
2017-03-27,1062.4
2017-03-28,1065.7
2017-03-29,1057.95
2017-03-30,1068.25
2017-03-31,1049.0
2017-04-03,1050.6
2017-04-05,1065.3
2017-04-06,1069.1
2017-04-07,1057.1
2017-04-10,1090.65
2017-04-11,1088.35
2017-04-12,1072.35
2017-04-13,1050.65
2017-04-17,1072.15
2017-04-18,1064.85
2017-04-19,1082.2
2017-04-20,1147.45
2017-04-21,1129.75
2017-04-24,1180.1
2017-04-25,1179.6
2017-04-26,1165.6
2017-04-27,1152.2
2017-04-28,1155.05
2017-05-02,1153.15
2017-05-03,1158.5
2017-05-04,1203.45
2017-05-05,1192.1
2017-05-08,1184.7
2017-05-09,1167.6
2017-05-10,1166.45
2017-05-11,1157.3
2017-05-12,1149.2
2017-05-15,1172.8
2017-05-16,1166.6
2017-05-17,1170.85
2017-05-18,1130.3
2017-05-19,1120.45
2017-05-22,1107.45
2017-05-23,1096.9
2017-05-24,1097.85
2017-05-25,1097.3
2017-05-26,1109.4
2017-05-29,1105.85
2017-05-30,1132.5
2017-05-31,1155.05
2017-06-01,1142.8
2017-06-02,1160.85
2017-06-05,1155.45
2017-06-06,1135.65
2017-06-07,1139.25
2017-06-08,1126.7
2017-06-09,1113.7
2017-06-12,1119.55
2017-06-13,1121.9
2017-06-14,1116.7
2017-06-15,1111.75
2017-06-16,1118.15
2017-06-19,1117.3
2017-06-20,1143.25
2017-06-21,1132.2
2017-06-22,1172.3
2017-06-23,1171.65
2017-06-27,1216.7
2017-06-28,1205.65
2017-06-29,1217.1
2017-06-30,1242.1
2017-07-03,1283.4
2017-07-04,1266.95
2017-07-05,1287.2
2017-07-06,1272.4
2017-07-07,1250.85
2017-07-10,1255.45
2017-07-11,1257.6
2017-07-12,1265.55
2017-07-13,1287.35
2017-07-14,1271.4
2017-07-17,1306.6
2017-07-18,1307.8
2017-07-19,1050.0
2017-07-20,1072.95
2017-07-21,1061.1
2017-07-24,1053.2
2017-07-25,1075.55
2017-07-26,1069.75
2017-07-27,1070.65
2017-07-28,1071.4
2017-07-31,1070.25
2017-08-01,1099.4
2017-08-02,1105.15
2017-08-03,1126.2
2017-08-04,1126.3
2017-08-07,1125.1
2017-08-08,1108.65
2017-08-09,1091.8
2017-08-10,1070.75
2017-08-11,1060.75
2017-08-14,1108.65
2017-08-16,1106.5
2017-08-17,1100.7
2017-08-18,1098.05
2017-08-21,1111.45
2017-08-22,1114.25
2017-08-23,1119.05
