Date,TIDEWATER
2017-01-02,5610.65
2017-01-03,5632.1
2017-01-04,5638.15
2017-01-05,5650.0
2017-01-06,5720.0
2017-01-09,5956.95
2017-01-10,6008.1
2017-01-11,6111.9
2017-01-12,6195.75
2017-01-13,6152.55
2017-01-16,6121.45
2017-01-17,5930.4
2017-01-18,5974.4
2017-01-19,5942.6
2017-01-20,5879.1
2017-01-23,5851.4
2017-01-24,5830.85
2017-01-25,5883.05
2017-01-27,5856.7
2017-01-30,5887.85
2017-01-31,5847.3
2017-02-01,5919.65
2017-02-02,5902.35
2017-02-03,6329.1
2017-02-06,6357.55
2017-02-07,6217.85
2017-02-08,6176.55
2017-02-09,6170.05
2017-02-10,6039.5
2017-02-13,6004.3
2017-02-14,5981.2
2017-02-15,5910.4
2017-02-16,5987.95
2017-02-17,6018.05
2017-02-20,6080.05
2017-02-21,6080.15
2017-02-22,6031.35
2017-02-23,6009.95
2017-02-27,6005.85
2017-02-28,6002.7
2017-03-01,6017.3
2017-03-02,6019.5
2017-03-03,6002.05
2017-03-06,6006.2
2017-03-07,5962.0
2017-03-08,5954.6
2017-03-09,5933.35
2017-03-10,5920.25
2017-03-14,5896.45
2017-03-15,5891.65
2017-03-16,5965.7
2017-03-17,6010.6
2017-03-20,5971.25
2017-03-21,6079.3
2017-03-22,6026.45
2017-03-23,6043.4
2017-03-24,6040.1
2017-03-27,5974.15
2017-03-28,6010.5
2017-03-29,5938.5
2017-03-30,6021.25
2017-03-31,6019.05
2017-04-03,6065.6
2017-04-05,6143.25
2017-04-06,6136.35
2017-04-07,6257.95
2017-04-10,6270.75
2017-04-11,6246.55
2017-04-12,6133.3
2017-04-13,6106.2
2017-04-17,6088.3
2017-04-18,6036.7
2017-04-19,6059.05
2017-04-20,6079.6
2017-04-21,6024.25
2017-04-24,6006.6
2017-04-25,6001.05
2017-04-26,6046.1
2017-04-27,6080.4
2017-04-28,6092.6
2017-05-02,6148.8
2017-05-03,6127.95
2017-05-04,6090.9
2017-05-05,6022.75
2017-05-08,5987.05
2017-05-09,5999.05
2017-05-10,5924.05
2017-05-11,5962.9
2017-05-12,5954.75
2017-05-15,5965.7
2017-05-16,5958.1
2017-05-17,5947.2
2017-05-18,5916.55
2017-05-19,5860.95
2017-05-22,5714.4
2017-05-23,5516.4
2017-05-24,5533.65
2017-05-25,5619.8
2017-05-26,5670.0
2017-05-29,5661.4
2017-05-30,5969.85
2017-05-31,5863.0
2017-06-01,5885.7
2017-06-02,5916.3
2017-06-05,5911.85
2017-06-06,5953.55
2017-06-07,5958.0
2017-06-08,5954.4
2017-06-09,5935.35
2017-06-12,5888.45
2017-06-13,5870.35
2017-06-14,5871.3
2017-06-15,5846.4
2017-06-16,5863.05
2017-06-19,5879.65
2017-06-20,5920.85
2017-06-21,5903.35
2017-06-22,5941.55
2017-06-23,5894.15
2017-06-27,5805.4
2017-06-28,5812.95
2017-06-29,5829.9
2017-06-30,5851.1
2017-07-03,5942.65
2017-07-04,5930.85
2017-07-05,5957.75
2017-07-06,6030.35
2017-07-07,6080.65
2017-07-10,6122.8
2017-07-11,6123.25
2017-07-12,6143.2
2017-07-13,6269.15
2017-07-14,6204.4
