Date,ALLCARGO
2017-01-02,181.2
2017-01-03,184.05
2017-01-04,178.45
2017-01-05,172.95
2017-01-06,171.45
2017-01-09,171.25
2017-01-10,173.3
2017-01-11,177.55
2017-01-12,183.0
2017-01-13,181.95
2017-01-16,182.25
2017-01-17,183.15
2017-01-18,179.5
2017-01-19,176.8
2017-01-20,173.5
2017-01-23,169.4
2017-01-24,170.9
2017-01-25,174.2
2017-01-27,174.6
2017-01-30,175.65
2017-01-31,175.3
2017-02-01,175.15
2017-02-02,177.0
2017-02-03,174.55
2017-02-06,177.7
2017-02-07,175.2
2017-02-08,173.15
2017-02-09,167.75
2017-02-10,168.85
2017-02-13,168.8
2017-02-14,166.35
2017-02-15,161.05
2017-02-16,161.5
2017-02-17,164.05
2017-02-20,168.2
2017-02-21,166.75
2017-02-22,164.45
2017-02-23,163.75
2017-02-27,165.15
2017-02-28,170.15
2017-03-01,166.85
2017-03-02,167.0
2017-03-03,166.4
2017-03-06,169.5
2017-03-07,165.85
2017-03-08,164.05
2017-03-09,164.2
2017-03-10,163.35
2017-03-14,164.8
2017-03-15,167.95
2017-03-16,169.55
2017-03-17,168.9
2017-03-20,169.0
2017-03-21,170.05
2017-03-22,164.1
2017-03-23,165.05
2017-03-24,166.45
2017-03-27,167.45
2017-03-28,164.3
2017-03-29,164.75
2017-03-30,169.25
2017-03-31,168.35
2017-04-03,170.4
2017-04-05,178.65
2017-04-06,176.8
2017-04-07,174.75
2017-04-10,175.95
2017-04-11,174.85
2017-04-12,171.15
2017-04-13,171.85
2017-04-17,170.2
2017-04-18,169.8
2017-04-19,172.3
2017-04-20,172.75
2017-04-21,175.8
2017-04-24,176.45
2017-04-25,179.65
2017-04-26,191.05
2017-04-27,192.8
2017-04-28,189.4
2017-05-02,185.9
2017-05-03,183.7
2017-05-04,180.95
2017-05-05,179.95
2017-05-08,184.2
2017-05-09,183.75
2017-05-10,183.75
2017-05-11,185.6
2017-05-12,184.35
2017-05-15,185.3
2017-05-16,186.05
2017-05-17,183.2
2017-05-18,181.05
2017-05-19,177.4
2017-05-22,177.45
2017-05-23,175.85
2017-05-24,172.3
2017-05-25,177.3
2017-05-26,178.15
2017-05-29,176.4
2017-05-30,175.65
2017-05-31,173.75
2017-06-01,174.8
2017-06-02,173.95
2017-06-05,174.3
2017-06-06,172.4
2017-06-07,171.25
2017-06-08,171.3
2017-06-09,173.55
2017-06-12,175.85
2017-06-13,176.95
2017-06-14,174.4
2017-06-15,172.75
2017-06-16,173.05
2017-06-19,173.85
2017-06-20,177.1
2017-06-21,175.25
2017-06-22,176.7
2017-06-23,173.3
2017-06-27,172.55
2017-06-28,171.45
2017-06-29,171.45
2017-06-30,171.7
2017-07-03,171.2
2017-07-04,172.5
2017-07-05,173.05
2017-07-06,170.65
2017-07-07,169.9
2017-07-10,169.55
2017-07-11,169.8
2017-07-12,169.35
2017-07-13,172.5
2017-07-14,172.0
2017-07-17,174.95
2017-07-18,176.2
2017-07-19,177.3
2017-07-20,177.45
2017-07-21,177.1
2017-07-24,177.45
2017-07-25,174.4
2017-07-26,172.05
2017-07-27,170.2
2017-07-28,171.1
2017-07-31,171.6
2017-08-01,171.6
2017-08-02,172.05
2017-08-03,169.8
2017-08-04,171.65
2017-08-07,171.55
2017-08-08,168.95
2017-08-09,164.1
2017-08-10,162.65
2017-08-11,162.25
2017-08-14,165.9
2017-08-16,165.85
2017-08-17,164.5
2017-08-18,165.2
2017-08-21,160.4
2017-08-22,161.0
2017-08-23,164.9
2017-08-24,164.75
2017-08-28,167.45
2017-08-29,167.95
2017-08-30,169.3
2017-08-31,167.55
2017-09-01,168.45
2017-09-04,168.6
2017-09-05,167.3
2017-09-06,165.4
2017-09-07,169.9
2017-09-08,168.0
2017-09-11,170.35
2017-09-12,175.05
2017-09-13,172.35
2017-09-14,171.6
2017-09-15,172.25
2017-09-18,176.85
2017-09-19,176.05
2017-09-20,172.2
2017-09-21,172.85
2017-09-22,172.95
2017-09-25,172.0
2017-09-26,173.55
2017-09-27,171.75
2017-09-28,169.3
2017-09-29,170.4
2017-10-03,170.45
2017-10-04,169.75
2017-10-05,169.0
2017-10-06,170.2
2017-10-09,168.05
2017-10-10,167.55
2017-10-11,165.1
2017-10-12,165.25
2017-10-13,164.85
2017-10-16,164.85
2017-10-17,164.6
2017-10-18,164.4
2017-10-19,168.75
2017-10-23,169.75
2017-10-24,169.35
2017-10-25,168.5
2017-10-26,166.9
2017-10-27,168.05
2017-10-30,168.55
2017-10-31,173.6
2017-11-01,176.1
2017-11-02,178.5
2017-11-03,178.75
2017-11-06,181.0
2017-11-07,172.65
2017-11-08,174.9
2017-11-09,174.35
2017-11-10,166.15
2017-11-13,168.6
2017-11-14,168.35
2017-11-15,166.35
2017-11-16,164.45
2017-11-17,167.75
2017-11-20,168.65
2017-11-21,171.35
2017-11-22,169.8
2017-11-23,169.5
2017-11-24,168.4
2017-11-27,167.8
2017-11-28,168.0
2017-11-29,177.15
2017-11-30,177.7
2017-12-01,180.6
2017-12-04,180.3
2017-12-05,176.95
2017-12-06,176.35
2017-12-07,177.95
2017-12-08,178.2
2017-12-11,177.2
2017-12-12,181.75
2017-12-13,181.35
2017-12-14,180.6
2017-12-15,181.35
2017-12-18,183.85
2017-12-19,191.8
2017-12-20,189.25
2017-12-21,191.85
2017-12-22,196.25
2017-12-26,208.55
2017-12-27,210.95
2017-12-28,208.35
2017-12-29,208.8
