Date,WOCKPHARMA
2017-01-02,666.4
2017-01-03,666.35
2017-01-04,665.6
2017-01-05,673.45
2017-01-06,710.9
2017-01-09,698.5
2017-01-10,699.4
2017-01-11,696.85
2017-01-12,686.15
2017-01-13,695.6
2017-01-16,688.3
2017-01-17,683.6
2017-01-18,690.95
2017-01-19,685.35
2017-01-20,676.65
2017-01-23,670.75
2017-01-24,682.45
2017-01-25,661.5
2017-01-27,668.5
2017-01-30,663.85
2017-01-31,647.4
2017-02-01,641.6
2017-02-02,665.1
2017-02-03,686.5
2017-02-06,714.5
2017-02-07,703.15
2017-02-08,689.05
2017-02-09,685.4
2017-02-10,686.95
2017-02-13,671.6
2017-02-14,670.95
2017-02-15,659.5
2017-02-16,684.15
2017-02-17,700.05
2017-02-20,715.0
2017-02-21,720.45
2017-02-22,711.35
2017-02-23,704.6
2017-02-27,760.55
2017-02-28,752.3
2017-03-01,750.0
2017-03-02,713.65
2017-03-03,720.85
2017-03-06,737.25
2017-03-07,737.4
2017-03-08,739.0
2017-03-09,731.1
2017-03-10,726.35
2017-03-14,730.65
2017-03-15,735.2
2017-03-16,746.3
2017-03-17,743.2
2017-03-20,746.4
2017-03-21,727.1
2017-03-22,730.85
2017-03-23,727.2
2017-03-24,718.85
2017-03-27,718.0
2017-03-28,732.45
2017-03-29,725.05
2017-03-30,726.5
2017-03-31,719.25
2017-04-03,765.7
2017-04-05,766.8
2017-04-06,763.4
2017-04-07,762.9
2017-04-10,763.3
2017-04-11,773.95
2017-04-12,766.65
2017-04-13,762.55
2017-04-17,752.15
2017-04-18,746.8
2017-04-19,744.75
2017-04-20,746.2
2017-04-21,740.2
2017-04-24,732.45
2017-04-25,735.35
2017-04-26,724.85
2017-04-27,715.95
2017-04-28,718.9
2017-05-02,710.75
2017-05-03,707.35
2017-05-04,714.25
2017-05-05,683.95
2017-05-08,677.65
2017-05-09,678.0
2017-05-10,680.25
2017-05-11,684.55
2017-05-12,674.7
2017-05-15,676.8
2017-05-16,679.8
2017-05-17,678.65
2017-05-18,667.3
2017-05-19,657.8
2017-05-22,640.85
2017-05-23,615.25
2017-05-24,583.55
2017-05-25,574.7
2017-05-26,584.9
2017-05-29,604.5
2017-05-30,613.5
2017-05-31,619.8
2017-06-01,625.05
2017-06-02,627.45
2017-06-05,627.4
2017-06-06,614.45
2017-06-07,622.55
2017-06-08,635.8
2017-06-09,635.15
2017-06-12,630.7
2017-06-13,628.45
2017-06-14,625.35
2017-06-15,636.7
2017-06-16,632.65
2017-06-19,590.0
2017-06-20,582.3
2017-06-21,579.0
2017-06-22,558.4
2017-06-23,566.45
2017-06-27,586.35
2017-06-28,587.75
2017-06-29,606.9
2017-06-30,604.1
2017-07-03,605.4
2017-07-04,598.1
2017-07-05,596.05
2017-07-06,599.8
2017-07-07,601.2
2017-07-10,611.3
2017-07-11,608.05
2017-07-12,611.45
2017-07-13,613.9
2017-07-14,618.75
2017-07-17,618.9
2017-07-18,625.35
2017-07-19,644.7
2017-07-20,640.55
2017-07-21,632.55
2017-07-24,637.55
2017-07-25,635.55
2017-07-26,621.45
2017-07-27,618.15
2017-07-28,617.75
2017-07-31,607.0
2017-08-01,602.7
2017-08-02,585.9
2017-08-03,594.15
2017-08-04,599.75
2017-08-07,599.65
2017-08-08,592.25
2017-08-09,584.8
2017-08-10,561.2
2017-08-11,555.65
2017-08-14,564.7
2017-08-16,569.95
2017-08-17,566.8
2017-08-18,553.3
2017-08-21,538.05
2017-08-22,543.3
2017-08-23,558.8
2017-08-24,608.25
2017-08-28,607.9
2017-08-29,601.45
2017-08-30,611.45
2017-08-31,600.45
2017-09-01,609.35
2017-09-04,622.15
2017-09-05,624.8
2017-09-06,612.6
2017-09-07,613.35
2017-09-08,606.6
2017-09-11,602.45
2017-09-12,617.95
2017-09-13,643.95
2017-09-14,641.15
2017-09-15,635.55
2017-09-18,637.4
2017-09-19,645.65
2017-09-20,633.2
2017-09-21,655.3
2017-09-22,613.65
2017-09-25,609.15
2017-09-26,635.95
2017-09-27,600.1
2017-09-28,607.15
2017-09-29,615.3
2017-10-03,609.05
2017-10-04,622.25
2017-10-05,629.5
2017-10-06,634.85
2017-10-09,638.9
2017-10-10,636.4
2017-10-11,625.8
2017-10-12,631.7
2017-10-13,630.45
2017-10-16,634.1
2017-10-17,634.95
2017-10-18,624.65
2017-10-19,614.45
2017-10-23,618.95
2017-10-24,622.35
2017-10-25,634.0
2017-10-26,626.1
2017-10-27,662.85
2017-10-30,646.9
2017-10-31,647.0
2017-11-01,650.1
2017-11-02,670.55
2017-11-03,675.75
2017-11-06,724.1
2017-11-07,694.25
2017-11-08,712.75
2017-11-09,699.9
2017-11-10,700.85
2017-11-13,724.6
2017-11-14,722.9
2017-11-15,693.45
2017-11-16,694.85
2017-11-17,711.35
2017-11-20,715.9
2017-11-21,741.05
2017-11-22,720.1
2017-11-23,717.1
2017-11-24,709.65
2017-11-27,712.25
2017-11-28,706.35
2017-11-29,714.6
2017-11-30,720.1
2017-12-01,702.85
2017-12-04,696.8
2017-12-05,688.95
2017-12-06,684.35
2017-12-07,690.4
2017-12-08,704.2
2017-12-11,753.7
2017-12-12,743.4
2017-12-13,721.15
2017-12-14,762.45
2017-12-15,772.9
2017-12-18,757.55
2017-12-19,788.75
2017-12-20,802.0
2017-12-21,894.2
2017-12-22,873.9
2017-12-26,868.85
2017-12-27,893.05
2017-12-28,911.75
2017-12-29,931.35
