Date,CONCOR
2017-01-02,1141.05
2017-01-03,1176.8
2017-01-04,1151.3
2017-01-05,1174.3
2017-01-06,1167.75
2017-01-09,1181.05
2017-01-10,1192.15
2017-01-11,1183.55
2017-01-12,1217.35
2017-01-13,1206.25
2017-01-16,1197.35
2017-01-17,1200.45
2017-01-18,1189.3
2017-01-19,1180.3
2017-01-20,1170.75
2017-01-23,1170.4
2017-01-24,1191.75
2017-01-25,1193.8
2017-01-27,1203.2
2017-01-30,1203.2
2017-01-31,1185.45
2017-02-01,1189.85
2017-02-02,1196.3
2017-02-03,1216.4
2017-02-06,1270.35
2017-02-07,1259.4
2017-02-08,1288.6
2017-02-09,1313.1
2017-02-10,1326.75
2017-02-13,1303.9
2017-02-14,1276.75
2017-02-15,1229.65
2017-02-16,1233.85
2017-02-17,1221.5
2017-02-20,1224.65
2017-02-21,1224.65
2017-02-22,1214.85
2017-02-23,1186.5
2017-02-27,1217.6
2017-02-28,1215.9
2017-03-01,1223.65
2017-03-02,1227.8
2017-03-03,1233.45
2017-03-06,1238.05
2017-03-07,1247.1
2017-03-08,1227.65
2017-03-09,1219.95
2017-03-10,1241.4
2017-03-14,1241.8
2017-03-15,1254.1
2017-03-16,1240.05
2017-03-17,1241.4
2017-03-20,1247.35
2017-03-21,1239.75
2017-03-22,1241.35
2017-03-23,1245.45
2017-03-24,1250.4
2017-03-27,1234.45
2017-03-28,1243.9
2017-03-29,1257.85
2017-03-30,1267.8
2017-03-31,1273.7
2017-04-03,1264.0
2017-04-05,1012.8
2017-04-06,1051.8
2017-04-07,1121.25
2017-04-10,1131.3
2017-04-11,1155.1
2017-04-12,1146.6
2017-04-13,1179.0
2017-04-17,1183.75
2017-04-18,1190.6
2017-04-19,1218.45
2017-04-20,1177.95
2017-04-21,1194.35
2017-04-24,1203.9
2017-04-25,1213.6
2017-04-26,1213.6
2017-04-27,1211.75
2017-04-28,1217.85
2017-05-02,1199.6
2017-05-03,1173.7
2017-05-04,1190.35
2017-05-05,1189.95
2017-05-08,1180.55
2017-05-09,1196.35
2017-05-10,1193.9
2017-05-11,1163.9
2017-05-12,1182.9
2017-05-15,1182.55
2017-05-16,1199.3
2017-05-17,1194.2
2017-05-18,1195.45
2017-05-19,1198.2
2017-05-22,1200.15
2017-05-23,1221.0
2017-05-24,1179.7
2017-05-25,1154.85
2017-05-26,1208.5
2017-05-29,1180.3
2017-05-30,1166.9
2017-05-31,1160.2
2017-06-01,1162.15
2017-06-02,1162.55
2017-06-05,1172.7
2017-06-06,1170.45
2017-06-07,1176.25
2017-06-08,1165.85
2017-06-09,1180.75
2017-06-12,1172.6
2017-06-13,1169.05
2017-06-14,1148.2
2017-06-15,1136.1
2017-06-16,1135.7
2017-06-19,1132.8
2017-06-20,1186.45
2017-06-21,1193.35
2017-06-22,1199.05
2017-06-23,1164.2
2017-06-27,1133.85
2017-06-28,1132.1
2017-06-29,1133.55
2017-06-30,1146.05
2017-07-03,1156.3
2017-07-04,1166.15
2017-07-05,1166.05
2017-07-06,1167.85
2017-07-07,1183.75
2017-07-10,1200.25
2017-07-11,1173.45
2017-07-12,1174.95
2017-07-13,1177.9
2017-07-14,1172.95
2017-07-17,1177.25
2017-07-18,1186.6
2017-07-19,1179.65
2017-07-20,1180.1
2017-07-21,1180.55
2017-07-24,1176.45
2017-07-25,1170.75
2017-07-26,1173.0
2017-07-27,1164.4
2017-07-28,1141.25
2017-07-31,1143.85
2017-08-01,1175.7
2017-08-02,1172.5
2017-08-03,1179.75
2017-08-04,1179.6
2017-08-07,1184.4
2017-08-08,1168.55
2017-08-09,1168.85
2017-08-10,1145.45
2017-08-11,1157.95
2017-08-14,1170.05
2017-08-16,1230.4
2017-08-17,1241.75
2017-08-18,1254.15
2017-08-21,1221.95
2017-08-22,1276.4
2017-08-23,1258.0
2017-08-24,1267.8
2017-08-28,1286.9
2017-08-29,1259.9
2017-08-30,1311.35
2017-08-31,1319.9
2017-09-01,1333.35
2017-09-04,1316.55
2017-09-05,1350.3
2017-09-06,1386.5
2017-09-07,1375.0
2017-09-08,1359.85
2017-09-11,1406.5
2017-09-12,1399.3
2017-09-13,1370.85
2017-09-14,1364.25
2017-09-15,1354.75
2017-09-18,1367.05
2017-09-19,1354.4
2017-09-20,1365.65
2017-09-21,1343.5
2017-09-22,1306.6
2017-09-25,1284.0
2017-09-26,1288.5
2017-09-27,1262.6
2017-09-28,1319.35
2017-09-29,1346.65
2017-10-03,1325.0
2017-10-04,1327.95
2017-10-05,1322.75
2017-10-06,1328.35
2017-10-09,1324.7
2017-10-10,1329.25
2017-10-11,1308.9
2017-10-12,1355.85
2017-10-13,1364.35
2017-10-16,1359.45
2017-10-17,1341.55
2017-10-18,1322.2
2017-10-19,1319.25
2017-10-23,1331.5
2017-10-24,1340.6
2017-10-25,1359.45
2017-10-26,1368.2
2017-10-27,1364.4
2017-10-30,1370.9
2017-10-31,1382.35
2017-11-01,1390.1
2017-11-02,1379.45
2017-11-03,1379.9
2017-11-06,1391.75
2017-11-07,1328.85
2017-11-08,1338.4
2017-11-09,1336.85
2017-11-10,1349.65
2017-11-13,1340.3
2017-11-14,1336.95
2017-11-15,1332.65
2017-11-16,1325.05
2017-11-17,1345.35
2017-11-20,1362.45
2017-11-21,1357.05
2017-11-22,1359.3
2017-11-23,1336.55
2017-11-24,1345.9
2017-11-27,1329.35
2017-11-28,1331.05
2017-11-29,1327.55
2017-11-30,1308.0
2017-12-01,1277.75
2017-12-04,1296.35
2017-12-05,1290.05
2017-12-06,1299.7
2017-12-07,1303.25
2017-12-08,1299.45
2017-12-11,1299.35
2017-12-12,1299.3
2017-12-13,1295.7
2017-12-14,1290.95
2017-12-15,1299.5
2017-12-18,1310.15
2017-12-19,1346.6
2017-12-20,1349.8
2017-12-21,1356.0
2017-12-22,1362.9
2017-12-26,1394.25
2017-12-27,1361.65
2017-12-28,1375.6
2017-12-29,1379.35
