Date,SANGHVIMOV
2017-01-02,201.2
2017-01-03,215.25
2017-01-04,214.5
2017-01-05,213.75
2017-01-06,218.15
2017-01-09,219.35
2017-01-10,219.45
2017-01-11,223.7
2017-01-12,220.2
2017-01-13,219.1
2017-01-16,214.75
2017-01-17,217.05
2017-01-18,213.95
2017-01-19,215.75
2017-01-20,214.6
2017-01-23,217.75
2017-01-24,218.9
2017-01-25,220.8
2017-01-27,224.95
2017-01-30,223.45
2017-01-31,219.6
2017-02-01,227.8
2017-02-02,226.3
2017-02-03,229.45
2017-02-06,232.6
2017-02-07,237.35
2017-02-08,246.65
2017-02-09,248.2
2017-02-10,243.75
2017-02-13,237.75
2017-02-14,241.95
2017-02-15,233.15
2017-02-16,231.9
2017-02-17,232.85
2017-02-20,233.55
2017-02-21,237.25
2017-02-22,237.35
2017-02-23,240.25
2017-02-27,241.85
2017-02-28,240.5
2017-03-01,240.6
2017-03-02,238.6
2017-03-03,239.6
2017-03-06,246.7
2017-03-07,243.1
2017-03-08,243.75
2017-03-09,240.6
2017-03-10,243.3
2017-03-14,242.6
2017-03-15,244.25
2017-03-16,254.4
2017-03-17,252.2
2017-03-20,253.55
2017-03-21,248.65
2017-03-22,241.45
2017-03-23,243.4
2017-03-24,245.95
2017-03-27,243.3
2017-03-28,242.4
2017-03-29,239.55
2017-03-30,242.7
2017-03-31,243.75
2017-04-03,243.9
2017-04-05,245.9
2017-04-06,243.4
2017-04-07,240.0
2017-04-10,238.5
2017-04-11,236.95
2017-04-12,234.9
2017-04-13,236.2
2017-04-17,233.65
2017-04-18,230.8
2017-04-19,226.65
2017-04-20,228.75
2017-04-21,246.2
2017-04-24,265.65
2017-04-25,260.25
2017-04-26,261.6
2017-04-27,269.8
2017-04-28,263.45
2017-05-02,256.6
2017-05-03,257.7
2017-05-04,262.2
2017-05-05,256.55
2017-05-08,262.9
2017-05-09,264.0
2017-05-10,266.6
2017-05-11,261.9
2017-05-12,261.3
2017-05-15,245.95
2017-05-16,247.0
2017-05-17,238.0
2017-05-18,239.15
2017-05-19,244.35
2017-05-22,246.2
2017-05-23,241.55
2017-05-24,236.05
2017-05-25,239.65
2017-05-26,244.0
2017-05-29,239.45
2017-05-30,256.55
2017-05-31,258.2
2017-06-01,257.4
2017-06-02,256.85
2017-06-05,258.0
2017-06-06,254.4
2017-06-07,249.05
2017-06-08,253.3
2017-06-09,250.9
2017-06-12,245.0
2017-06-13,243.95
2017-06-14,245.9
2017-06-15,244.3
2017-06-16,246.4
2017-06-19,241.0
2017-06-20,239.85
2017-06-21,239.95
2017-06-22,238.8
2017-06-23,239.3
2017-06-27,236.55
2017-06-28,235.8
2017-06-29,234.5
2017-06-30,234.35
2017-07-03,238.6
2017-07-04,233.85
2017-07-05,232.8
2017-07-06,235.8
2017-07-07,239.8
2017-07-10,242.55
2017-07-11,248.95
2017-07-12,247.4
2017-07-13,243.3
2017-07-14,247.05
2017-07-17,249.45
2017-07-18,245.4
2017-07-19,242.8
2017-07-20,247.75
2017-07-21,245.05
2017-07-24,242.55
2017-07-25,240.2
2017-07-26,239.7
2017-07-27,232.35
2017-07-28,232.95
2017-07-31,232.7
2017-08-01,233.75
2017-08-02,232.0
2017-08-03,232.5
2017-08-04,231.55
2017-08-07,236.55
2017-08-08,232.45
2017-08-09,205.3
2017-08-10,172.95
2017-08-11,154.45
2017-08-14,154.75
2017-08-16,141.85
2017-08-17,145.35
2017-08-18,144.85
2017-08-21,159.3
2017-08-22,153.6
2017-08-23,149.6
2017-08-24,151.6
2017-08-28,154.9
2017-08-29,153.95
2017-08-30,154.85
2017-08-31,155.0
2017-09-01,148.8
2017-09-04,146.7
2017-09-05,150.15
2017-09-06,149.05
2017-09-07,144.45
2017-09-08,139.75
2017-09-11,136.9
2017-09-12,143.85
2017-09-13,140.35
2017-09-14,144.8
2017-09-15,140.4
2017-09-18,146.2
2017-09-19,144.75
2017-09-20,142.05
2017-09-21,141.25
2017-09-22,138.15
2017-09-25,137.3
2017-09-26,137.15
2017-09-27,135.4
2017-09-28,132.85
2017-09-29,133.85
2017-10-03,140.5
2017-10-04,139.9
2017-10-05,137.7
2017-10-06,138.5
2017-10-09,140.3
2017-10-10,140.95
2017-10-11,146.2
2017-10-12,149.6
2017-10-13,152.55
2017-10-16,155.6
2017-10-17,156.9
2017-10-18,154.0
2017-10-19,162.35
2017-10-23,170.85
2017-10-24,167.95
2017-10-25,167.45
2017-10-26,167.4
2017-10-27,168.35
2017-10-30,169.9
2017-10-31,169.95
2017-11-01,170.2
2017-11-02,167.55
2017-11-03,165.85
2017-11-06,167.9
2017-11-07,168.05
2017-11-08,161.95
2017-11-09,163.4
2017-11-10,162.1
2017-11-13,152.85
2017-11-14,148.15
2017-11-15,142.95
2017-11-16,140.9
2017-11-17,145.9
2017-11-20,148.65
2017-11-21,147.95
2017-11-22,144.05
2017-11-23,141.5
2017-11-24,141.75
2017-11-27,153.9
2017-11-28,179.4
2017-11-29,183.8
2017-11-30,182.2
2017-12-01,180.3
2017-12-04,178.5
2017-12-05,176.25
2017-12-06,175.95
2017-12-07,175.6
2017-12-08,175.55
2017-12-11,182.0
2017-12-12,178.65
2017-12-13,178.95
2017-12-14,180.55
2017-12-15,179.2
2017-12-18,177.35
2017-12-19,181.4
2017-12-20,182.05
2017-12-21,186.05
2017-12-22,190.05
2017-12-26,188.85
2017-12-27,188.05
2017-12-28,192.1
2017-12-29,191.3
