Date,PSB
2017-01-02,47.4
2017-01-03,47.55
2017-01-04,47.35
2017-01-05,48.0
2017-01-06,48.15
2017-01-09,49.3
2017-01-10,48.5
2017-01-11,49.45
2017-01-12,48.75
2017-01-13,48.7
2017-01-16,49.1
2017-01-17,48.8
2017-01-18,48.95
2017-01-19,48.95
2017-01-20,48.7
2017-01-23,48.6
2017-01-24,48.5
2017-01-25,49.05
2017-01-27,49.45
2017-01-30,49.6
2017-01-31,49.0
2017-02-01,49.8
2017-02-02,52.2
2017-02-03,54.75
2017-02-06,55.7
2017-02-07,57.1
2017-02-08,55.6
2017-02-09,53.85
2017-02-10,53.35
2017-02-13,51.7
2017-02-14,52.65
2017-02-15,51.35
2017-02-16,52.75
2017-02-17,52.35
2017-02-20,53.1
2017-02-21,53.45
2017-02-22,53.05
2017-02-23,51.9
2017-02-27,52.0
2017-02-28,52.25
2017-03-01,54.45
2017-03-02,53.15
2017-03-03,52.75
2017-03-06,52.65
2017-03-07,52.55
2017-03-08,52.2
2017-03-09,52.2
2017-03-10,52.1
2017-03-14,52.35
2017-03-15,52.55
2017-03-16,53.0
2017-03-17,52.9
2017-03-20,54.1
2017-03-21,53.4
2017-03-22,53.85
2017-03-23,53.7
2017-03-24,56.0
2017-03-27,55.5
2017-03-28,54.95
2017-03-29,55.2
2017-03-30,55.0
2017-03-31,55.0
2017-04-03,55.65
2017-04-05,57.35
2017-04-06,57.05
2017-04-07,55.7
2017-04-10,56.35
2017-04-11,58.35
2017-04-12,57.25
2017-04-13,57.95
2017-04-17,57.45
2017-04-18,57.7
2017-04-19,57.5
2017-04-20,57.8
2017-04-21,57.95
2017-04-24,59.45
2017-04-25,61.8
2017-04-26,61.0
2017-04-27,61.3
2017-04-28,64.25
2017-05-02,67.4
2017-05-03,68.05
2017-05-04,69.35
2017-05-05,67.7
2017-05-08,68.5
2017-05-09,66.45
2017-05-10,66.75
2017-05-11,66.35
2017-05-12,64.85
2017-05-15,65.0
2017-05-16,62.25
2017-05-17,60.7
2017-05-18,59.8
2017-05-19,57.85
2017-05-22,55.85
2017-05-23,53.25
2017-05-24,52.8
2017-05-25,54.0
2017-05-26,54.7
2017-05-29,53.65
2017-05-30,52.25
2017-05-31,52.55
2017-06-01,54.4
2017-06-02,56.0
2017-06-05,54.3
2017-06-06,53.8
2017-06-07,54.8
2017-06-08,54.3
2017-06-09,54.1
2017-06-12,53.25
2017-06-13,52.5
2017-06-14,55.0
2017-06-15,54.5
2017-06-16,54.3
2017-06-19,53.75
2017-06-20,53.7
2017-06-21,53.9
2017-06-22,53.45
2017-06-23,52.75
2017-06-27,50.65
2017-06-28,50.7
2017-06-29,50.9
2017-06-30,50.3
2017-07-03,50.55
2017-07-04,50.45
2017-07-05,51.05
2017-07-06,53.9
2017-07-07,56.25
2017-07-10,56.2
2017-07-11,54.5
2017-07-12,55.9
2017-07-13,54.85
2017-07-14,54.25
2017-07-17,55.15
2017-07-18,55.05
2017-07-19,56.3
2017-07-20,55.35
2017-07-21,55.0
2017-07-24,55.4
2017-07-25,56.0
2017-07-26,55.25
2017-07-27,54.5
2017-07-28,54.65
2017-07-31,54.35
2017-08-01,53.95
2017-08-02,53.95
2017-08-03,52.9
2017-08-04,52.45
2017-08-07,52.45
2017-08-08,51.25
2017-08-09,50.55
2017-08-10,48.2
2017-08-11,47.75
2017-08-14,48.6
2017-08-16,49.15
2017-08-17,49.65
2017-08-18,49.0
2017-08-21,47.9
2017-08-22,47.4
2017-08-23,48.45
2017-08-24,48.95
2017-08-28,49.0
2017-08-29,48.3
2017-08-30,48.65
2017-08-31,48.25
2017-09-01,49.0
2017-09-04,48.6
2017-09-05,48.85
2017-09-06,48.85
2017-09-07,48.7
2017-09-08,47.85
2017-09-11,46.5
2017-09-12,46.5
2017-09-13,46.85
2017-09-14,47.15
2017-09-15,47.7
2017-09-18,47.9
2017-09-19,47.65
2017-09-20,48.0
2017-09-21,47.8
2017-09-22,46.45
2017-09-25,45.95
2017-09-26,46.55
2017-09-27,45.7
2017-09-28,45.8
2017-09-29,45.1
2017-10-03,45.35
2017-10-04,45.15
2017-10-05,45.2
2017-10-06,45.85
2017-10-09,46.25
2017-10-10,45.85
2017-10-11,45.2
2017-10-12,45.6
2017-10-13,45.2
2017-10-16,45.3
2017-10-17,45.0
2017-10-18,45.0
2017-10-19,45.1
2017-10-23,45.1
2017-10-24,46.25
2017-10-25,54.1
2017-10-26,52.15
2017-10-27,50.05
2017-10-30,51.45
2017-10-31,50.45
2017-11-01,51.45
2017-11-02,53.4
2017-11-03,52.85
2017-11-06,52.4
2017-11-07,50.25
2017-11-08,49.75
2017-11-09,50.1
2017-11-10,50.4
2017-11-13,50.8
2017-11-14,49.85
2017-11-15,49.1
2017-11-16,49.4
2017-11-17,49.4
2017-11-20,49.35
2017-11-21,49.05
2017-11-22,48.9
2017-11-23,48.95
2017-11-24,50.65
2017-11-27,50.4
2017-11-28,49.35
2017-11-29,49.25
2017-11-30,48.9
2017-12-01,48.25
2017-12-04,47.8
2017-12-05,47.9
2017-12-06,47.1
2017-12-07,47.45
2017-12-08,47.35
2017-12-11,47.2
2017-12-12,46.9
2017-12-13,46.5
2017-12-14,46.1
2017-12-15,46.7
2017-12-18,47.25
2017-12-19,46.8
2017-12-20,47.2
2017-12-21,47.85
2017-12-22,48.1
2017-12-26,48.3
2017-12-27,48.75
2017-12-28,48.3
2017-12-29,49.0
