Date,APLAPOLLO
2017-01-02,919.7
2017-01-03,925.15
2017-01-04,939.5
2017-01-05,941.9
2017-01-06,953.1
2017-01-09,942.4
2017-01-10,951.0
2017-01-11,960.6
2017-01-12,995.65
2017-01-13,1009.55
2017-01-16,1015.3
2017-01-17,1035.7
2017-01-18,1027.65
2017-01-19,1042.8
2017-01-20,1014.4
2017-01-23,1038.45
2017-01-24,1044.8
2017-01-25,1029.25
2017-01-27,1028.8
2017-01-30,1045.6
2017-01-31,1046.45
2017-02-01,1073.0
2017-02-02,1079.9
2017-02-03,1100.2
2017-02-06,1116.05
2017-02-07,1111.25
2017-02-08,1122.1
2017-02-09,1123.35
2017-02-10,1119.5
2017-02-13,1097.0
2017-02-14,1097.8
2017-02-15,1101.05
2017-02-16,1098.9
2017-02-17,1089.1
2017-02-20,1088.2
2017-02-21,1086.5
2017-02-22,1069.95
2017-02-23,1079.85
2017-02-27,1104.35
2017-02-28,1083.15
2017-03-01,1101.05
2017-03-02,1058.1
2017-03-03,1050.0
2017-03-06,1075.55
2017-03-07,1098.35
2017-03-08,1099.35
2017-03-09,1107.75
2017-03-10,1103.1
2017-03-14,1105.25
2017-03-15,1096.15
2017-03-16,1143.5
2017-03-17,1130.0
2017-03-20,1127.9
2017-03-21,1119.25
2017-03-22,1102.45
2017-03-23,1118.25
2017-03-24,1169.4
2017-03-27,1165.1
2017-03-28,1183.3
2017-03-29,1171.9
2017-03-30,1184.9
2017-03-31,1174.45
2017-04-03,1202.55
2017-04-05,1207.25
2017-04-06,1180.1
2017-04-07,1200.4
2017-04-10,1204.6
2017-04-11,1216.05
2017-04-12,1219.4
2017-04-13,1212.0
2017-04-17,1204.0
2017-04-18,1220.6
2017-04-19,1204.2
2017-04-20,1247.35
2017-04-21,1271.1
2017-04-24,1310.9
2017-04-25,1359.1
2017-04-26,1391.7
2017-04-27,1443.6
2017-04-28,1468.3
2017-05-02,1482.7
2017-05-03,1478.9
2017-05-04,1485.65
2017-05-05,1504.05
2017-05-08,1489.05
2017-05-09,1471.35
2017-05-10,1459.55
2017-05-11,1422.45
2017-05-12,1418.65
2017-05-15,1436.4
2017-05-16,1418.1
2017-05-17,1413.95
2017-05-18,1400.65
2017-05-19,1357.75
2017-05-22,1389.5
2017-05-23,1391.75
2017-05-24,1332.3
2017-05-25,1430.8
2017-05-26,1408.75
2017-05-29,1412.2
2017-05-30,1424.95
2017-05-31,1421.75
2017-06-01,1450.4
2017-06-02,1466.4
2017-06-05,1470.9
2017-06-06,1484.7
2017-06-07,1518.0
2017-06-08,1683.15
2017-06-09,1673.7
2017-06-12,1645.15
2017-06-13,1630.35
2017-06-14,1625.7
2017-06-15,1627.7
2017-06-16,1638.25
2017-06-19,1663.35
2017-06-20,1686.95
2017-06-21,1661.7
2017-06-22,1614.2
2017-06-23,1592.95
2017-06-27,1533.35
2017-06-28,1521.15
2017-06-29,1536.25
2017-06-30,1549.1
2017-07-03,1598.4
2017-07-04,1602.95
2017-07-05,1598.0
2017-07-06,1595.1
2017-07-07,1597.95
2017-07-10,1600.6
2017-07-11,1596.2
2017-07-12,1592.4
2017-07-13,1598.65
2017-07-14,1585.75
2017-07-17,1592.2
2017-07-18,1581.0
