Date,ELGIRUBCO
2017-01-02,42.7
2017-01-03,41.2
2017-01-04,42.7
2017-01-05,44.75
2017-01-06,45.05
2017-01-09,44.45
2017-01-10,44.95
2017-01-11,48.65
2017-01-12,45.7
2017-01-13,45.25
2017-01-16,47.4
2017-01-17,48.25
2017-01-18,55.95
2017-01-19,59.8
2017-01-20,66.45
2017-01-23,66.5
2017-01-24,65.0
2017-01-25,59.6
2017-01-27,56.1
2017-01-30,53.75
2017-01-31,56.2
2017-02-01,58.2
2017-02-02,58.6
2017-02-03,57.45
2017-02-06,56.65
2017-02-07,55.75
2017-02-08,55.15
2017-02-09,55.6
2017-02-10,54.85
2017-02-13,53.7
2017-02-14,54.65
2017-02-15,53.55
2017-02-16,54.25
2017-02-17,52.85
2017-02-20,55.25
2017-02-21,59.65
2017-02-22,60.65
2017-02-23,58.25
2017-02-27,58.65
2017-02-28,60.05
2017-03-01,60.6
2017-03-02,58.2
2017-03-03,57.0
2017-03-06,57.8
2017-03-07,57.55
2017-03-08,57.15
2017-03-09,56.45
2017-03-10,56.05
2017-03-14,55.25
2017-03-15,55.2
2017-03-16,56.25
2017-03-17,55.2
2017-03-20,54.4
2017-03-21,52.8
2017-03-22,54.05
2017-03-23,54.0
2017-03-24,52.95
2017-03-27,56.65
2017-03-28,56.0
2017-03-29,54.05
2017-03-30,54.05
2017-03-31,54.35
2017-04-03,57.25
2017-04-05,58.5
2017-04-06,56.9
2017-04-07,57.9
2017-04-10,56.8
2017-04-11,56.95
2017-04-12,54.9
2017-04-13,54.25
2017-04-17,54.4
2017-04-18,55.25
2017-04-19,56.6
2017-04-20,60.65
2017-04-21,58.2
2017-04-24,55.2
2017-04-25,54.4
2017-04-26,55.7
2017-04-27,56.7
2017-04-28,56.15
2017-05-02,56.35
2017-05-03,55.9
2017-05-04,55.4
2017-05-05,53.95
2017-05-08,54.0
2017-05-09,53.35
2017-05-10,55.95
2017-05-11,54.45
2017-05-12,53.55
2017-05-15,53.8
2017-05-16,53.65
2017-05-17,53.9
2017-05-18,52.6
2017-05-19,52.75
2017-05-22,52.35
2017-05-23,48.75
2017-05-24,45.4
2017-05-25,46.5
2017-05-26,47.8
2017-05-29,46.85
2017-05-30,45.65
2017-05-31,46.0
2017-06-01,46.25
2017-06-02,48.0
2017-06-05,48.55
2017-06-06,47.3
2017-06-07,47.15
2017-06-08,46.75
2017-06-09,46.4
2017-06-12,46.1
2017-06-13,48.2
2017-06-14,48.1
2017-06-15,47.25
2017-06-16,47.0
2017-06-19,46.45
2017-06-20,45.75
2017-06-21,45.75
2017-06-22,45.55
2017-06-23,44.7
2017-06-27,44.4
2017-06-28,44.65
2017-06-29,43.5
2017-06-30,43.4
2017-07-03,44.7
2017-07-04,51.3
2017-07-05,52.95
2017-07-06,50.9
2017-07-07,54.3
2017-07-10,53.55
2017-07-11,54.25
2017-07-12,53.25
2017-07-13,53.35
2017-07-14,52.95
2017-07-17,52.05
2017-07-18,49.8
2017-07-19,50.25
2017-07-20,50.15
2017-07-21,47.85
2017-07-24,48.15
2017-07-25,50.25
2017-07-26,50.2
2017-07-27,49.1
2017-07-28,49.45
2017-07-31,50.3
2017-08-01,49.6
2017-08-02,50.0
2017-08-03,48.85
2017-08-04,47.65
2017-08-07,49.1
2017-08-08,46.2
2017-08-09,46.25
2017-08-10,43.4
2017-08-11,42.65
2017-08-14,44.5
2017-08-16,45.05
2017-08-17,43.7
2017-08-18,43.35
2017-08-21,45.15
2017-08-22,43.5
2017-08-23,43.6
2017-08-24,43.55
2017-08-28,44.55
2017-08-29,42.9
2017-08-30,43.85
2017-08-31,45.8
2017-09-01,45.55
2017-09-04,44.2
2017-09-05,44.6
2017-09-06,44.35
2017-09-07,44.55
2017-09-08,43.5
2017-09-11,43.65
2017-09-12,43.25
2017-09-13,42.75
2017-09-14,44.95
2017-09-15,43.5
2017-09-18,43.35
2017-09-19,43.75
2017-09-20,43.25
2017-09-21,43.75
2017-09-22,42.6
2017-09-25,40.15
2017-09-26,43.25
2017-09-27,41.0
2017-09-28,42.55
2017-09-29,42.35
2017-10-03,41.75
2017-10-04,41.05
2017-10-05,41.05
2017-10-06,41.15
2017-10-09,40.85
2017-10-10,41.8
2017-10-11,41.45
2017-10-12,41.35
2017-10-13,41.0
2017-10-16,41.75
2017-10-17,41.3
2017-10-18,43.1
2017-10-19,43.2
2017-10-23,43.45
2017-10-24,42.65
2017-10-25,42.4
2017-10-26,46.25
2017-10-27,44.45
2017-10-30,44.25
2017-10-31,43.6
2017-11-01,45.3
2017-11-02,45.0
2017-11-03,44.1
2017-11-06,44.25
2017-11-07,42.95
2017-11-08,44.2
2017-11-09,44.6
2017-11-10,45.55
2017-11-13,43.85
2017-11-14,43.7
2017-11-15,42.75
2017-11-16,44.4
2017-11-17,42.9
2017-11-20,43.0
2017-11-21,43.2
2017-11-22,42.85
2017-11-23,43.4
2017-11-24,43.55
2017-11-27,44.55
2017-11-28,45.95
2017-11-29,45.9
2017-11-30,45.0
2017-12-01,44.1
2017-12-04,43.85
2017-12-05,43.7
2017-12-06,48.0
2017-12-07,49.0
2017-12-08,48.3
2017-12-11,50.1
2017-12-12,50.6
2017-12-13,51.75
2017-12-14,49.65
2017-12-15,49.8
2017-12-18,48.8
2017-12-19,51.25
2017-12-20,51.1
2017-12-21,50.65
2017-12-22,51.3
2017-12-26,51.5
2017-12-27,51.15
2017-12-28,51.1
2017-12-29,52.0
