Date,RANEHOLDIN
2017-01-02,780.25
2017-01-03,780.4
2017-01-04,762.9
2017-01-05,768.25
2017-01-06,772.25
2017-01-09,765.5
2017-01-10,764.65
2017-01-11,765.4
2017-01-12,753.4
2017-01-13,761.1
2017-01-16,753.35
2017-01-17,758.25
2017-01-18,761.55
2017-01-19,761.75
2017-01-20,756.15
2017-01-23,759.85
2017-01-24,760.35
2017-01-25,767.2
2017-01-27,773.75
2017-01-30,766.85
2017-01-31,787.75
2017-02-01,772.9
2017-02-02,781.85
2017-02-03,781.65
2017-02-06,803.95
2017-02-07,806.1
2017-02-08,811.65
2017-02-09,908.9
2017-02-10,904.2
2017-02-13,909.2
2017-02-14,905.85
2017-02-15,886.5
2017-02-16,885.3
2017-02-17,856.35
2017-02-20,863.6
2017-02-21,875.2
2017-02-22,871.95
2017-02-23,853.55
2017-02-27,858.7
2017-02-28,871.4
2017-03-01,873.8
2017-03-02,859.0
2017-03-03,881.4
2017-03-06,878.45
2017-03-07,873.3
2017-03-08,858.45
2017-03-09,851.45
2017-03-10,871.2
2017-03-14,907.15
2017-03-15,938.65
2017-03-16,951.15
2017-03-17,931.15
2017-03-20,915.15
2017-03-21,896.25
2017-03-22,897.0
2017-03-23,900.55
2017-03-24,899.45
2017-03-27,893.45
2017-03-28,886.8
2017-03-29,872.35
2017-03-30,912.9
2017-03-31,897.55
2017-04-03,889.6
2017-04-05,920.0
2017-04-06,941.65
2017-04-07,944.65
2017-04-10,953.05
2017-04-11,964.4
2017-04-12,961.65
2017-04-13,990.1
2017-04-17,990.55
2017-04-18,995.4
2017-04-19,1011.4
2017-04-20,1025.85
2017-04-21,1025.5
2017-04-24,1019.45
2017-04-25,1033.55
2017-04-26,1037.2
2017-04-27,1044.05
2017-04-28,1052.7
2017-05-02,1022.0
2017-05-03,983.1
2017-05-04,987.45
2017-05-05,1011.15
2017-05-08,1019.55
2017-05-09,1029.3
2017-05-10,1019.95
2017-05-11,1004.95
2017-05-12,1013.1
2017-05-15,1028.35
2017-05-16,1037.6
2017-05-17,1026.9
2017-05-18,1022.3
2017-05-19,1037.35
2017-05-22,1034.9
2017-05-23,1078.2
2017-05-24,1055.35
2017-05-25,1079.5
2017-05-26,1083.0
2017-05-29,1129.8
2017-05-30,1131.65
2017-05-31,1146.85
2017-06-01,1182.3
2017-06-02,1223.4
2017-06-05,1258.05
2017-06-06,1255.45
2017-06-07,1293.1
2017-06-08,1340.65
2017-06-09,1390.5
2017-06-12,1383.75
2017-06-13,1481.85
2017-06-14,1523.3
2017-06-15,1630.05
2017-06-16,1852.75
2017-06-19,1860.7
2017-06-20,1786.1
2017-06-21,1751.5
2017-06-22,1760.95
2017-06-23,1695.8
2017-06-27,1739.6
2017-06-28,1724.5
2017-06-29,1732.4
2017-06-30,1743.65
2017-07-03,1708.2
2017-07-04,1692.8
2017-07-05,1720.8
2017-07-06,1708.25
2017-07-07,1738.5
2017-07-10,1728.7
2017-07-11,1688.05
2017-07-12,1726.55
2017-07-13,1700.7
2017-07-14,1700.7
2017-07-17,1723.35
2017-07-18,1693.45
2017-07-19,1687.15
2017-07-20,1708.7
2017-07-21,1682.5
2017-07-24,1815.55
2017-07-25,1759.55
2017-07-26,1724.65
2017-07-27,1731.85
2017-07-28,1709.95
2017-07-31,1694.2
2017-08-01,1680.0
2017-08-02,1672.0
2017-08-03,1638.1
2017-08-04,1633.75
2017-08-07,1643.65
2017-08-08,1597.85
2017-08-09,1613.25
2017-08-10,1596.8
2017-08-11,1594.7
2017-08-14,1603.5
2017-08-16,1637.3
2017-08-17,1656.25
2017-08-18,1634.95
2017-08-21,1644.5
2017-08-22,1634.2
2017-08-23,1599.0
2017-08-24,1583.2
2017-08-28,1568.05
2017-08-29,1562.75
2017-08-30,1594.95
2017-08-31,1594.05
2017-09-01,1794.4
2017-09-04,1751.05
2017-09-05,1765.4
2017-09-06,1788.05
2017-09-07,1818.05
2017-09-08,1808.5
2017-09-11,1776.9
2017-09-12,1814.75
2017-09-13,1956.6
2017-09-14,1882.7
2017-09-15,1820.85
2017-09-18,1799.3
2017-09-19,1812.5
2017-09-20,1792.25
2017-09-21,1738.0
2017-09-22,1696.15
2017-09-25,1712.15
2017-09-26,1742.95
2017-09-27,1672.65
2017-09-28,1693.9
2017-09-29,1731.85
2017-10-03,1754.8
2017-10-04,1792.8
2017-10-05,1781.65
2017-10-06,1796.95
2017-10-09,1789.9
2017-10-10,1824.6
2017-10-11,1846.5
2017-10-12,1886.9
2017-10-13,1848.1
2017-10-16,1801.55
2017-10-17,1796.4
2017-10-18,1796.85
2017-10-19,1762.8
2017-10-23,1740.8
2017-10-24,1727.4
2017-10-25,1715.95
2017-10-26,1702.4
2017-10-27,1727.55
2017-10-30,1782.05
2017-10-31,1865.0
2017-11-01,1863.35
2017-11-02,1874.95
2017-11-03,1873.95
2017-11-06,1795.25
2017-11-07,1847.75
2017-11-08,1879.15
2017-11-09,1927.9
2017-11-10,1877.55
2017-11-13,1871.3
2017-11-14,1873.8
2017-11-15,1805.4
2017-11-16,1823.3
2017-11-17,1832.2
2017-11-20,1842.8
2017-11-21,1866.15
2017-11-22,1940.35
2017-11-23,1955.45
2017-11-24,1899.45
2017-11-27,1850.2
2017-11-28,1825.0
2017-11-29,1773.35
2017-11-30,1778.45
2017-12-01,1781.0
2017-12-04,1798.55
2017-12-05,1908.8
2017-12-06,2025.4
2017-12-07,2099.4
2017-12-08,2065.7
2017-12-11,2222.45
2017-12-12,2096.85
2017-12-13,2059.85
2017-12-14,2076.7
2017-12-15,2174.9
2017-12-18,2210.2
2017-12-19,2220.9
2017-12-20,2228.7
2017-12-21,2251.2
2017-12-22,2400.95
2017-12-26,2342.45
2017-12-27,2378.55
2017-12-28,2424.1
2017-12-29,2413.2
