Date,WEIZFOREX
2017-01-02,167.55
2017-01-03,170.55
2017-01-04,174.8
2017-01-05,169.5
2017-01-06,170.6
2017-01-09,175.35
2017-01-10,171.1
2017-01-11,169.95
2017-01-12,173.15
2017-01-13,170.2
2017-01-16,188.8
2017-01-17,213.3
2017-01-18,244.9
2017-01-19,261.35
2017-01-20,250.4
2017-01-23,244.1
2017-01-24,240.65
2017-01-25,239.95
2017-01-27,235.05
2017-01-30,225.3
2017-01-31,218.65
2017-02-01,240.1
2017-02-02,241.1
2017-02-03,238.0
2017-02-06,242.65
2017-02-07,242.05
2017-02-08,240.0
2017-02-09,236.35
2017-02-10,250.2
2017-02-13,244.0
2017-02-14,241.55
2017-02-15,241.05
2017-02-16,240.2
2017-02-17,241.0
2017-02-20,235.15
2017-02-21,236.0
2017-02-22,226.85
2017-02-23,228.15
2017-02-27,223.05
2017-02-28,223.2
2017-03-01,223.8
2017-03-02,222.25
2017-03-03,222.6
2017-03-06,226.9
2017-03-07,225.0
2017-03-08,227.95
2017-03-09,225.15
2017-03-10,232.35
2017-03-14,229.55
2017-03-15,225.0
2017-03-16,245.45
2017-03-17,261.3
2017-03-20,312.1
2017-03-21,323.4
2017-03-22,316.15
2017-03-23,313.85
2017-03-24,324.75
2017-03-27,325.0
2017-03-28,337.65
2017-03-29,337.1
2017-03-30,338.0
2017-03-31,346.5
2017-04-03,369.0
2017-04-05,382.7
2017-04-06,390.25
2017-04-07,400.0
2017-04-10,432.15
2017-04-11,513.45
2017-04-12,503.5
2017-04-13,524.75
2017-04-17,512.55
2017-04-18,492.65
2017-04-19,466.45
2017-04-20,465.2
2017-04-21,462.8
2017-04-24,456.05
2017-04-25,464.85
2017-04-26,463.5
2017-04-27,467.6
2017-04-28,475.15
2017-05-02,483.95
2017-05-03,485.75
2017-05-04,491.25
2017-05-05,495.4
2017-05-08,495.95
2017-05-09,495.0
2017-05-10,495.25
2017-05-11,496.65
2017-05-12,500.75
2017-05-15,516.85
2017-05-16,511.45
2017-05-17,573.95
2017-05-18,581.1
2017-05-19,560.7
2017-05-22,558.15
2017-05-23,538.9
2017-05-24,517.05
2017-05-25,603.95
2017-05-26,631.55
2017-05-29,633.35
2017-05-30,625.75
2017-05-31,635.25
2017-06-01,624.1
2017-06-02,612.15
2017-06-05,615.6
2017-06-06,610.7
2017-06-07,608.85
2017-06-08,610.6
2017-06-09,611.55
2017-06-12,609.05
2017-06-13,610.1
2017-06-14,617.8
2017-06-15,688.6
2017-06-16,682.7
2017-06-19,664.65
2017-06-20,642.95
2017-06-21,631.7
2017-06-22,660.1
2017-06-23,647.9
2017-06-27,609.9
2017-06-28,645.8
2017-06-29,633.65
2017-06-30,630.3
2017-07-03,632.0
2017-07-04,635.65
2017-07-05,635.85
2017-07-06,639.0
2017-07-07,643.75
2017-07-10,661.4
2017-07-11,658.0
2017-07-12,648.05
2017-07-13,647.05
2017-07-14,642.35
2017-07-17,651.35
2017-07-18,649.4
2017-07-19,645.75
2017-07-20,647.55
2017-07-21,741.05
2017-07-24,840.9
2017-07-25,850.2
2017-07-26,835.95
2017-07-27,800.4
2017-07-28,777.45
2017-07-31,759.1
2017-08-01,765.5
2017-08-02,757.1
2017-08-03,750.0
2017-08-04,760.1
2017-08-07,761.55
2017-08-08,751.35
2017-08-09,770.15
2017-08-10,744.7
2017-08-11,707.85
2017-08-14,745.45
2017-08-16,739.35
2017-08-17,764.5
2017-08-18,739.2
2017-08-21,792.5
2017-08-22,780.5
2017-08-23,771.15
2017-08-24,751.8
2017-08-28,765.15
2017-08-29,749.5
2017-08-30,754.15
2017-08-31,758.75
2017-09-01,756.05
2017-09-04,767.9
2017-09-05,821.5
2017-09-06,829.95
2017-09-07,831.0
2017-09-08,812.8
2017-09-11,795.8
2017-09-12,802.55
2017-09-13,812.35
2017-09-14,813.6
2017-09-15,816.65
2017-09-18,817.7
2017-09-19,800.4
2017-09-20,790.7
2017-09-21,773.05
2017-09-22,751.95
2017-09-25,718.9
2017-09-26,741.45
2017-09-27,707.55
2017-09-28,740.1
2017-09-29,718.95
2017-10-03,707.65
2017-10-04,722.6
2017-10-05,736.9
2017-10-06,754.45
2017-10-09,757.9
2017-10-10,826.65
2017-10-11,797.75
2017-10-12,777.75
2017-10-13,773.35
2017-10-16,776.3
2017-10-17,766.95
2017-10-18,769.35
2017-10-19,749.45
2017-10-23,753.65
2017-10-24,740.0
2017-10-25,738.95
2017-10-26,745.1
2017-10-27,771.05
2017-10-30,811.8
2017-10-31,814.1
2017-11-01,976.9
2017-11-02,1018.6
2017-11-03,1014.95
2017-11-06,976.15
2017-11-07,966.1
2017-11-08,1022.0
2017-11-09,1007.05
2017-11-10,999.75
2017-11-13,988.1
2017-11-14,1002.15
2017-11-15,966.9
2017-11-16,1123.1
2017-11-17,1089.3
2017-11-20,1099.15
2017-11-21,1106.45
2017-11-22,1071.25
2017-11-23,1047.65
2017-11-24,1182.95
2017-11-27,1168.9
2017-11-28,1146.05
2017-11-29,1133.45
2017-11-30,1123.0
2017-12-01,1201.75
2017-12-04,1440.2
2017-12-05,1545.8
2017-12-06,1456.9
2017-12-07,1484.05
2017-12-08,1477.9
2017-12-11,1463.45
2017-12-12,1419.45
2017-12-13,1452.15
2017-12-14,1411.55
2017-12-15,1425.0
2017-12-18,1432.25
2017-12-19,1451.05
2017-12-20,1441.9
2017-12-21,1520.4
2017-12-22,1485.05
2017-12-26,1474.8
2017-12-27,1430.8
2017-12-28,1426.85
2017-12-29,1404.6
