Date,MADHUCON
2017-01-02,38.4
2017-01-03,39.9
2017-01-04,40.4
2017-01-05,41.05
2017-01-06,41.15
2017-01-09,41.2
2017-01-10,43.85
2017-01-11,43.9
2017-01-12,42.75
2017-01-13,42.65
2017-01-16,42.95
2017-01-17,42.75
2017-01-18,43.55
2017-01-19,43.75
2017-01-20,43.45
2017-01-23,44.0
2017-01-24,43.85
2017-01-25,44.3
2017-01-27,45.25
2017-01-30,44.1
2017-01-31,42.65
2017-02-01,43.4
2017-02-02,45.2
2017-02-03,44.95
2017-02-06,44.75
2017-02-07,45.15
2017-02-08,43.75
2017-02-09,44.45
2017-02-10,43.7
2017-02-13,42.75
2017-02-14,42.05
2017-02-15,45.15
2017-02-16,44.55
2017-02-17,43.55
2017-02-20,45.05
2017-02-21,47.35
2017-02-22,45.55
2017-02-23,45.1
2017-02-27,48.65
2017-02-28,47.7
2017-03-01,46.85
2017-03-02,45.05
2017-03-03,45.7
2017-03-06,45.0
2017-03-07,44.4
2017-03-08,43.7
2017-03-09,43.55
2017-03-10,42.65
2017-03-14,43.45
2017-03-15,43.8
2017-03-16,44.0
2017-03-17,43.75
2017-03-20,44.1
2017-03-21,43.85
2017-03-22,43.45
2017-03-23,43.15
2017-03-24,42.7
2017-03-27,42.05
2017-03-28,42.3
2017-03-29,41.15
2017-03-30,40.95
2017-03-31,42.45
2017-04-03,44.75
2017-04-05,47.95
2017-04-06,47.45
2017-04-07,46.95
2017-04-10,53.2
2017-04-11,51.65
2017-04-12,49.95
2017-04-13,51.7
2017-04-17,62.0
2017-04-18,58.3
2017-04-19,56.0
2017-04-20,59.85
2017-04-21,62.55
2017-04-24,61.55
2017-04-25,60.3
2017-04-26,57.7
2017-04-27,55.8
2017-04-28,55.15
2017-05-02,54.5
2017-05-03,53.45
2017-05-04,57.6
2017-05-05,55.4
2017-05-08,55.8
2017-05-09,57.0
2017-05-10,59.2
2017-05-11,58.1
2017-05-12,56.4
2017-05-15,57.35
2017-05-16,61.2
2017-05-17,58.95
2017-05-18,57.35
2017-05-19,56.9
2017-05-22,54.9
2017-05-23,55.1
2017-05-24,52.15
2017-05-25,51.25
2017-05-26,51.8
2017-05-29,50.55
2017-05-30,50.2
2017-05-31,49.75
2017-06-01,49.5
2017-06-02,51.7
2017-06-05,41.65
2017-06-06,40.1
2017-06-07,40.75
2017-06-08,40.25
2017-06-09,39.1
2017-06-12,36.8
2017-06-13,41.7
2017-06-14,41.25
2017-06-15,40.95
2017-06-16,42.2
2017-06-19,41.65
2017-06-20,41.25
2017-06-21,40.5
2017-06-22,39.45
2017-06-23,38.0
2017-06-27,36.05
2017-06-28,38.15
2017-06-29,39.6
2017-06-30,37.95
2017-07-03,37.6
2017-07-04,37.6
2017-07-05,37.4
2017-07-06,36.25
2017-07-07,34.85
2017-07-10,34.65
2017-07-11,35.25
2017-07-12,35.2
2017-07-13,34.65
2017-07-14,33.6
2017-07-17,33.7
2017-07-18,33.0
2017-07-19,32.4
2017-07-20,33.05
2017-07-21,32.3
2017-07-24,32.6
2017-07-25,33.2
2017-07-26,34.25
2017-07-27,32.9
2017-07-28,32.85
2017-07-31,32.0
2017-08-01,31.7
2017-08-02,32.45
2017-08-03,32.15
2017-08-04,31.65
2017-08-07,31.9
2017-08-08,31.2
2017-08-09,29.85
2017-08-10,28.65
2017-08-11,28.6
2017-08-14,27.4
2017-08-16,28.85
2017-08-17,30.25
2017-08-18,29.45
2017-08-21,29.1
2017-08-22,28.85
2017-08-23,29.25
2017-08-24,28.5
2017-08-28,28.5
2017-08-29,28.1
2017-08-30,27.2
2017-08-31,27.35
2017-09-01,27.35
2017-09-04,27.25
2017-09-05,27.05
2017-09-06,24.95
2017-09-07,26.15
2017-09-08,26.25
2017-09-11,29.3
2017-09-12,28.55
2017-09-13,30.5
2017-09-14,32.05
2017-09-15,30.95
2017-09-18,31.7
2017-09-19,31.0
2017-09-20,29.65
2017-09-21,28.95
2017-09-22,27.7
2017-09-25,26.85
2017-09-26,28.5
2017-09-27,28.35
2017-09-28,28.2
2017-09-29,27.6
2017-10-03,27.65
2017-10-04,27.6
2017-10-05,27.25
2017-10-06,26.6
2017-10-09,27.9
2017-10-10,28.7
2017-10-11,27.85
2017-10-12,27.9
2017-10-13,27.7
2017-10-16,27.05
2017-10-17,27.05
2017-10-18,27.1
2017-10-19,27.3
2017-10-23,27.75
2017-10-24,27.0
2017-10-25,30.4
2017-10-26,33.15
2017-10-27,34.35
2017-10-30,33.6
2017-10-31,34.35
2017-11-01,33.2
2017-11-02,32.4
2017-11-03,31.75
2017-11-06,30.9
2017-11-07,31.9
2017-11-08,37.25
2017-11-09,35.55
2017-11-10,34.25
2017-11-13,34.3
2017-11-14,32.2
2017-11-15,29.85
2017-11-16,30.0
2017-11-17,30.15
2017-11-20,30.05
2017-11-21,30.8
2017-11-22,32.55
2017-11-23,32.05
2017-11-24,32.4
2017-11-27,32.25
2017-11-28,32.7
2017-11-29,33.3
2017-11-30,32.2
2017-12-01,32.6
2017-12-04,31.85
2017-12-05,33.95
2017-12-06,32.6
2017-12-07,32.95
2017-12-08,32.8
2017-12-11,31.75
2017-12-12,31.45
2017-12-13,30.6
2017-12-14,30.85
2017-12-15,30.95
2017-12-18,30.85
2017-12-19,31.15
2017-12-20,31.55
2017-12-21,35.45
2017-12-22,34.65
2017-12-26,33.5
2017-12-27,35.9
2017-12-28,35.15
2017-12-29,35.65
